setattrs_latency_avg,ceph01_ceph-osd.0.asok.txt,ceph01_ceph-osd.1.asok.txt,ceph01_ceph-osd.2.asok.txt,ceph01_ceph-osd.3.asok.txt,ceph01_ceph-osd.4.asok.txt,ceph01_ceph-osd.5.asok.txt,ceph01_ceph-osd.6.asok.txt,ceph01_ceph-osd.7.asok.txt,ceph02_ceph-osd.10.asok.txt,ceph02_ceph-osd.11.asok.txt,ceph02_ceph-osd.12.asok.txt,ceph02_ceph-osd.13.asok.txt,ceph02_ceph-osd.14.asok.txt,ceph02_ceph-osd.15.asok.txt,ceph02_ceph-osd.8.asok.txt,ceph02_ceph-osd.9.asok.txt,ceph03_ceph-osd.16.asok.txt,ceph03_ceph-osd.17.asok.txt,ceph03_ceph-osd.18.asok.txt,ceph03_ceph-osd.19.asok.txt,ceph03_ceph-osd.20.asok.txt,ceph03_ceph-osd.21.asok.txt,ceph03_ceph-osd.22.asok.txt,ceph03_ceph-osd.23.asok.txt,ceph04_ceph-osd.24.asok.txt,ceph04_ceph-osd.25.asok.txt,ceph04_ceph-osd.26.asok.txt,ceph04_ceph-osd.27.asok.txt,ceph04_ceph-osd.28.asok.txt,ceph04_ceph-osd.29.asok.txt,ceph04_ceph-osd.30.asok.txt,ceph04_ceph-osd.31.asok.txt
177,6.5e-05,6.6e-05,7.2e-05,7.2e-05,6.9e-05,6.9e-05,6.8e-05,6.9e-05,6.3e-05,6.7e-05,6.9e-05,6.5e-05,6.5e-05,6.4e-05,6.6e-05,6.2e-05,7e-05,7.1e-05,6.2e-05,5.8e-05,6.2e-05,6.1e-05,6.4e-05,6.7e-05,6.8e-05,7.3e-05,6.6e-05,7e-05,6.9e-05,7.1e-05,6.6e-05,6.7e-05
178,5.1e-05,5.1e-05,5.6e-05,5.9e-05,6e-05,5.5e-05,6.4e-05,5.6e-05,5.7e-05,5.4e-05,5.7e-05,5.6e-05,5.3e-05,5.3e-05,5.4e-05,5.7e-05,5.8e-05,6.1e-05,6.5e-05,6.1e-05,6.8e-05,6.7e-05,6.5e-05,7e-05,5.3e-05,5.9e-05,5.6e-05,5.3e-05,5.3e-05,5.2e-05,5.7e-05,6e-05
179,6.5e-05,5.7e-05,6.3e-05,6.2e-05,6.3e-05,6.1e-05,6.3e-05,6.4e-05,6e-05,6.7e-05,6.6e-05,6.4e-05,5.5e-05,5.6e-05,6.5e-05,7.2e-05,5.6e-05,5.3e-05,5.1e-05,5.4e-05,5.4e-05,5.4e-05,4.9e-05,4.8e-05,6e-05,5.2e-05,5.4e-05,5.5e-05,6.2e-05,6.5e-05,6e-05,6.2e-05
180,5.9e-05,6e-05,5.5e-05,5.3e-05,6.1e-05,6.1e-05,6.4e-05,6.1e-05,6.1e-05,6.2e-05,6.3e-05,6.6e-05,6.2e-05,6.1e-05,6e-05,6.4e-05,6.2e-05,6.3e-05,6.4e-05,6.5e-05,5.5e-05,5e-05,6.7e-05,5.7e-05,6.3e-05,6.1e-05,6.4e-05,6.5e-05,6.2e-05,6.3e-05,6.1e-05,6e-05
181,6.7e-05,6.9e-05,6.8e-05,5.9e-05,7.5e-05,7.4e-05,6.4e-05,6.5e-05,7e-05,7.7e-05,7.9e-05,6.9e-05,6.4e-05,6e-05,6.6e-05,7.3e-05,6.3e-05,6e-05,5.9e-05,6.6e-05,6.6e-05,6.2e-05,6.3e-05,6.1e-05,6.6e-05,6.5e-05,6.4e-05,6.7e-05,7e-05,7e-05,7.7e-05,6.4e-05
182,5.8e-05,6.1e-05,6.6e-05,6e-05,5.7e-05,6.1e-05,6.5e-05,6.3e-05,6.4e-05,5.9e-05,6.4e-05,6.5e-05,6.2e-05,7.1e-05,6.3e-05,6.4e-05,6.9e-05,6.6e-05,6.9e-05,7.2e-05,6.7e-05,7.2e-05,7e-05,6.8e-05,5.6e-05,6.2e-05,6.1e-05,6.5e-05,7.9e-05,7.1e-05,5.7e-05,6.2e-05
183,5.3e-05,5.5e-05,5.4e-05,5.9e-05,5.7e-05,5.4e-05,5.9e-05,5.7e-05,5.6e-05,5.5e-05,5.9e-05,5.8e-05,5.6e-05,5.7e-05,5.4e-05,5.9e-05,6.1e-05,5.6e-05,5.8e-05,6.3e-05,5.6e-05,5.9e-05,6.1e-05,6.3e-05,5.6e-05,5.7e-05,5.9e-05,5.8e-05,5.5e-05,5.2e-05,5.7e-05,5.6e-05
184,6.3e-05,5.3e-05,5.8e-05,6.5e-05,6.2e-05,5.6e-05,5.8e-05,5.9e-05,5.9e-05,5.2e-05,5.1e-05,5.4e-05,5e-05,4.9e-05,4.9e-05,5e-05,5.4e-05,5.9e-05,5.6e-05,5.6e-05,6.1e-05,5.6e-05,5.6e-05,5.7e-05,4.2e-05,4.6e-05,5.6e-05,5.2e-05,4.8e-05,4.8e-05,5.2e-05,5.3e-05
185,5.1e-05,5.7e-05,5.7e-05,5.7e-05,5.9e-05,5.8e-05,5.1e-05,5.2e-05,6.3e-05,6.1e-05,6.1e-05,6e-05,6.1e-05,5.9e-05,5.8e-05,5.9e-05,5.6e-05,6.2e-05,5.1e-05,5.5e-05,5.4e-05,5.5e-05,5.5e-05,4.5e-05,5.6e-05,6e-05,4.7e-05,4.9e-05,6.1e-05,6.6e-05,6e-05,6.5e-05
186,7.4e-05,6.9e-05,6.2e-05,7.4e-05,6.9e-05,7.3e-05,7e-05,6.8e-05,7.5e-05,6.9e-05,6.8e-05,8e-05,6.6e-05,6.9e-05,6.9e-05,6.9e-05,4.9e-05,4.9e-05,5.6e-05,5.2e-05,5e-05,5.2e-05,5.4e-05,6.2e-05,6.7e-05,7.1e-05,7.1e-05,7.4e-05,7e-05,7.7e-05,6e-05,6.7e-05
187,6.3e-05,6.2e-05,5.5e-05,6e-05,6.3e-05,8e-05,6.1e-05,7e-05,6.1e-05,6e-05,5.9e-05,6.1e-05,5.9e-05,6e-05,6e-05,6e-05,6.6e-05,6.9e-05,7.1e-05,7e-05,6.8e-05,7.2e-05,6.8e-05,7.1e-05,6e-05,6.2e-05,6.7e-05,6.1e-05,6.1e-05,6e-05,6e-05,6e-05
188,6.1e-05,6.5e-05,6.6e-05,6.2e-05,6.1e-05,6.2e-05,6.3e-05,6.1e-05,6.2e-05,6.2e-05,6.3e-05,6.1e-05,6.6e-05,6.7e-05,6.3e-05,6.5e-05,6.3e-05,6.3e-05,6.1e-05,6.2e-05,6.3e-05,6.1e-05,6.3e-05,6.1e-05,6.2e-05,6.3e-05,6e-05,5.8e-05,6.6e-05,6.2e-05,6e-05,6e-05
189,6.1e-05,5.8e-05,6e-05,5.9e-05,5.7e-05,5.6e-05,5.9e-05,5.7e-05,5.6e-05,5.7e-05,5.6e-05,5.5e-05,5.6e-05,5.5e-05,5.6e-05,5.4e-05,6.1e-05,6.4e-05,6.8e-05,5.9e-05,6.2e-05,6.2e-05,6.3e-05,5.9e-05,5.2e-05,5.6e-05,5.7e-05,5.5e-05,5.6e-05,5.4e-05,6e-05,5.7e-05
190,6.1e-05,5.6e-05,5.7e-05,6.1e-05,5e-05,5.2e-05,5.6e-05,5.8e-05,5.7e-05,5.9e-05,5.7e-05,5.7e-05,5.6e-05,5.7e-05,5.4e-05,5.6e-05,5.5e-05,5.8e-05,5.4e-05,5.8e-05,5.8e-05,5.8e-05,5.8e-05,5.9e-05,5.3e-05,4.9e-05,5.7e-05,5.8e-05,5.2e-05,5.5e-05,5.9e-05,6e-05
191,7.2e-05,5.9e-05,6.8e-05,6.4e-05,6.5e-05,6.6e-05,6.4e-05,6.8e-05,6.9e-05,6.4e-05,7e-05,6.2e-05,6.3e-05,6.3e-05,6.3e-05,6.7e-05,5.4e-05,5.8e-05,5e-05,5.2e-05,5.4e-05,5.7e-05,4.7e-05,4.9e-05,6.3e-05,6.5e-05,6.1e-05,5.2e-05,6e-05,6.6e-05,7.3e-05,6.5e-05
192,7.2e-05,6.9e-05,7.5e-05,7.3e-05,7e-05,6.6e-05,7.3e-05,7.5e-05,6.6e-05,7.9e-05,6.9e-05,7.5e-05,6.4e-05,7.2e-05,7.2e-05,6.8e-05,5.9e-05,5.6e-05,7e-05,6.3e-05,5.8e-05,5.4e-05,6.4e-05,6.4e-05,6.9e-05,7.1e-05,7.6e-05,6.9e-05,8.1e-05,7.4e-05,6.9e-05,7.1e-05
193,6.3e-05,5.9e-05,6e-05,6.7e-05,7.2e-05,6.9e-05,7e-05,6.4e-05,7.8e-05,7.4e-05,6.3e-05,6.8e-05,6.1e-05,7e-05,6.7e-05,6.6e-05,6.8e-05,7.3e-05,6.6e-05,7.3e-05,6.9e-05,7.2e-05,7.6e-05,7e-05,6.5e-05,6.7e-05,7e-05,6.7e-05,8e-05,6.7e-05,6.9e-05,6.7e-05
194,5.6e-05,5.9e-05,5.5e-05,5.4e-05,5.4e-05,5.5e-05,6.1e-05,6e-05,5.1e-05,5.3e-05,5.5e-05,5.3e-05,5.4e-05,5.5e-05,5e-05,6e-05,6.3e-05,6.6e-05,6.9e-05,7.1e-05,7.1e-05,7e-05,7e-05,6.8e-05,5.6e-05,5.3e-05,5.4e-05,5.3e-05,5.3e-05,6.3e-05,5.5e-05,6.1e-05
195,6e-05,6.6e-05,6.3e-05,6.1e-05,6.3e-05,6.1e-05,6.1e-05,6e-05,5.8e-05,6.1e-05,5.7e-05,6.2e-05,5.2e-05,6.1e-05,5.7e-05,5.6e-05,5.2e-05,5.2e-05,5.4e-05,5.1e-05,5.4e-05,5.8e-05,5.8e-05,5.4e-05,6e-05,7.3e-05,5.8e-05,5.6e-05,5.6e-05,6.3e-05,5.9e-05,6e-05
196,6.1e-05,5.7e-05,5.4e-05,6e-05,5.8e-05,5.7e-05,5.2e-05,5.3e-05,5.6e-05,5.5e-05,5.7e-05,5.9e-05,6.5e-05,5.7e-05,6.3e-05,5.9e-05,5.8e-05,6e-05,5.8e-05,5.7e-05,5.9e-05,6.1e-05,6.4e-05,5.8e-05,6.4e-05,5.2e-05,5.6e-05,7e-05,5.1e-05,5.5e-05,6.1e-05,6.1e-05
197,5.9e-05,5.7e-05,5.8e-05,5.9e-05,5.8e-05,6.2e-05,5.5e-05,5.6e-05,6.1e-05,6e-05,6e-05,6e-05,5.9e-05,6.1e-05,5.7e-05,6.1e-05,6.3e-05,6.7e-05,5.2e-05,5.4e-05,5.9e-05,5.6e-05,4.7e-05,5.6e-05,6e-05,5.8e-05,6.1e-05,5.3e-05,6.4e-05,6.2e-05,6.3e-05,6e-05
198,6.5e-05,6.5e-05,5.5e-05,6.4e-05,6.3e-05,6e-05,6.3e-05,6e-05,6.4e-05,6.4e-05,6.4e-05,5.9e-05,6.1e-05,6.2e-05,6.5e-05,6.7e-05,5.6e-05,5.3e-05,5.7e-05,5.4e-05,5.3e-05,5.2e-05,5.5e-05,5.6e-05,6e-05,6.2e-05,6e-05,5.8e-05,6.5e-05,6.4e-05,5.6e-05,6.2e-05
199,5.4e-05,5.2e-05,5.2e-05,5.8e-05,5.8e-05,5.6e-05,6e-05,5.7e-05,5.7e-05,5.5e-05,4.8e-05,5.6e-05,5.6e-05,5.4e-05,6e-05,6e-05,6e-05,5.8e-05,6.2e-05,6e-05,6.5e-05,6.1e-05,6.2e-05,6.6e-05,5.7e-05,6.2e-05,6.1e-05,5.8e-05,6.4e-05,5.8e-05,6.1e-05,5.6e-05
200,5.1e-05,4.8e-05,5.7e-05,5.5e-05,5.1e-05,5.5e-05,5.8e-05,5.9e-05,4.9e-05,4.7e-05,5.2e-05,4.8e-05,4.6e-05,4.9e-05,5.1e-05,5.1e-05,5.9e-05,5.6e-05,5.9e-05,6.2e-05,6.5e-05,6.3e-05,6e-05,6.4e-05,5.2e-05,5.3e-05,5.5e-05,5.4e-05,5.2e-05,5.9e-05,5.1e-05,5.2e-05
201,5.8e-05,5.7e-05,5.6e-05,5.8e-05,5.5e-05,5.4e-05,6.1e-05,6e-05,5.6e-05,5.7e-05,5.5e-05,5.5e-05,5.7e-05,5.3e-05,4.9e-05,4.8e-05,5.1e-05,5.3e-05,4.9e-05,5.1e-05,5.5e-05,5.8e-05,6e-05,5.3e-05,5.6e-05,5.5e-05,5.7e-05,5.5e-05,4.9e-05,5.1e-05,5.7e-05,5.4e-05
202,6.7e-05,6.6e-05,6.7e-05,6.4e-05,6.8e-05,6.3e-05,6.3e-05,6.2e-05,6.9e-05,6.8e-05,6.5e-05,6.6e-05,6.8e-05,6.4e-05,6.5e-05,6.6e-05,5.5e-05,5.8e-05,5e-05,4.9e-05,5.7e-05,5.6e-05,5.7e-05,6.5e-05,6e-05,6.3e-05,6.1e-05,5.7e-05,6.5e-05,6.6e-05,6.4e-05,6.3e-05
203,6.2e-05,6e-05,6.4e-05,6.6e-05,6.4e-05,6.3e-05,6.2e-05,6.6e-05,6.1e-05,6.1e-05,6.2e-05,7.1e-05,7e-05,6.1e-05,6.8e-05,6.3e-05,6.9e-05,6.7e-05,6.9e-05,6.9e-05,7.2e-05,7.7e-05,5.3e-05,5.4e-05,6.2e-05,6.8e-05,6.1e-05,6.1e-05,6.4e-05,6.6e-05,6.2e-05,6.4e-05
204,6.3e-05,5.8e-05,5e-05,4.9e-05,6e-05,5.6e-05,5.3e-05,5e-05,6e-05,6.2e-05,5.8e-05,5.5e-05,5.6e-05,5.6e-05,5.9e-05,6.3e-05,6e-05,6e-05,6.3e-05,6.7e-05,6.1e-05,5.9e-05,6.1e-05,6.2e-05,6e-05,5.5e-05,5.5e-05,5.5e-05,6e-05,5.8e-05,4.9e-05,4.9e-05
205,5.4e-05,6.3e-05,6e-05,6.6e-05,6.4e-05,6e-05,6.8e-05,6.3e-05,5.4e-05,5.8e-05,6.5e-05,6.1e-05,5.8e-05,6.6e-05,5.8e-05,6.3e-05,5.4e-05,5.2e-05,6e-05,5.5e-05,5.7e-05,5.6e-05,5.2e-05,5.6e-05,6.4e-05,6.9e-05,6.3e-05,6.3e-05,6.2e-05,6.4e-05,6e-05,6.5e-05
206,5.9e-05,5.4e-05,5.5e-05,5.5e-05,5.2e-05,5.6e-05,5.7e-05,5.5e-05,5.1e-05,5.2e-05,5.1e-05,5.3e-05,5e-05,5.2e-05,5.6e-05,5.8e-05,5.8e-05,5.9e-05,6.3e-05,5.8e-05,6.6e-05,5.9e-05,6.1e-05,6.4e-05,5.6e-05,6.1e-05,5.8e-05,5.7e-05,6e-05,6.3e-05,5.8e-05,5.4e-05
207,6.7e-05,6.5e-05,6e-05,6.3e-05,6.5e-05,5.8e-05,5.8e-05,5.5e-05,6.1e-05,6.5e-05,6.1e-05,6.5e-05,6.1e-05,6.4e-05,5.3e-05,5.9e-05,5.3e-05,5.9e-05,5.8e-05,5.2e-05,6.8e-05,5.3e-05,6e-05,5.5e-05,5.6e-05,5.5e-05,5.6e-05,5.6e-05,5e-05,5e-05,5.9e-05,6.2e-05
208,6.8e-05,6.7e-05,6.4e-05,7e-05,6.6e-05,6.7e-05,6.9e-05,6.4e-05,6.8e-05,7e-05,7.1e-05,6.4e-05,6.2e-05,6.4e-05,7e-05,7e-05,6e-05,6.1e-05,6e-05,5.3e-05,5.7e-05,6.2e-05,6.4e-05,6e-05,6.9e-05,6.8e-05,6.7e-05,6.8e-05,6.1e-05,6.6e-05,6.6e-05,6.9e-05
209,6.5e-05,6.1e-05,6.6e-05,6.1e-05,6e-05,6.8e-05,6.6e-05,6.8e-05,6.9e-05,7.1e-05,7.2e-05,6.1e-05,6.4e-05,6.5e-05,6.4e-05,6.4e-05,7.1e-05,6.3e-05,6.7e-05,7e-05,7.4e-05,7.3e-05,6.2e-05,6.1e-05,6e-05,5.8e-05,5.9e-05,6e-05,6.2e-05,6.4e-05,6.7e-05,6.5e-05
210,5.9e-05,5.9e-05,5.3e-05,6.2e-05,6.3e-05,5.7e-05,5.4e-05,5.4e-05,5.4e-05,5.3e-05,5.4e-05,5.5e-05,5.5e-05,5.3e-05,5.3e-05,5.8e-05,5.9e-05,5.6e-05,6e-05,5.9e-05,5.7e-05,6.2e-05,6.2e-05,6.7e-05,6e-05,6.4e-05,6.1e-05,6.2e-05,6.2e-05,6.3e-05,5.7e-05,5.4e-05
211,5.7e-05,5.4e-05,5.5e-05,5.6e-05,6.3e-05,5.7e-05,5.7e-05,6.4e-05,6.2e-05,6.5e-05,5.5e-05,6.1e-05,5.3e-05,5.4e-05,6.2e-05,6.4e-05,5.8e-05,5.8e-05,6.2e-05,6.1e-05,5.9e-05,6.4e-05,6.1e-05,5.9e-05,6.3e-05,6.3e-05,6.1e-05,6.3e-05,6.2e-05,5.9e-05,4.9e-05,5.4e-05
212,5.8e-05,5.7e-05,5.2e-05,6e-05,5.4e-05,5.8e-05,5.7e-05,5.4e-05,5.4e-05,5.3e-05,5.5e-05,5.6e-05,6e-05,5.4e-05,5.3e-05,5.5e-05,5.4e-05,6.4e-05,6e-05,5.6e-05,5.5e-05,5.6e-05,6.4e-05,5.6e-05,5.6e-05,5.9e-05,4.6e-05,5.3e-05,5.6e-05,6e-05,5.9e-05,5.6e-05
213,5.9e-05,6.1e-05,5.9e-05,5.5e-05,5.9e-05,6e-05,5e-05,5.6e-05,6.8e-05,6.2e-05,7.2e-05,6e-05,6.1e-05,6.4e-05,5.6e-05,5.9e-05,5.6e-05,5.6e-05,5.8e-05,5.2e-05,5.9e-05,6.2e-05,5.7e-05,5.8e-05,4.8e-05,5.3e-05,5.4e-05,5.2e-05,5.3e-05,5.2e-05,5.7e-05,5.9e-05
214,6.6e-05,6.6e-05,6.7e-05,6.7e-05,6.3e-05,6.9e-05,7e-05,6.7e-05,6.6e-05,7.2e-05,6.8e-05,6.5e-05,7.3e-05,7.5e-05,7.1e-05,7.5e-05,5.6e-05,5.7e-05,4.9e-05,5.3e-05,5.8e-05,5.8e-05,6e-05,5.8e-05,6.8e-05,6.8e-05,7.2e-05,6.8e-05,6.9e-05,7.2e-05,7.3e-05,6.7e-05
215,6.6e-05,6e-05,5.5e-05,6.2e-05,6.3e-05,5.5e-05,6e-05,5.9e-05,6.1e-05,6.3e-05,5.6e-05,6e-05,5.9e-05,5.4e-05,6e-05,6.7e-05,7.1e-05,6.8e-05,6.5e-05,6.5e-05,7.1e-05,6.8e-05,5.9e-05,6.4e-05,5.8e-05,5.8e-05,5.5e-05,5.7e-05,6.1e-05,5.7e-05,6e-05,5.9e-05
216,7.3e-05,5.9e-05,6.1e-05,5.7e-05,6.1e-05,5.8e-05,6.1e-05,6.7e-05,6e-05,5.8e-05,6.6e-05,5.5e-05,6.2e-05,5.7e-05,5.6e-05,6.1e-05,5.5e-05,5.3e-05,5.7e-05,5.3e-05,5.1e-05,5.1e-05,5.6e-05,5.9e-05,6.7e-05,6.7e-05,6.5e-05,6.4e-05,6.6e-05,6.6e-05,5.9e-05,5.6e-05
217,5.3e-05,5.3e-05,5.4e-05,5.7e-05,5.7e-05,6.1e-05,5.8e-05,5.5e-05,5.5e-05,6e-05,5.3e-05,6.2e-05,5.8e-05,5.4e-05,6.4e-05,6.9e-05,6e-05,6.1e-05,6.6e-05,6.3e-05,6.6e-05,6.5e-05,7e-05,6.4e-05,6.2e-05,6e-05,5.7e-05,6.1e-05,6.2e-05,6.2e-05,5.9e-05,6.2e-05
218,5.7e-05,5.2e-05,5.9e-05,6e-05,5.3e-05,5.4e-05,5.8e-05,5.7e-05,5.1e-05,5.3e-05,5.7e-05,6.1e-05,6.2e-05,5.8e-05,6.1e-05,5.6e-05,5.8e-05,5.8e-05,5.9e-05,6.6e-05,5.9e-05,5.9e-05,6.4e-05,6e-05,6e-05,6.3e-05,5.7e-05,5.2e-05,5.2e-05,5.9e-05,4.9e-05,5.4e-05
219,7.3e-05,7e-05,7e-05,7.6e-05,6.9e-05,7.1e-05,7.1e-05,6.8e-05,7.3e-05,7e-05,7e-05,7.3e-05,7.5e-05,7.1e-05,7.5e-05,7.1e-05,5e-05,5.4e-05,5e-05,4.5e-05,5.4e-05,5.8e-05,5.8e-05,5.3e-05,7.3e-05,7.3e-05,6.9e-05,6.9e-05,6.5e-05,6.6e-05,6.9e-05,7e-05
220,8.8e-05,7.7e-05,7e-05,7.3e-05,7.7e-05,7.6e-05,6.9e-05,7.1e-05,7e-05,7.3e-05,7.4e-05,7.7e-05,7.2e-05,7.4e-05,7.1e-05,6.7e-05,7.7e-05,6.5e-05,6.8e-05,7.1e-05,6.9e-05,6.9e-05,6.7e-05,6.8e-05,6.5e-05,6.7e-05,7.4e-05,7.4e-05,7e-05,7.4e-05,7.4e-05,7.4e-05
221,5.2e-05,5.2e-05,5.4e-05,5.7e-05,5.5e-05,5.1e-05,6.1e-05,5.4e-05,5.4e-05,5.3e-05,5e-05,5e-05,5.3e-05,4.8e-05,5.2e-05,5.4e-05,5.9e-05,6.3e-05,6.1e-05,6e-05,6.3e-05,6.6e-05,6.7e-05,6.5e-05,5.6e-05,5.6e-05,5.5e-05,5.7e-05,5.8e-05,5.6e-05,5.6e-05,5.5e-05
222,6.2e-05,6.2e-05,5.8e-05,5.9e-05,6e-05,6.3e-05,5.6e-05,5.9e-05,6.5e-05,6.3e-05,5.8e-05,6.1e-05,5.8e-05,6.1e-05,6.3e-05,6.8e-05,6.7e-05,6.5e-05,5.4e-05,5.6e-05,5.5e-05,5.6e-05,5.7e-05,5.5e-05,5.1e-05,5.5e-05,6.3e-05,5.5e-05,6e-05,6.8e-05,5.5e-05,5.5e-05
223,4.6e-05,4.5e-05,4.7e-05,4.8e-05,4.8e-05,4.4e-05,5.3e-05,5e-05,4.2e-05,4.1e-05,5e-05,4.8e-05,5e-05,4.6e-05,4.7e-05,5.1e-05,4.7e-05,4.5e-05,5.2e-05,5.1e-05,5.2e-05,5.2e-05,5.1e-05,5.1e-05,5.7e-05,5.9e-05,5.4e-05,5.2e-05,5.6e-05,5.9e-05,5.3e-05,5.2e-05
224,5.7e-05,5.3e-05,5.4e-05,5.7e-05,5.3e-05,5.6e-05,5e-05,5.2e-05,5.5e-05,5.8e-05,5.8e-05,5.6e-05,5.2e-05,5.4e-05,5e-05,4.6e-05,6.1e-05,6.2e-05,6.2e-05,6.3e-05,6.2e-05,6e-05,6.1e-05,6.2e-05,5.2e-05,5.3e-05,5.6e-05,5.4e-05,5.7e-05,5.9e-05,5.1e-05,5.3e-05
225,7.6e-05,7.5e-05,6.9e-05,7.1e-05,7.6e-05,7e-05,7.4e-05,7.8e-05,7.8e-05,7.5e-05,7.4e-05,8e-05,7.5e-05,7e-05,7.4e-05,7.5e-05,5.4e-05,5.8e-05,4.4e-05,4.4e-05,5.6e-05,5.6e-05,5.4e-05,5.4e-05,7.8e-05,8.4e-05,7.8e-05,7.3e-05,6.7e-05,6.3e-05,7.5e-05,7.6e-05
226,7.1e-05,7e-05,6.9e-05,7.5e-05,7.2e-05,7.2e-05,6.6e-05,6.9e-05,7.4e-05,7.1e-05,6.4e-05,6.7e-05,6.6e-05,7e-05,6.4e-05,6.9e-05,7.8e-05,7.4e-05,7.4e-05,6.8e-05,7.1e-05,7.8e-05,7.1e-05,7.2e-05,6.4e-05,7.2e-05,7.3e-05,6.9e-05,6.6e-05,7.2e-05,6.8e-05,6.5e-05
227,5.6e-05,6e-05,5.4e-05,5.7e-05,5.8e-05,5.8e-05,5.9e-05,5.6e-05,5.5e-05,6e-05,5.9e-05,5.4e-05,5.6e-05,5.4e-05,5.5e-05,5.6e-05,6.3e-05,5.5e-05,5.5e-05,6e-05,6.2e-05,6.8e-05,6.4e-05,7.6e-05,5.3e-05,5.5e-05,5.5e-05,5.6e-05,5.3e-05,5.3e-05,5.9e-05,5.7e-05
228,6.1e-05,5.6e-05,5.5e-05,5.2e-05,5.9e-05,5.2e-05,5.6e-05,6.2e-05,5.9e-05,6e-05,5.2e-05,5.4e-05,5.5e-05,5.4e-05,5.6e-05,6.1e-05,6.9e-05,6.5e-05,5.8e-05,5.8e-05,5.5e-05,5.6e-05,5.8e-05,6e-05,5.6e-05,5.8e-05,5.3e-05,5.7e-05,6e-05,5.8e-05,5.7e-05,5.3e-05
229,5.4e-05,5.7e-05,5.8e-05,5.6e-05,5.1e-05,6.7e-05,5.9e-05,5.1e-05,5.8e-05,5.2e-05,5.4e-05,5.4e-05,5.3e-05,5e-05,6.1e-05,6.4e-05,5.6e-05,5.8e-05,6.1e-05,5.5e-05,6e-05,6.3e-05,5.7e-05,6e-05,6.5e-05,5.6e-05,5.9e-05,5.2e-05,6.5e-05,6.1e-05,5.1e-05,5.1e-05
230,5.9e-05,6e-05,6e-05,6e-05,5.9e-05,6.1e-05,6.2e-05,6.2e-05,5.8e-05,6.3e-05,6.4e-05,5.9e-05,5.8e-05,5.7e-05,5.8e-05,5.8e-05,4.8e-05,5.4e-05,5.6e-05,4.7e-05,5.1e-05,5e-05,5.4e-05,4.7e-05,6.1e-05,5.8e-05,6.2e-05,5.5e-05,6.4e-05,6.2e-05,5.5e-05,6e-05
231,7.5e-05,7.3e-05,6.6e-05,7.5e-05,7.6e-05,6.9e-05,7.3e-05,7.7e-05,8e-05,7.3e-05,7e-05,6.6e-05,7.6e-05,7.5e-05,7.4e-05,7e-05,6.8e-05,6.1e-05,6.1e-05,6.3e-05,6.7e-05,7.1e-05,6.2e-05,6.5e-05,8.2e-05,5.8e-05,7.8e-05,7e-05,6e-05,5.8e-05,7.8e-05,9.5e-05
232,5.2e-05,5.5e-05,5.7e-05,5.4e-05,5.6e-05,5.5e-05,5.8e-05,5.5e-05,5.5e-05,5.6e-05,4.9e-05,5.2e-05,5.1e-05,5.2e-05,5.3e-05,5.5e-05,6.5e-05,6.7e-05,6.5e-05,6.7e-05,7e-05,6.7e-05,6.6e-05,6.5e-05,5.1e-05,5.6e-05,5.5e-05,5.3e-05,5.2e-05,5.4e-05,5e-05,5.5e-05
233,5.7e-05,5.6e-05,5.3e-05,5.7e-05,5.2e-05,5.6e-05,5.8e-05,5.3e-05,5.6e-05,5.6e-05,5e-05,5.5e-05,4.9e-05,4.7e-05,5.5e-05,6.3e-05,5.3e-05,5.2e-05,5e-05,5.1e-05,5.2e-05,5.2e-05,5.5e-05,4.8e-05,5.5e-05,5.7e-05,5.4e-05,5.4e-05,5.7e-05,5.9e-05,5.7e-05,5.7e-05
234,5.3e-05,5.1e-05,5.2e-05,5.6e-05,5.7e-05,5.7e-05,5.3e-05,5.8e-05,5.5e-05,5.6e-05,5.5e-05,5.3e-05,5.6e-05,5.6e-05,5.3e-05,5.6e-05,6e-05,5.8e-05,5.8e-05,5.7e-05,4.8e-05,4.7e-05,5e-05,4.8e-05,6.4e-05,5.9e-05,5.5e-05,5e-05,6.3e-05,6e-05,5.1e-05,5.4e-05
235,6.3e-05,6e-05,6.7e-05,6.7e-05,5.9e-05,5.5e-05,5.8e-05,6.3e-05,6.5e-05,6.5e-05,7.8e-05,6.5e-05,6.9e-05,7e-05,6.5e-05,6.5e-05,4.5e-05,4.8e-05,5.9e-05,5.4e-05,5.4e-05,5.6e-05,5.7e-05,5.8e-05,6.2e-05,6.7e-05,6.1e-05,5.9e-05,6.4e-05,6e-05,6.2e-05,6.1e-05
236,7e-05,7.5e-05,7.5e-05,7.4e-05,7.6e-05,7.3e-05,7.1e-05,7.2e-05,7.2e-05,7.1e-05,6.3e-05,6.9e-05,6.9e-05,7.4e-05,7.3e-05,6.8e-05,5.7e-05,5.9e-05,5.8e-05,5.3e-05,6.1e-05,5.8e-05,6.5e-05,6.2e-05,7.5e-05,6.6e-05,7.3e-05,6.6e-05,8.9e-05,7.5e-05,7e-05,7.9e-05
