op_w_in_bytes,ceph01_ceph-osd.0.asok.txt,ceph01_ceph-osd.1.asok.txt,ceph01_ceph-osd.2.asok.txt,ceph01_ceph-osd.3.asok.txt,ceph01_ceph-osd.4.asok.txt,ceph01_ceph-osd.5.asok.txt,ceph01_ceph-osd.6.asok.txt,ceph01_ceph-osd.7.asok.txt,ceph02_ceph-osd.10.asok.txt,ceph02_ceph-osd.11.asok.txt,ceph02_ceph-osd.12.asok.txt,ceph02_ceph-osd.13.asok.txt,ceph02_ceph-osd.14.asok.txt,ceph02_ceph-osd.15.asok.txt,ceph02_ceph-osd.8.asok.txt,ceph02_ceph-osd.9.asok.txt,ceph03_ceph-osd.16.asok.txt,ceph03_ceph-osd.17.asok.txt,ceph03_ceph-osd.18.asok.txt,ceph03_ceph-osd.19.asok.txt,ceph03_ceph-osd.20.asok.txt,ceph03_ceph-osd.21.asok.txt,ceph03_ceph-osd.22.asok.txt,ceph03_ceph-osd.23.asok.txt,ceph04_ceph-osd.24.asok.txt,ceph04_ceph-osd.25.asok.txt,ceph04_ceph-osd.26.asok.txt,ceph04_ceph-osd.27.asok.txt,ceph04_ceph-osd.28.asok.txt,ceph04_ceph-osd.29.asok.txt,ceph04_ceph-osd.30.asok.txt,ceph04_ceph-osd.31.asok.txt
333,2767769600,3027689472,2928631808,2710126592,2758807552,3066535936,2864218112,2757181440,2802327552,3019599872,2838802432,2924920832,2789883904,2956050432,2818551808,2924322816,2885877760,2865618944,2904645632,2850881536,2757787648,2834870272,2899132416,2799960064,2983186432,2871709696,2976821248,3001823232,2801160192,2792574976,3213422592,2868056064
334,2777624576,3038220288,2937602048,2718298112,2767536128,3077484544,2874646528,2766897152,2811928576,3029168128,2847731712,2934194176,2798542848,2962313216,2826919936,2933661696,2899468288,2878717952,2914377728,2861510656,2770714624,2844168192,2909229056,2810605568,2994040832,2881941504,2987245568,3012182016,2809761792,2801582080,3224543232,2877992960
335,2787516416,3048706048,2947039232,2727247872,2776641536,3088048128,2883932160,2775846912,2820923392,3039760384,2856984576,2943565824,2807570432,2971451392,2837303296,2944872448,2906329088,2886279168,2924625920,2871341056,2777157632,2855059456,2919329792,2820030464,3003641856,2891132928,2997960704,3022077952,2819117056,2810114048,3235352576,2887127040
336,2796822528,3058151424,2957381632,2736295936,2785419264,3098320896,2893303808,2785312768,2830876672,3049480192,2866565120,2953666560,2816741376,2981867520,2844930048,2953216000,2915336192,2895335424,2933719040,2880331776,2785857536,2863816704,2928828416,2828783616,3013545984,2900676608,3007004672,3032113152,2827857920,2819817472,3245535232,2896920576
337,2801668096,3063705600,2962825216,2741395456,2790146048,3104034816,2898485248,2790268928,2835890176,3054845952,2872020992,2958958592,2822115328,2987704320,2850156544,2959147008,2925150208,2905763840,2942955520,2889756672,2796044288,2873737216,2938531840,2838597632,3019378688,2905690112,3012415488,3037634560,2833305600,2824773632,3251490816,2902188032
338,2806816768,3069480960,2968137728,2746413056,2795528192,3109916672,2903805952,2795618304,2841911296,3060998144,2877960192,2964824064,2827841536,2993885184,2857877504,2964717568,2930688000,2911186944,2948591616,2895024128,2800795648,2879000576,2944004096,2843811840,3025043456,2911404032,3018420224,3043622912,2838650880,2830196736,3257909248,2907955200
339,2815205376,3078782976,2977316864,2754572288,2804264960,3119607808,2912485376,2804535296,2849722368,3069648896,2886397952,2973446144,2836148224,3002572800,2864312320,2973335552,2936037376,2916564992,2954108928,2900258816,2806104064,2884435968,2949365760,2849325056,3034120192,2919809024,3027169280,3052605440,2847584256,2838786048,3267923968,2916331520
340,2819276800,3083194368,2981814272,2758643712,2808295424,3124244480,2916773888,2808778752,2854674432,3074961408,2891431936,2978439168,2841346048,3007516672,2868994048,2978394112,2945269760,2925809664,2963353600,2908999680,2815029248,2893447168,2958413824,2857848832,3039055872,2924675072,3032289280,3057651712,2852200448,2843238400,3273367552,2921050112
341,2824523776,3088994304,2987163648,2763489280,2813304832,3129708544,2922340352,2814013440,2859302912,3079974912,2896015360,2983260160,2845954048,3012329472,2873696256,2983026688,2949734400,2930384896,2967306240,2913198080,2819239936,2897534976,2963202048,2862252032,3044130816,2929369088,3037306880,3062849536,2857070592,2848083968,3278704640,2925953024
342,2830823424,3095625728,2994020352,2770120704,2819932160,3137593344,2929147904,2819702784,2866098176,3087200256,2902577152,2990084096,2852585472,3019501568,2880184320,2989830144,2954944512,2935746560,2972815360,2918641664,2824130560,2903019520,2968313856,2867548160,3051249664,2936377344,3044544512,3070124032,2863542272,2854739968,3286515712,2932781056
343,2836303872,3101827072,3000094720,2775887872,2825261056,3144347648,2935238656,2825662464,2872524800,3093889024,2908569600,2996670464,2858524672,3025588224,2886619136,2996940800,2961317888,2942648320,2979835904,2925801472,2830323712,2909847552,2974752768,2874007552,3057995776,2943111168,3051503616,3076825088,2869633024,2860744704,3292946432,2938855424
344,2841944064,3107180544,3005595648,2780893184,2830766080,3149533184,2940473344,2830864384,2877706240,3099553792,2914299904,3002068992,2863706112,3031351296,2891857920,3001847808,2967494656,2948481024,2985553920,2931466240,2836291584,2915155968,2981068800,2879930368,3063545856,2948366336,3056766976,3082330112,2875203584,2865983488,3299651584,2944499712
345,2849812480,3114057728,3013783552,2786775040,2838384640,3155800064,2946543616,2836918272,2884542464,3107094528,2922000384,3009118208,2871676928,3038617600,2899382272,3009323008,2973171712,2954313728,2991321088,2937012224,2841858048,2920845312,2986213376,2885554176,3071086592,2955907072,3064254464,3090583552,2881818624,2873044992,3308969984,2951917568
346,2854514688,3122331648,3020210176,2793578496,2842804224,3163602944,2954305536,2843942912,2893889536,3115843584,2928353280,3017678848,2878550016,3046309888,2906464256,3017408512,2981273600,2961526784,2997477376,2943078400,2848038912,2926903296,2992553984,2891534336,3079172096,2963341312,3072856064,3098275840,2889433088,2879938560,3317223424,2958630912
347,2860593152,3127394304,3025645568,2798948352,2849456128,3170398208,2959851520,2850021376,2896637952,3120848896,2933817344,3022061568,2883346432,3051352064,2911105024,3021582336,2987474944,2967891968,3004465152,2949500928,2854506496,2933932032,2999705600,2897485824,3083304960,2967932928,3077079040,3102539776,2894422016,2884845568,3321905152,2963890176
348,2866237440,3133267968,3031228416,2804207616,2854858752,3176583168,2965676032,2855444480,2903920640,3129319424,2941849600,3029286912,2890637312,3060031488,2919485440,3030040576,2992689152,2973466624,3010969600,2956152832,2860871680,2939953152,3006201856,2904117248,3092180992,2975293440,3086065664,3111374848,2901159936,2892783616,3330060288,2971582464
349,2875928576,3144171520,3041665024,2813988864,2864889856,3186761728,2976002048,2865029120,2912182272,3137064960,2949902336,3037990912,2898882560,3067375616,2926891008,3038019584,2998423552,2979094528,3016794112,2961657856,2866380800,2945642496,3011776512,2909655040,3100200960,2984329216,3094134784,3119595520,2910060544,2900684800,3339444224,2979971072
350,2883395584,3152015360,3050340352,2820743168,2871734272,3194589184,2983194624,2872799232,2920964096,3147235328,2958176256,3046723584,2907471872,3075678208,2936258560,3047317504,3009130496,2989572096,3026776064,2971582464,2875969536,2955673600,3021377536,2919702528,3110379520,2993102848,3103604736,3127660544,2918305792,2909626368,3350466560,2989518848
351,2888921088,3158974464,3056340992,2827374592,2878033920,3202019328,2989928448,2878918656,2925502464,3152142336,2963427328,3052244992,2912501760,3081662464,2940542976,3051814912,3016515584,2996404224,3033743360,2978623488,2882490368,2962825216,3028787200,2926104576,3114770432,2998075392,3108556800,3133214720,2923610112,2913615872,3354898432,2993737728
352,2897506304,3168669696,3065298944,2835161088,2886660096,3212378112,2999476224,2887643136,2934472704,3162189824,2972856320,3063648256,2921979904,3092557824,2951356416,3062050816,3022753792,3003338752,3040567296,2984882176,2888605696,2969030656,3035541504,2931802112,3124686848,3008372736,3118977024,3143327744,2932936704,2923307008,3365470208,3003568128
353,2903916544,3175542784,3072237568,2841452544,2893262848,3218337792,3005345792,2893778944,2941304832,3169030144,2979188736,3069026304,2928001024,3097960448,2956623872,3068473344,3032752128,3012562944,3050102784,2994171904,2897563648,2978410496,3044761600,2941104128,3131498496,3014410240,3125526528,3150635008,2939334656,2929410048,3373006848,3010211840
354,2910441472,3182022656,3078529024,2847653888,2899234816,3225628672,3011436544,2899750912,2948829184,3176583168,2987171840,3076321280,2934636544,3105214464,2964336640,3075186688,3039199232,3019182080,3056771072,3001139200,2903957504,2984996864,3052183552,2947538944,3139358720,3022123008,3133202432,3158888448,2947158016,2936713216,3381862400,3017228288
355,2918076416,3190681600,3086450688,2854248448,2906730496,3234099200,3019599872,2907213824,2957307904,3185553408,2994372608,3085299712,2943062016,3113549824,2972323840,3084247040,3045838848,3026087936,3063615488,3006853120,2909863936,2990882816,3058237440,2953322496,3148451840,3031367680,3141697536,3167068160,2955485184,2944069632,3391451136,3025965056
356,2926108672,3198550016,3093893120,2862362624,2913738752,3241578496,3027124224,2914246656,2962489344,3192799232,3001192448,3091505152,2949124096,3120893952,2978873344,3090329600,3053948928,3033153536,3071569920,3015663616,2917871616,2999123968,3066499072,2961563648,3154755584,3036565504,3147911168,3173523456,2961076224,2950295552,3397701632,3031703552
357,2932736000,3205742592,3100946432,2868502528,2920738816,3249455104,3034628096,2921013248,2970599424,3201454080,3008270336,3099475968,2957635584,3128811520,2986463232,3098595328,3061428224,3041767424,3078922240,3022782464,2925228032,3006681088,3073667072,2968559616,3164020736,3044634624,3156254720,3182100480,2969628672,2958639104,3406503936,3039592448
358,2940104704,3214807040,3109273600,2875981824,2928771072,3257847808,3042545664,2928947200,2976542720,3208499200,3015553024,3106480128,2964140032,3136679936,2993090560,3105058816,3068952576,3047768064,3086204928,3029942272,2932240384,3014000640,3080511488,2975358976,3170676736,3051462656,3163197440,3189141504,2975375360,2965237760,3414634496,3046678528
359,2944765952,3219738624,3114164224,2880397312,2933133312,3262832640,3047157760,2933485568,2983100416,3215171584,3022282752,3112804352,2970402816,3143516160,3000156160,3111981056,3077079040,3056070656,3094470656,3038027776,2940702720,3021778944,3088928768,2983739392,3178381312,3059314688,3170152448,3196043264,2981842944,2972831744,3422150656,3053600768
360,2955239424,3230928896,3124924416,2890383360,2942971904,3273822208,3057209344,2943655936,2992582656,3225079808,3031326720,3122552832,2979430400,3153178624,3009138688,3121721344,3081715712,3060834304,3099062272,3042656256,2945314816,3026628608,3093835776,2988441600,3187609600,3067146240,3180396544,3206336512,2991288320,2981310464,3432570880,3062697984
361,2960347136,3236343808,3130388480,2895712256,2948313088,3279593472,3062517760,2948632576,2998722560,3231186944,3037388800,3128438784,2985357312,3159293952,3014561792,3127689216,3092398080,3071467520,3109928960,3052974080,2955735040,3037057024,3104595968,2998685696,3193155584,3072557056,3185995776,3212079104,2996363264,2986975232,3439218688,3068338176
362,2967461888,3243831296,3137384448,2901848064,2954981376,3286933504,3069251584,2955579392,3005628416,3238535168,3043659776,3135197184,2991558656,3165790208,3021123584,3134906368,3097575424,3077029888,3115098112,3058409472,2960818176,3041828864,3109879808,3003965440,3200434176,3079639040,3193053184,3219136512,3003236352,2992934912,3446214656,3075186688
363,2974801920,3251576832,3145424896,2909597696,2962132992,3294593024,3076935680,2963025920,3014451200,3249885184,3052773376,3144896512,3001794560,3175915520,3030970368,3144519680,3104370688,3083710464,3122233344,3065229312,2967126016,3048742912,3117268992,3010600960,3211104256,3088838656,3203821568,3230179328,3013132288,3002830848,3457896448,3085205504
364,2981294080,3259015168,3152351232,2916093952,2968850432,3302203392,3083612160,2969874432,3019386880,3254259712,3057754112,3150262272,3006259200,3180404736,3036274688,3149279232,3112099840,3091640320,3129995264,3072860160,2974597120,3056283648,3124686848,3017932800,3216592896,3094716416,3208044544,3234615296,3017748480,3007328256,3462549504,3089883136
365,2988834816,3267280896,3160514560,2923491328,2976198656,3310624768,3091279872,2977513472,3027963904,3264344064,3067265024,3159363584,3014156288,3189833728,3045281792,3158941696,3119448064,3098013696,3137257472,3079655424,2981187584,3062951936,3132055552,3024805888,3226271744,3103346688,3217289216,3243900928,3026894848,3016667136,3472498688,3098451968
366,2999824384,3278401536,3171352576,2933575680,2986151936,3322458112,3101360128,2988216320,3038072832,3274006528,3077263360,3169931264,3024351232,3200262144,3054915584,3169247232,3127508992,3105718272,3145281536,3087314944,2988183552,3070287872,3139796992,3032698880,3236212736,3112992768,3228037120,3253809152,3036340224,3026206720,3483721728,3108503552
367,3007725568,3287576576,3180068864,2941427712,2994630656,3331723264,3110051840,2995875840,3046764544,3282735104,3085697024,3178037248,3032129536,3208577024,3062800384,3178299392,3137802240,3116720128,3156402176,3098419200,2998886400,3080974336,3150209024,3043463168,3244601344,3120943104,3236573184,3263328256,3043926016,3034787840,3492724736,3116318720
368,3016126464,3295449088,3187675136,2949533696,3002355712,3340447744,3118686208,3003543552,3054125056,3291381760,3093458944,3186237440,3039891456,3216818176,3070595072,3185979392,3146756096,3124920320,3165147136,3106422784,3006984192,3089641472,3159232512,3052146688,3253358592,3128954880,3244990464,3271086080,3051855872,3041341440,3501793280,3125026816
369,3021955072,3302412288,3194703872,2955788288,3009159168,3347255296,3125071872,3009744896,3060920320,3298480128,3100016640,3193135104,3046735872,3223826432,3077259264,3193454592,3155054592,3133374464,3173785600,3114954752,3014873088,3097444352,3167657984,3059847168,3260493824,3135594496,3252174848,3277959168,3058102272,3048214528,3509673984,3132022784
370,3029065728,3310260224,3202396160,2962714624,3016499200,3355213824,3132297216,3016941568,3070173184,3308171264,3110690816,3202961408,3056041984,3234013184,3087196160,3203383296,3161477120,3140186112,3180445696,3121610752,3021197312,3104104448,3174584320,3066314752,3270807552,3144810496,3262251008,3288027136,3067654144,3057987584,3522019328,3140681728
371,3037421568,3319123968,3210649600,2970935296,3024572416,3364368384,3141369856,3025481728,3078258688,3317092352,3117547520,3211116544,3064254464,3242905600,3094376448,3211472896,3168727040,3147583488,3188146176,3128938496,3028713472,3111649280,3181879296,3073667072,3279507456,3154046976,3270680576,3297427456,3075612672,3065626624,3528826880,3149348864
372,3047362560,3330195456,3221999616,2980597760,3034116096,3375116288,3150839808,3035070464,3085819904,3325591552,3125444608,3219529728,3072794624,3251167232,3102773248,3220828160,3177545728,3156365312,3196907520,3137585152,3036942336,3120537600,3190738944,3081900032,3288866816,3162492928,3279593472,3305570304,3083640832,3073802240,3538608128,3158556672
373,3054960640,3338670080,3230515200,2988412928,3042004992,3384389632,3159273472,3043053568,3094544384,3335921664,3134468096,3229171712,3081994240,3262033920,3112017920,3230531584,3188670464,3166863360,3207274496,3148374016,3046621184,3131289600,3201142784,3093020672,3298693120,3172331520,3290361856,3316674560,3093401600,3082690560,3549757440,3167178752
374,3065720832,3349143552,3240402944,2997788672,3051413504,3395604480,3169460224,3052437504,3103637504,3344633856,3142713344,3238350848,3089629184,3269914624,3120492544,3238277120,3196350464,3175403520,3215618048,3156008960,3054292992,3138252800,3209211904,3099951104,3309932544,3181244416,3299639296,3325652992,3102093312,3092086784,3559485440,3177091072
375,3071213568,3356065792,3246923776,3004399616,3057971200,3402043392,3176345600,3059376128,3111161856,3352449024,3149959168,3245469696,3097051136,3277447168,3127808000,3245965312,3206983680,3185790976,3226861568,3165962240,3063783424,3149041664,3219816448,3109371904,3315314688,3187326976,3306213376,3331915776,3108278272,3098378240,3567484928,3183562752
376,3082313728,3365253120,3255996416,3013275648,3067445248,3411316736,3186081792,3068219392,3122089984,3364921344,3161604096,3257761792,3109130240,3289448448,3139956736,3257577472,3212754944,3191783424,3232366592,3172704256,3070218240,3154563072,3225980928,3115859968,3328581632,3200208896,3318394880,3344404480,3120197632,3110121472,3580887040,3194474496
377,3089367040,3375149056,3265433600,3021369344,3075944448,3421745152,3194441728,3076894720,3129470976,3372892160,3170209792,3267141632,3116310528,3297492992,3147640832,3265892352,3222945792,3201220608,3242045440,3182125056,3081834496,3163394048,3234975744,3125481472,3337551872,3208581120,3327832064,3352793088,3128918016,3118374912,3590242304,3204644864
378,3097702400,3384016896,3274674176,3029254144,3084877824,3430866944,3202977792,3085275136,3135639552,3379421184,3175784448,3271979008,3122634752,3304239104,3153543168,3272089600,3231690752,3210063872,3250692096,3190616064,3087847424,3172806656,3244453888,3133235200,3343695872,3214852096,3333840896,3359322112,3134230528,3125465088,3597701120,3210670080
379,3106430976,3394138112,3283828736,3037134848,3093434368,3439083520,3212050432,3093282816,3145146368,3389587456,3186540544,3282821120,3132739584,3314282496,3163586560,3281969152,3240124416,3218599936,3259813888,3199176704,3096244224,3181289472,3252895744,3141697536,3353796608,3223805952,3344318464,3370029056,3143983104,3135078400,3608379392,3220008960
380,3115298816,3402936320,3292733440,3045945344,3101356032,3449118720,3220508672,3102113792,3152621568,3397808128,3193344000,3289669632,3139366912,3321417728,3170189312,3289763840,3249143808,3227164672,3268575232,3207221248,3105607680,3189964800,3262451712,3150520320,3360489472,3230507008,3350761472,3377139712,3150639104,3141369856,3615969280,3227025408
381,3123015680,3411914752,3300777984,3053367296,3109662720,3457519616,3228770304,3109617664,3162419200,3408842752,3203690496,3299540992,3148816384,3332165632,3180048384,3299487744,3257892864,3235926016,3277520896,3216543744,3113779200,3198255104,3270737920,3158638592,3370774528,3240296448,3360641024,3387383808,3160543232,3150901248,3626262528,3236851712
382,3132530688,3422261248,3310751744,3061764096,3119472640,3468980224,3238793216,3119628288,3171176448,3417804800,3212275712,3308863488,3157536768,3341713408,3189026816,3308625920,3266240512,3243732992,3285692416,3224227840,3121516544,3206529024,3278680064,3166683136,3380994048,3249496064,3370598400,3396800512,3169816576,3159760896,3637313536,3246891008
383,3140947968,3431231488,3319496704,3070930944,3127496704,3477647360,3247763456,3128397824,3180195840,3426988032,3221032960,3317395456,3166838784,3351203840,3198300160,3318669312,3276513280,3253473280,3296038912,3234279424,3130986496,3217096704,3288281088,3176693760,3390181376,3258634240,3379990528,3406270464,3178037248,3168559104,3646849024,3255013376
384,3147280384,3438510080,3326468096,3077623808,3134103552,3485188096,3254906880,3135066112,3187847168,3435937792,3229405184,3325726720,3173986304,3358724096,3205685248,3325620224,3285188608,3262754816,3304472576,3243175936,3139289088,3225903104,3297161216,3185426432,3400802304,3268542464,3389853696,3415052288,3185913856,3177611264,3656454144,3264307200
385,3158065152,3449405440,3336663040,3087675392,3144036352,3496345600,3265314816,3145342976,3197636608,3446243328,3239043072,3336478720,3183640576,3369230336,3216859136,3335987200,3292332032,3269382144,3311587328,3249795072,3146031104,3232493568,3304497152,3192102912,3408969728,3276705792,3399380992,3425333248,3196022784,3186040832,3666669568,3273293824
386,3165364224,3457421312,3344535552,3095035904,3151187968,3504828416,3273297920,3152883712,3203338240,3452276736,3244544000,3342098432,3189653504,3375824896,3221942272,3342303232,3303301120,3279794176,3322204160,3260129280,3156537344,3242180608,3314724864,3202076672,3414159360,3281686528,3404382208,3431038976,3201011712,3190956032,3672952832,3278528512
387,3173646336,3467358208,3353165824,3103178752,3160494080,3514957824,3283038208,3161997312,3213488128,3463049216,3254804480,3352084480,3199389696,3386593280,3232628736,3352870912,3311075328,3287834624,3330056192,3268247552,3163815936,3250544640,3323117568,3210330112,3424960512,3293102080,3415400448,3442098176,3211104256,3201458176,3684610048,3288977408
388,3182178304,3476406272,3362873344,3111964672,3168522240,3523760128,3291127808,3169570816,3223801856,3474468864,3264684032,3363135488,3209814016,3397730304,3242774528,3362959360,3320553472,3296657408,3339169792,3277352960,3171901440,3259875328,3332100096,3218460672,3436294144,3303309312,3426013184,3452706816,3221041152,3211182080,3696021504,3299598336
389,3188916224,3483570176,3369693184,3118624768,3175444480,3531210752,3298140160,3176398848,3227979776,3478876160,3269517312,3367714816,3214057472,3402252288,3247353856,3368013824,3329056768,3306258432,3347795968,3286155264,3180843008,3267940352,3340754944,3227717632,3441213440,3308027904,3430809600,3458424832,3225649152,3216490496,3701448704,3304235008
390,3195752448,3491581952,3377647616,3125846016,3182309376,3539390464,3305807872,3183804416,3236397056,3488210944,3278303232,3376656384,3222347776,3411193856,3256549376,3376312320,3336306688,3313192960,3355148288,3292909568,3187908608,3275206656,3347656704,3234836480,3449917440,3317035008,3439861760,3467145216,3234340864,3224571904,3711049728,3312844800
391,3204767744,3501121536,3386724352,3133792256,3191296000,3548561408,3314798592,3192745984,3245453312,3497562112,3286917120,3385610240,3230715904,3420172288,3264233472,3385536512,3343708160,3320725504,3362930688,3300347904,3195494400,3282911232,3355746304,3242151936,3459928064,3326566400,3449466880,3476283392,3242582016,3233746944,3722309632,3322388480
392,3213574144,3510173696,3395219456,3142283264,3199778816,3558469632,3323215872,3201343488,3253256192,3506126848,3295092736,3393851392,3239120896,3429249024,3272552448,3393392640,3353288704,3329306624,3371802624,3309817856,3203981312,3291537408,3364478976,3250774016,3467595776,3333357568,3456929792,3484565504,3250221056,3241000960,3730362368,3329638400
393,3221118976,3519111168,3402932224,3149959168,3208024064,3566682112,3330953216,3210113024,3261087744,3514753024,3303059456,3402141696,3247562752,3437301760,3281235968,3401715712,3362009088,3338117120,3380781056,3318333440,3212468224,3300208640,3373789184,3259924480,3478548480,3343683584,3467534336,3495649280,3260399616,3250655232,3741704192,3339845632
394,3229433856,3528118272,3412230144,3158618112,3215986688,3575898112,3340161024,3217883136,3268001792,3522338816,3311398912,3410006016,3255111680,3445428224,3287609344,3409453056,3370422272,3346546688,3389538304,3325759488,3220324352,3308331008,3381800960,3267915776,3484274688,3349467136,3473342464,3501355008,3266359296,3257577472,3748921344,3345432576
395,3237535744,3537035264,3420241920,3165708288,3223703552,3584512000,3347468288,3224948736,3275743232,3531337728,3319652352,3418324992,3262750720,3453444096,3296526336,3418329088,3379138560,3354890240,3398213632,3334934528,3228966912,3316678656,3390676992,3276107776,3495411712,3360538624,3484188672,3511795712,3276574720,3267702784,3760795648,3355611136
396,3245391872,3545436160,3428737024,3173744640,3231076352,3593564160,3356413952,3233402880,3284758528,3540201472,3328000000,3427528704,3271196672,3463061504,3305406464,3426414592,3386912768,3363389440,3406376960,3342544896,3236749312,3324440576,3398258688,3283746816,3502493696,3367088128,3491753984,3519950848,3283185664,3274444800,3768598528,3363172352
397,3254575104,3555549184,3438456832,3182936064,3240583168,3602178048,3365253120,3241762816,3294707712,3550728192,3337633792,3437838336,3279912960,3472396288,3315105792,3436433408,3395829760,3371622400,3414327296,3350843392,3244544000,3333025792,3406823424,3292237824,3513499648,3377467392,3502432256,3531218944,3292315648,3283619840,3780370432,3373613056
398,3263660032,3565109248,3447947264,3191320576,3249115136,3612995584,3374702592,3251699712,3302084608,3559763968,3346165760,3447259136,3289333760,3481223168,3322912768,3444756480,3405410304,3380150272,3424256000,3359739904,3252641792,3342565376,3416174592,3299676160,3523391488,3387584512,3513483264,3541762048,3302375424,3295039488,3790782464,3383078912
399,3273699328,3576012800,3457818624,3200192512,3258310656,3623669760,3384283136,3261038592,3311435776,3569987584,3356147712,3456389120,3298205696,3491209216,3332661248,3454865408,3414368256,3389886464,3433660416,3369234432,3262918656,3352567808,3425984512,3309969408,3531550720,3394920448,3520356352,3549188096,3310149632,3301576704,3799834624,3391225856
400,3279826944,3582550016,3465015296,3206926336,3265101824,3630600192,3391090688,3267907584,3318501376,3576922112,3363254272,3463024640,3304890368,3498053632,3339776000,3461480448,3424944128,3400806400,3443548160,3379118080,3272540160,3362750464,3435626496,3319820288,3542609920,3404091392,3530932224,3559481344,3318657024,3310604288,3811381248,3401113600
401,3289346048,3592343552,3475267584,3216093184,3274006528,3640983552,3400323072,3276767232,3326758912,3585990656,3371319296,3471867904,3313049600,3507224576,3347759104,3470315520,3431673856,3407069184,3449970688,3385843712,3279060992,3368628224,3443499008,3325833216,3547996160,3410583552,3536760832,3565502464,3325530112,3316830208,3817349120,3406647296
402,3297001472,3600945152,3482685440,3222867968,3281113088,3648790528,3408420864,3284652032,3334287360,3594186752,3379109888,3480399872,3320967168,3515379712,3356200960,3478355968,3441053696,3416711168,3459801088,3395035136,3287629824,3378245632,3453222912,3334717440,3557376000,3421229056,3546595328,3575222272,3334610944,3327303680,3827273728,3417821184
403,3307982848,3612958720,3492564992,3231911936,3289419776,3661725696,3417632768,3295391744,3347148800,3605778432,3390197760,3492184064,3332456448,3527974912,3367661568,3490103296,3448586240,3425136640,3467325440,3402764288,3294736384,3385638912,3460444160,3342802944,3566743552,3428851712,3555778560,3584344064,3343044608,3334987776,3838046208,3425660928
404,3314184192,3619368960,3500724224,3239940096,3298082816,3668742144,3426639872,3302387712,3352182784,3615035392,3397525504,3498762240,3339415552,3534786560,3374505984,3496919040,3459129344,3435909120,3476975616,3413594112,3304263680,3395395584,3471106048,3353186304,3577577472,3439042560,3565854720,3594485760,3352993792,3344998400,3848921088,3435495424
405,3324198912,3629465600,3510816768,3249377280,3307323392,3678908416,3436109824,3311136768,3363098624,3624300544,3407761408,3508908032,3348926464,3545780224,3384225792,3506814976,3466960896,3443351552,3485642752,3420930048,3312128000,3403374592,3479076864,3360428032,3589570560,3450331136,3577380864,3605475328,3363323904,3355299840,3860340736,3445026816
406,3333910528,3640487936,3522215936,3258970112,3317035008,3690295296,3446378496,3321716736,3371601920,3635146752,3417468928,3518885888,3358208000,3555328000,3393548288,3516784640,3478106112,3454779392,3495825408,3430801408,3321208832,3412668416,3490086912,3371040768,3596775424,3457118208,3585380352,3614683136,3371388928,3362639872,3869487104,3454074880
407,3340660736,3647799296,3528876032,3265671168,3324170240,3697696768,3453370368,3327680512,3379109888,3642974208,3424624640,3527143424,3365228544,3562577920,3400658944,3524665344,3487121408,3463688192,3507138560,3441483776,3331682304,3422957568,3499778048,3380019200,3604131840,3464331264,3593068544,3622391808,3378339840,3369779200,3878019072,3461464064
408,3349950464,3658629120,3538493440,3274383360,3334033408,3707629568,3463446528,3336744960,3388465152,3653197824,3434143744,3536101376,3375063040,3572465664,3410489344,3534643200,3493908480,3470905344,3513659392,3448168448,3338153984,3430055936,3507105792,3386654720,3614007296,3474157568,3603271680,3632844800,3387654144,3379343360,3888566272,3470278656
409,3359821824,3667103744,3547639808,3283025920,3343233024,3717603328,3472027648,3345289216,3398877184,3664252928,3446972416,3546427392,3384934400,3586232320,3420360704,3544522752,3503476736,3480039424,3524333568,3458060288,3347542016,3438501888,3516280832,3395330048,3625152512,3484770304,3614064640,3644833792,3398553600,3389935616,3901898752,3480756224
410,3367780352,3677683712,3557781504,3292254208,3351347200,3727695872,3481743360,3354071040,3406131200,3673763840,3452755968,3554652160,3392307200,3591974912,3428372480,3552935936,3513073664,3489308672,3532763136,3466792960,3355901952,3448680448,3525672960,3404656640,3634012160,3493646336,3623497728,3653079040,3405934592,3396997120,3910598656,3489525760
411,3374960640,3685216256,3565182976,3299188736,3358326784,3735613440,3489161216,3361042432,3418411008,3684773888,3462062080,3564027904,3404369920,3600789504,3438370816,3562885120,3522711552,3499458560,3542380544,3475791872,3364958208,3457572864,3535286272,3413270528,3642982400,3502718976,3632439296,3663769600,3416694784,3406938112,3920441344,3499450368
412,3383545856,3694870528,3574362112,3307589632,3367260160,3745542144,3497844736,3369955328,3423543296,3691958272,3469971456,3572916224,3409379328,3609923584,3445063680,3570634752,3530326016,3506745344,3549577216,3482771456,3371859968,3465076736,3542982656,3420495872,3649826816,3508707328,3639304192,3669553152,3422121984,3412967424,3928023040,3506024448
413,3392016384,3704078336,3583848448,3316195328,3375316992,3754045440,3505537024,3377750016,3432157184,3700781056,3479007232,3581624320,3417890816,3618967552,3453812736,3580006400,3539501056,3515953152,3558408192,3491823616,3380867072,3474165760,3552186368,3429367808,3659436032,3517599744,3648577536,3678834688,3430862848,3421409280,3938136064,3514605568
414,3402731520,3715330048,3594604544,3324928000,3386871808,3765362688,3516067840,3388538880,3441364992,3711541248,3488145408,3591503872,3427880960,3629260800,3463495680,3589459968,3548000256,3525189632,3566813184,3500146688,3388604416,3482300416,3560501248,3437875200,3669553152,3526983680,3658436608,3688669184,3440148480,3430285312,3948670976,3524771840
