journal_latency,ceph01_ceph-osd.0.asok.txt,ceph01_ceph-osd.1.asok.txt,ceph01_ceph-osd.2.asok.txt,ceph01_ceph-osd.3.asok.txt,ceph01_ceph-osd.4.asok.txt,ceph01_ceph-osd.5.asok.txt,ceph01_ceph-osd.6.asok.txt,ceph01_ceph-osd.7.asok.txt,ceph02_ceph-osd.10.asok.txt,ceph02_ceph-osd.11.asok.txt,ceph02_ceph-osd.12.asok.txt,ceph02_ceph-osd.13.asok.txt,ceph02_ceph-osd.14.asok.txt,ceph02_ceph-osd.15.asok.txt,ceph02_ceph-osd.8.asok.txt,ceph02_ceph-osd.9.asok.txt,ceph03_ceph-osd.16.asok.txt,ceph03_ceph-osd.17.asok.txt,ceph03_ceph-osd.18.asok.txt,ceph03_ceph-osd.19.asok.txt,ceph03_ceph-osd.20.asok.txt,ceph03_ceph-osd.21.asok.txt,ceph03_ceph-osd.22.asok.txt,ceph03_ceph-osd.23.asok.txt,ceph04_ceph-osd.24.asok.txt,ceph04_ceph-osd.25.asok.txt,ceph04_ceph-osd.26.asok.txt,ceph04_ceph-osd.27.asok.txt,ceph04_ceph-osd.28.asok.txt,ceph04_ceph-osd.29.asok.txt,ceph04_ceph-osd.30.asok.txt,ceph04_ceph-osd.31.asok.txt
82,0.005682,0.00586,0.000656,0.000637,0.000517,0.000598,0.000516,0.000663,0.001673,0.002088,0.000837,0.000755,0.003447,0.003648,0.000659,0.000543,0.000916,0.001269,0.004002,0.003784,0.00663,0.00652,0.008133,0.007556,0.000508,0.000498,0.000667,0.000928,0.004334,0.004421,0.00061,0.000701
83,0.001617,0.001643,0.001083,0.000791,0.000698,0.000856,0.000729,0.000891,0.000788,0.000871,0.001162,0.000904,0.000976,0.001002,0.00099,0.000757,0.001072,0.000984,0.001416,0.001371,0.005269,0.005653,0.003419,0.004083,0.000711,0.000908,0.000627,0.000977,0.000804,0.000801,0.001025,0.001043
84,0.00072,0.000734,0.000758,0.000967,0.000745,0.001107,0.000865,0.000855,0.000802,0.00078,0.000773,0.000802,0.001965,0.002113,0.000939,0.000746,0.000768,0.000553,0.000749,0.000639,0.001994,0.001918,0.000771,0.000854,0.000854,0.000733,0.007595,0.007286,0.000905,0.000849,0.004765,0.004394
85,0.001167,0.000764,0.000587,0.000596,0.00065,0.000612,0.000666,0.000625,0.000682,0.000616,0.000691,0.000896,0.000595,0.000661,0.007386,0.006553,0.000824,0.000833,0.000739,0.000579,0.002078,0.002236,0.001924,0.001774,0.003599,0.003929,0.004456,0.005252,0.000812,0.000809,0.007559,0.00752
86,0.000898,0.00095,0.005909,0.005302,0.008097,0.008328,0.007545,0.007021,0.004114,0.004075,0.002956,0.002939,0.000397,0.000433,0.004524,0.004357,0.004478,0.004757,0.006794,0.006151,0.000727,0.000753,0.001904,0.001848,0.004745,0.004855,0.00047,0.000449,0.000386,0.000392,0.0015,0.001385
87,0.003205,0.00344,0.002095,0.002398,0.00263,0.002582,0.008201,0.010278,0.005347,0.004637,0.004769,0.004294,0.003139,0.003041,0.000753,0.000628,0.005735,0.004322,0.001657,0.002996,0.001244,0.00136,0.000766,0.00072,0.000489,0.000719,0.002183,0.002358,0.002445,0.002865,0.000731,0.000544
88,0.002322,0.002388,0.000714,0.000757,0.000667,0.000528,0.000557,0.000549,0.000758,0.000608,0.000933,0.000711,0.004657,0.005495,0.001485,0.001786,0.002316,0.002327,0.005377,0.006398,0.00057,0.000635,0.005566,0.004671,0.002176,0.001604,0.000742,0.000807,0.008904,0.010124,0.000751,0.000773
89,0.000668,0.00064,0.000804,0.000747,0.002553,0.002507,0.000777,0.000759,0.000888,0.000829,0.001005,0.001588,0.000969,0.000902,0.000812,0.000662,0.001259,0.001088,0.001502,0.001011,0.006843,0.006833,0.003952,0.003874,0.000593,0.0007,0.000883,0.00083,0.000988,0.000816,0.001049,0.000769
90,0.000844,0.000695,0.002065,0.001973,0.000854,0.00075,0.000885,0.000865,0.000635,0.000698,0.002087,0.001515,0.000774,0.001036,0.000708,0.000664,0.000912,0.000705,0.000913,0.00085,0.003177,0.003528,0.000932,0.001097,0.001662,0.001453,0.005693,0.005541,0.000756,0.0008,0.005741,0.005854
91,0.000531,0.00067,0.000684,0.000523,0.000545,0.000477,0.000651,0.000677,0.000612,0.000661,0.000732,0.000977,0.000546,0.000701,0.006428,0.005987,0.001056,0.000711,0.000563,0.000647,0.000772,0.000624,0.000596,0.000581,0.012874,0.012424,0.003501,0.003705,0.000833,0.000905,0.00506,0.004493
92,0.002254,0.002261,0.004316,0.004417,0.005618,0.005249,0.005706,0.005972,0.011985,0.011096,0.006527,0.00555,0.000528,0.000592,0.003265,0.003291,0.005009,0.004448,0.000488,0.00051,0.00055,0.000568,0.000514,0.000449,0.000605,0.000481,0.000596,0.000522,0.000488,0.000511,0.002131,0.001984
93,0.002269,0.00263,0.002505,0.00184,0.002544,0.002796,0.001623,0.001817,0.001922,0.002707,0.00066,0.000648,0.004605,0.005352,0.00085,0.000756,0.004385,0.003918,0.005952,0.005376,0.000516,0.000583,0.000754,0.000618,0.000556,0.000737,0.001127,0.000682,0.004347,0.003942,0.000748,0.00056
