op_queue_bytes,ceph01_ceph-osd.0.asok.txt,ceph01_ceph-osd.1.asok.txt,ceph01_ceph-osd.2.asok.txt,ceph01_ceph-osd.3.asok.txt,ceph01_ceph-osd.4.asok.txt,ceph01_ceph-osd.5.asok.txt,ceph01_ceph-osd.6.asok.txt,ceph01_ceph-osd.7.asok.txt,ceph02_ceph-osd.10.asok.txt,ceph02_ceph-osd.11.asok.txt,ceph02_ceph-osd.12.asok.txt,ceph02_ceph-osd.13.asok.txt,ceph02_ceph-osd.14.asok.txt,ceph02_ceph-osd.15.asok.txt,ceph02_ceph-osd.8.asok.txt,ceph02_ceph-osd.9.asok.txt,ceph03_ceph-osd.16.asok.txt,ceph03_ceph-osd.17.asok.txt,ceph03_ceph-osd.18.asok.txt,ceph03_ceph-osd.19.asok.txt,ceph03_ceph-osd.20.asok.txt,ceph03_ceph-osd.21.asok.txt,ceph03_ceph-osd.22.asok.txt,ceph03_ceph-osd.23.asok.txt,ceph04_ceph-osd.24.asok.txt,ceph04_ceph-osd.25.asok.txt,ceph04_ceph-osd.26.asok.txt,ceph04_ceph-osd.27.asok.txt,ceph04_ceph-osd.28.asok.txt,ceph04_ceph-osd.29.asok.txt,ceph04_ceph-osd.30.asok.txt,ceph04_ceph-osd.31.asok.txt
107,22589463,28034241,23095947,20335852,21733158,23565119,22258759,24628191,21894214,24082838,19690440,17938028,28592743,34576113,27817299,22443079,9782059,7857233,20157914,24730222,11410232,10989474,23849649,21652584,21372452,20349882,22811772,21723142,25943406,29674291,22186965,22473589
108,11018368,17130679,18457730,11190741,10823203,18297591,16356967,22994820,21462051,17764249,14163787,13687335,25002146,33508980,24562026,12879269,19124762,15873783,32115296,34098027,34180200,33128637,37129953,35079265,25783290,32830397,16482735,19520611,23559425,24575624,24574931,18463739
109,10079062,11538275,8445872,362690,90725,8545820,3907796,14005928,11425207,6137232,2796969,114783,13525457,20717350,22530304,13390904,5862263,211295,19105890,19608798,25238164,26277097,19633725,24230114,10512812,20949068,17008458,25963334,8176042,11971418,32377391,26599622
110,1756881,9841230,2586275,2059321,555994,2190164,1472992,6464232,15618403,12590544,8412591,10794303,2620186,10805848,25465146,4137333,910966,807757,7552868,5840830,11089883,15773940,6995118,13152301,3262174,15051920,8968206,15145597,2319181,5875167,22561369,17559225
111,8659337,9677788,12731065,10783330,19410617,18584869,12887897,9345369,9966140,8831891,8543440,6974111,5886852,7075080,13529780,10406861,3990424,2684963,120990,42329,72524,1240655,0,0,7232822,8215186,7852321,10102169,7862629,5810396,10306108,9481019
112,9022832,9116369,8192464,9541444,8291846,11032853,10152992,7531295,12769135,9981786,7135429,10813181,17437424,20793992,13013892,8906200,5189246,2705404,13205866,12948252,3698158,5656341,4652398,3217669,10800668,10732163,7761421,11925367,24705026,20312290,8660475,7052492
113,4561947,13409350,12065789,8964373,10459037,16502879,9635541,13907888,10333672,10632017,9914734,10939643,17584788,22698529,10372734,10259398,12505139,12359397,22412978,21639487,12741297,13013711,18785623,19589815,18051504,14739557,11123345,12103393,25240754,22055007,11164122,7215916
114,13173641,6238312,6028983,2787472,2822719,8903639,5759655,6681699,3599750,5048334,3192911,3625949,7704916,18368178,4987069,3523895,78871,109871,7499443,6872891,8874389,8229385,14846284,21571554,5241049,29425643,8372415,10413727,19319011,16252574,6592129,6437403
115,2157268,9985846,3602381,2643439,2796030,2469246,2671528,1857389,3537044,2305752,3164180,2825029,3129639,3715694,13161892,11108533,175313,314504,0,90445,5576478,18201,5099571,10995004,2780454,9165086,8291887,9190958,2907336,4393063,6403253,3161030
116,3485912,6787644,9786020,5557927,3030677,5410534,8377076,8052573,11011356,12689331,11240642,10372915,6110631,7040883,7628682,6387776,11994,102999,6067,402668,12134,72594,175173,592326,5420253,7372526,5237922,7266138,4766516,5951512,8940578,4101351
117,3103691,2790103,1503957,3059892,12265230,9340720,2116065,2630214,2349487,1482285,3619497,3465360,2800796,2111188,3174360,3259543,12134,6024777,0,5997,0,90445,0,0,1588685,1936645,1903749,1877451,2192585,3880559,2587605,1621371
118,2703024,1732438,1514726,1155822,6305650,6456450,1431888,3602585,1346215,2658729,1396367,2127639,15709840,13876993,1290807,1161119,6299752,3647061,9048366,8958592,3415109,10117156,8153530,7794276,1389559,3760969,278032,1980275,7445505,7914916,1898248,2088991
119,48466,275401,573705,399232,0,187377,0,0,0,5997,0,0,0,574125,0,27634,0,24058,6457529,5080104,18201,2073450,4485888,8581067,634375,6656486,0,0,928257,741580,296233,30335
120,12325451,13231750,8232197,13527761,11932589,11000103,14009242,10371958,11027830,10354434,9555894,10185672,7483605,10601530,11086645,9763403,526954,102929,519312,722679,11881539,12295355,865516,896726,6316483,14818440,9551554,13311041,10638947,11089906,12280007,11435235
121,16631680,21589557,18418400,22588658,15954626,20059104,22961487,21293639,18883237,20202997,18117920,20176302,19479291,24323826,26329804,21731455,9713461,7552652,12291353,11253470,19843375,28786834,12129364,9119980,9558076,20752725,32649525,36313428,14526798,17421586,30429703,35635242
122,843739,5508907,318290,2951141,628378,3847027,3565139,6214330,18871494,22967630,11509375,9386689,2137912,4468486,13328962,10966046,10018631,5650939,10516172,12773219,18370447,30008688,12285438,9818601,1009228,3238396,15709490,20030735,1223224,1663105,14019562,18147053
123,438930,1471487,7878701,7812623,7492577,14278349,14989780,18068065,12645946,17477105,14069906,3871085,2590446,7176603,10909652,10207496,12612309,4005434,66317,856888,1717463,16393941,108786,257760,1105886,1784620,8510719,11911384,1197661,380751,8922686,11430364
124,42399,0,5631787,5286977,7650004,12315271,13250336,21453487,4690066,8309557,2505543,90725,17761122,15404197,2894222,0,23245522,9110512,13425153,15170845,10601203,26299877,11323223,7489281,3728668,635145,4030793,8142038,6149337,7021900,4479261,10126157
125,10259946,6316279,2962044,2322658,2250974,1589986,1715882,9837467,1170027,3606593,2363826,2585295,6403276,6679348,1775047,1677345,36402,193234,3663296,6469704,90795,387343,9888255,8724330,3962936,11290858,2391956,5762840,3051264,2732233,4520406,4468247
126,12932209,26569025,9538469,6692783,10185007,10196161,10170703,16785222,6872547,5253813,10283316,9435511,9571044,13006209,9946002,7841768,5643530,3039585,5567681,5847393,11362145,17391373,20017195,17456325,10034452,17901112,10083834,10215698,10249673,9768624,13267283,9716448
127,90795,13146958,3020929,2042625,1554284,2216083,2524310,8057928,436159,1355998,2797955,1212146,0,4259303,9984294,9021928,2677770,1461278,2837904,3992635,20973360,13334848,16148169,10643118,1054923,3659125,15751679,14771421,342348,1384198,20093050,21098579
128,11533042,13804084,13996583,8642904,8441695,12429442,11869714,8378925,20679338,19406102,13709293,10591018,11822969,17596625,14732253,11363948,453415,414872,296443,387238,2932059,1161259,807267,0,10888931,10582197,10434011,14264832,9914477,11266800,14901465,14231691
129,828379,1011935,13299047,15348188,10234943,15835993,17068405,16919273,8404943,7826589,1017926,4144491,926326,5293820,901358,1004427,15859753,16452400,5921498,8098834,7509751,8706094,8268214,8637181,1317916,1115494,922120,3134837,1374794,1294383,2709651,3457193
130,108576,348275,9400637,7137430,2458232,10341565,10288508,15169719,24198,0,30265,230861,13917076,20361462,0,12134,13746809,9770077,12215545,13868365,8151249,10342014,6915436,8301104,3877222,6652210,102719,18131,8150940,3964155,18061,5997
131,1230767,6875079,0,96582,0,6067,0,1137691,0,0,1274041,0,475192,2486887,6067,0,0,452715,5081020,2284535,1151686,2714522,5360108,7008827,0,108926,278242,251273,750453,1494104,0,0
132,14601101,15898372,16017641,12738485,12297805,12072352,10620460,15721682,16035807,15385839,13723696,13947335,13248761,14042150,13736851,15491924,0,296303,5997,6067,8911211,7792456,193304,241700,13912911,15452704,15158583,15886197,14523992,16109200,14325893,14152079
133,10707551,8344075,11383024,6858902,9301214,10872270,11878663,12597101,14563229,10268516,10406511,9233369,8531580,14300487,19811144,13269494,10679870,9733313,12526292,11633206,25392639,24743505,12526292,12893147,5617833,8202107,23099523,26604400,8030329,9301961,33860919,33276036
134,7926420,11887991,9131169,9322927,11113223,11051474,9998295,9260367,30690234,27067231,26449207,25939731,5563644,11614865,17562235,10685354,10802616,4174925,8063196,7436434,20591751,21830808,10827240,13778871,9769727,10003866,22994675,25302060,10358599,7363659,39191771,32192400
135,698551,1639257,9951824,9045630,11275638,12507776,20796752,21953892,19353517,13065631,16061726,12248336,928747,9089254,6909649,569353,23153093,19314035,6959941,8652010,19939158,23205421,10391110,16321761,7582631,1041704,8216592,12749400,18131,580262,29086761,23166394
136,4239317,6946856,7283219,5960216,5863214,7049902,5212569,6657221,6903833,6909101,7517965,5414950,5829052,17144423,5323700,6045959,6896751,24198,3552690,8250573,4908443,5895515,12134,774651,7081293,6418747,6655436,6201315,12258527,11304258,8240837,8975317
137,15840146,27973903,19843661,14715715,16149767,18817819,16910097,16841609,21705664,18229489,15632515,14193113,14073430,29846763,17809868,17662749,8334636,7852671,5080069,7112112,8863515,9189173,12759784,11895808,17606460,24095427,19934684,21143277,25445737,25757330,23334427,23818480
138,32691008,44216012,33645272,29897160,28643671,31455960,29076697,40189885,35200244,31512902,27184732,25284892,25785005,48029985,35403249,28240554,16195941,12681718,11886404,15785882,25090648,26571148,34057215,35342427,29658290,35882921,33828939,38600483,37759689,38919823,41655528,37008309
139,23240866,35256335,23597297,21848361,20377370,24540185,24946411,33864080,27335596,22283144,30046274,25570093,17059450,45182193,41195263,35012698,26542470,21450454,23152469,28043038,49619043,50405974,46826053,49019180,17317665,25067343,42304422,48495913,28584920,25857243,49316371,42288980
140,18761751,30665721,25048407,19645894,12123752,20129802,18012768,29847673,44114517,43279885,34636287,30523234,11144194,42078152,40780245,32014200,24839801,18523546,7633658,12479512,34500566,36862421,30321016,35655741,12007960,21323968,38786956,50598934,27323153,23490430,50204329,43523428
141,9590791,4958805,3348302,4545222,8587834,16685723,10215313,19652282,18213522,15222957,9536509,4801833,864991,20962299,14332928,2228917,32152597,25406512,9849537,13067089,33326433,35919662,31347471,39801574,628588,9461243,9194435,22866498,702407,6067,23427573,15872768
142,7868480,14552758,4657199,5353084,6287974,16196536,8381830,15536837,11443939,12781217,5205691,1819867,2187288,26371398,9732339,3770221,6231580,106225,6624436,6543033,8854969,13925762,5508516,16625601,4657211,5113951,3870455,20022281,18009408,15562948,19043657,8419014
143,7765125,9048477,6534148,6918971,7102428,6824367,3340275,9409720,8572847,10027148,8695010,4615051,5610453,15379865,5321110,8718199,0,0,3500047,4701780,4257938,10831691,7552833,19974702,8808008,8052946,6703021,9727917,10357030,6684114,15550488,5923668
144,3082649,3162780,2852383,1878081,2549558,6543663,3210301,8399856,4127964,3501313,2916069,4143365,2883208,16708947,12137286,10530902,6446107,4293599,6529709,8131444,13043136,12945831,18650235,32137190,2273107,3816622,3476339,8640016,5966662,3568499,12768873,5773819
145,6257639,5706598,8627672,7077565,4271017,7122350,7771770,8796731,10130754,7943157,10245397,12083815,8504675,10325382,5663487,12308405,0,0,42259,0,0,11539395,2352993,18422612,7578635,7143217,7421395,11339044,8986051,9296180,12312127,18886796
146,5084211,956381,10391670,11361171,314504,520327,1134255,3210482,5059698,2493339,14619244,16174975,2689309,4509602,3181652,66597,10924277,8256080,109066,24198,54533,126917,133194,4447660,10665356,2523960,2902220,1177815,2628219,1769435,4097040,4048784
147,320221,3113089,799059,2864342,1784795,3462805,720678,3790073,1549512,265898,941896,791977,151045,4953152,758801,2304387,6067,1224210,433948,384607,72524,45905,0,6067,1151336,1252614,1713957,668671,644508,1117279,1122792,687327
148,5710483,10657761,8018936,6638915,7295003,10390457,10035689,9618629,10364013,10610228,9604284,9561471,5846588,10020288,6534831,6752502,1509114,1589210,9530156,9887969,1368622,2972743,468635,3082229,7997929,8859869,7949959,8918725,9288736,21119872,11169256,9967785
149,13367569,18670408,13588163,15392028,17048261,15945753,13947090,18687156,16914087,16664039,15236672,16667971,11446471,20036189,16241198,13775826,8750138,5501755,12258702,14536832,10649173,9899642,7857869,10041779,13075554,18431094,13585748,16648195,15566956,23514161,18770059,22826181
150,12038359,19651530,12097845,15835304,13373671,17921460,15914403,22861935,19934415,18098751,12136598,17613933,10684648,24625922,23894061,29691734,10520985,8123650,12822309,17264083,23866182,21181417,25801806,29672610,10570909,17935653,22788770,22390827,18549138,26816611,19038728,27197123
151,5752532,14316909,6029158,5880318,5393663,9055005,4965286,18231816,11637809,6890993,8733057,14212335,8026368,21354980,17093413,14534259,10182032,1677205,12643776,15353450,26827193,27268690,23199850,30864800,7738728,7682824,16108961,29410534,9115208,15503404,29660868,37327171
152,5586302,3537085,6072893,6439894,3524811,5373286,6731921,5209057,11566300,5267347,4562764,6291626,7168570,7635064,4574501,4470499,16772784,11601506,6932972,6965372,16717481,20771871,15098333,23573834,6493103,14138574,4524892,10379145,5461380,6403947,12187217,14642094
153,516891,3046562,1966840,2251814,7180529,7296648,3049374,8653620,1823618,1184156,3383899,1022908,2805918,7554128,2235468,2688189,2821838,2162040,2949846,2393566,2662480,6074888,1627333,7021521,190603,386958,825258,861800,8849520,7391054,1504272,3915730
154,12240227,14582947,15188906,12376192,14117310,19925910,14154173,24556221,17326036,17007840,15173517,14187052,13081020,16787555,14895520,10505829,1077756,3470132,12386669,12744167,764798,1638592,1145409,200806,15501987,14906365,15423711,19340806,30165409,25698346,14632405,17229221
155,17421358,18689671,24578786,14157720,18016823,26285387,17826617,30717068,20817327,22621140,21983539,20336640,17854169,28540234,27660029,10604342,18565455,21041602,30160678,29258532,19882571,14770289,22866025,16369696,15936238,18140485,21499369,19703834,33780314,32217887,23216109,27796583
156,9002467,10492534,15572090,8397826,9248828,21007493,12551050,22836658,8863270,19226519,18418330,9899998,12475580,20591308,21920512,25359878,20937693,18132825,27604452,27121081,33932631,32769272,35946701,32809128,6690368,10709482,28541273,30668848,23482176,20300874,11722858,22937843
157,12047448,2590382,9025784,2860375,30195,13353901,2848387,18579274,2677986,11028186,13900631,4662782,8540587,19342906,12278706,13761102,22695315,12838521,27797960,20177113,35290006,28149887,30612792,26617053,12139299,9665940,21554608,26250519,15472801,15056097,31007288,37415714
158,60320,3719801,78451,60390,126707,60670,7940520,7092849,0,1969891,1033782,0,12134,15643581,12134,60390,25167233,16218138,12272248,8229000,19560822,17185976,20417529,15553597,126777,72524,127057,112642,12064,0,7628198,14146181
159,235563,505247,233142,181170,8403012,9367817,18201,1314439,72454,33771,468705,297038,48186,592396,202667,489887,2323988,899853,519312,287955,384117,1791918,102649,0,169176,66457,0,0,5159815,7478652,797414,374614
160,15892264,17637962,16526633,14568841,17763240,19087777,17513600,15698855,19227283,16159790,19078519,16104930,15768287,18418149,16195410,16988239,187377,406244,9761029,11158778,1077301,876705,235983,66457,14706387,15652985,16756923,18134435,30532083,26198798,17358192,18086908
161,1853218,1161959,1353227,791977,1253839,2042975,633249,1062606,976513,1237079,2240660,2098564,3183437,3227936,2885699,7171347,17220144,12812806,23429533,24545371,17232062,19109408,18845680,16157240,78591,84518,66387,0,9187073,297108,0,0
162,1469696,2650807,1233923,985141,2269805,2137451,629358,3381122,2859926,1596053,477613,4794389,779703,9686912,4431635,4115095,4837004,5089578,6995742,5520720,13141999,11645824,14469628,14649736,2556360,934744,20096200,17649653,6157895,239559,235843,931693
163,620100,647244,7157982,6040382,205578,120990,354412,6067,72594,350906,4272481,4374051,1013195,278032,187097,36262,6926176,4248890,6468829,1412217,11849973,10647050,15190878,12804283,48396,5662443,5997,2440352,36192,6067,6852392,3721306
164,6503755,6031410,4384190,3531852,3390981,5696494,9960837,5304682,8841330,6143060,9863526,4207401,5457880,3853409,6065286,6859789,185166,0,0,0,0,0,0,0,1164380,2194720,126987,152130,1314579,64036,466424,196950
165,145118,0,120990,36402,0,6067,6067,0,0,0,0,0,102859,197090,0,18131,9150187,8711175,8724826,7555878,8534398,7699001,5608359,5399555,0,0,0,0,0,0,0,0
166,429287,1854058,1736329,2526060,635285,3394528,1562912,4230858,773356,1965720,3148692,677054,1458787,4265020,2363896,827889,6067,0,5628526,5912730,0,0,0,0,1484391,6193603,5309116,5256899,3296785,5704171,8288871,11066379
167,665585,2071665,1827544,1740045,1089085,1020697,1002706,2179996,1233328,363495,277822,229706,90655,102999,472771,1108727,493393,84448,278312,2310209,0,632724,459132,1025819,0,0,0,0,0,0,0,0
168,0,0,0,0,0,12064,0,0,36052,0,0,6067,0,0,0,0,0,940461,1432629,807547,7480647,6982418,682911,1272466,6067,0,1331660,0,0,0,0,0
169,6724413,4403861,9545907,11850521,4539820,5394894,9584304,11950522,6736442,4955334,4928645,3342241,4715553,14624121,6832184,5165007,640582,662219,11994,0,0,0,0,0,1974908,1923636,1265938,4989181,2828745,992363,114853,3816727
170,0,1342219,7048426,9537232,1342318,4835254,12039835,13844797,14196502,13530894,15261739,18973070,829604,11064611,2802552,2562812,7703458,8213640,9447009,8558199,7096256,5996227,5397910,7775865,3047157,2324863,7758312,9321982,6460580,7551211,3158755,9182960
171,477928,60320,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,193514,1201727,435074,587134,2438981,672212,435354,0,0,1121911,1246792,0,0,0,0
172,18905522,21757298,20254473,17631959,18026810,14340506,15526453,16066906,18653951,16602296,18873670,16347721,15491947,22894948,32720170,21407285,163179,0,311803,1315005,380611,384327,374474,497109,18196628,20126523,16819168,20421543,27913466,25192778,20757649,20790568
173,17896381,16849946,12524408,11348547,8526184,14526314,14220852,14489947,14583571,10482022,14811305,9507358,9526189,22121715,27836322,19660858,25169992,22889949,21473193,24050368,19282049,22246771,22812536,21345617,25034815,17043396,14630363,17854350,28111729,19642312,22588338,16479981
174,0,0,338282,0,181100,48186,0,0,0,12064,350696,538073,686837,3493309,6067,0,9580512,8753469,9513991,11542650,25276934,22122666,28379867,27616831,30265,11665641,707179,6175221,392605,24198,8613654,7789300
175,4390957,6389678,7204167,8938355,3027381,5354006,15590215,15870971,10752009,9532303,5518795,7585898,5802474,8794392,1294138,5019679,335861,417293,0,199581,236123,24128,880001,1768210,6869537,10098605,8995799,8680916,6901301,8298864,12050651,7261395
176,287465,1198046,1170762,157112,11285246,10095618,2117926,3411953,12867234,13389224,12785248,13625341,595552,1958387,1693434,737444,4911628,1921250,4199473,5471420,5392012,7427007,4854330,2694326,1126858,223919,940531,962588,601619,628168,1988092,1419585
177,4278210,2433445,3128799,2579683,2609983,4474594,3124628,2426707,8049977,11129610,4006420,6681664,2128619,2212367,4785102,4680662,160338,12064,9888745,9229151,0,559710,732812,793622,1003832,640162,227145,699922,10862125,13044618,296093,245836
178,12461101,13614636,12777285,9578015,8552972,13703891,8296863,12864387,12012551,13802474,10598654,10256773,8664908,11357251,16134349,13854901,13262505,9397172,12091854,12571812,4003929,4712018,4309700,6239893,7128528,10285381,6979093,9223895,20748828,22037051,7637147,6549841
179,517976,11488771,2087795,112502,293252,783069,770935,1013545,1930613,269684,302510,592046,6616922,2693375,3672169,1102164,9627374,7670626,15742596,10138711,9949730,12360021,8950559,11220778,1737315,12312780,1507323,313944,3450099,6791984,1362981,299179
180,5416216,6305405,12633211,6919998,5356841,6448487,5927670,6368099,5858267,7521512,6555943,5791565,5550145,7231235,7521751,6546889,623816,0,72664,0,8802921,16739859,4431110,7918358,6399887,8574615,6022566,7206833,6982173,7570637,17753177,16330430
181,4501353,1252264,13226838,10703584,5640660,4752527,22460446,14742118,3707486,9585920,9829545,4390467,4202139,6108624,3364047,3220055,14906814,11060172,6723217,5907153,6821275,5157441,6876718,8306459,6131778,8518542,5870080,9441467,6398895,5211198,17622474,16841359
182,15735893,16106132,20639710,14241398,24870644,30567482,24947467,19770483,20220089,28854803,26935956,22129713,12157144,13262330,15276037,17079775,11388537,8163103,2698742,3085945,4310050,2955277,4946531,5663003,13483507,13059698,12571421,14016091,13996688,13228180,25264171,17887333
183,17994999,11511691,20402099,7253432,21004500,26714085,23013523,18259742,18942081,24491538,25983454,23101699,11644576,17408332,12529162,11394878,21209547,13004150,15711835,16395743,14217095,14403492,13546703,12745258,8775637,12473993,9600720,13562565,29524232,24575006,22328133,17318931
184,7078732,6940515,4915175,0,4589593,11931481,10453501,3444353,6097616,15678659,15466314,10938021,9055174,8748388,18833826,15558165,18081279,4037321,28093114,29895369,9043040,12763739,10770846,12383408,13072369,6147546,6067,4364723,19268906,14395144,12938848,9215582
185,7951610,4166297,2817387,3195542,2545772,3587266,5908413,3926948,806497,1193665,868007,1701047,897782,855523,744946,375559,2969791,0,16745885,15284444,0,1057665,3239621,6109365,447138,278032,9873502,8434858,1129979,211505,623326,459412
186,18131,76240,7057223,6755827,0,290096,3163766,640302,235913,435949,151185,229286,120710,575210,12064,0,7126299,4566801,4942179,10972568,10273463,11674234,7139927,3235275,166615,160898,513455,459272,142697,301880,14035587,13372872
187,9878454,10737320,18143658,19902009,9632239,11564626,19098931,13900975,10330825,13043801,14124369,17453181,10923962,12100272,11310179,10369934,9013195,96792,265968,0,18201,260636,42259,199301,10587751,11932029,14234917,14590385,12164973,12472336,16915435,19308341
188,10237265,12731555,8852676,12707905,24320046,29509304,13475620,15566804,23949970,28432504,21552082,20020765,9551367,10892040,10834042,10269169,16730986,10641899,9969226,11534623,10589880,13120187,11676894,12656983,10468062,10268271,12541290,14085774,11495689,9554033,12587242,13353504
189,15688541,15612208,11663471,11194066,23705715,27025666,9790226,12719205,21962940,26453863,20523334,17919424,11429728,11784379,11095903,10512071,15615463,9516797,9026974,10937776,9835262,9641252,11304538,10785395,7293002,9012320,8007893,10465355,27509696,21523269,10728972,12385864
190,4554556,10898078,3970403,1239115,12480801,16410456,529445,3983756,10566178,17788132,8255759,5713779,12317027,17123941,16956019,10647406,14023132,5201870,25774767,19101486,6589078,8448398,11188874,9280971,4197233,12384540,949684,736983,20733929,9739415,3395508,4700654
191,0,0,17991,672422,5997,0,753679,2563022,0,6144402,0,351116,423360,6714233,1919144,175173,5142991,447138,14596020,10941784,403088,314434,8348456,7395616,133999,0,1866297,11621113,5185168,0,0,239559
192,6068967,4513557,13050364,12932320,6053321,8374410,14431050,9966064,7642823,8923905,10082498,7570859,7436288,10751420,7072023,7131363,217502,423150,0,381556,6616461,9751899,982230,1013545,8408601,9074915,10039160,7114889,8744660,10553659,20281880,18430394
193,15413309,16394093,34447026,33688796,12493956,17332127,25359988,21455669,14363123,20619584,24280377,22182303,14019095,23326061,18914103,14419955,10851619,6660377,8541620,8358974,8768631,10327395,9461698,9031816,12980022,17739514,22118203,17027161,18399738,19618202,31086252,28361048
194,29482317,18315471,39431038,39769098,34798124,39704899,32294372,27097781,38051087,44447398,36874106,35357741,17136647,32889107,24006936,17806304,21427230,15214131,17545003,18200583,18836953,22547338,23544298,17908177,18272798,24366762,27627968,25227640,29925856,27023233,38928796,33666313
195,16131782,18937706,25675000,26396430,20338180,24108506,17322157,17372589,22898600,28341552,23489637,20393944,9415163,22825749,14741412,12216642,28322563,19204456,25045875,29707846,27599604,32255129,31871613,21672885,241910,10059566,10739315,10965912,30166016,31526056,23095189,23727831
196,7415666,15961498,19506219,19242800,12817823,18735617,10717608,13030302,18280819,21993573,19853724,16956521,4753501,37249694,12170620,8545820,12935167,1824108,30083073,34892711,10562071,18472828,18885308,8059369,8629994,20719899,13228915,4708022,25182831,31094640,17252947,18657714
197,7831705,10544378,8932072,10388788,8170996,8167041,13423123,12591745,8094377,8324077,10272162,8707068,8313425,24293404,10787087,6492893,6996792,416943,21794610,27897237,6271144,15870382,25096575,11246207,10301727,9804781,12311310,25089056,7561210,14148818,10942875,9853119
198,3922946,2084330,10070405,13055439,4085151,4703040,3493315,5819368,5120018,5104477,6076259,4129790,4145751,16591649,4208241,3093663,10385644,10431065,8827189,13687335,16231182,17629859,14942539,9968112,5293330,5582761,8443941,14422545,5316828,6363082,19516096,18724637
199,5511252,5316542,19519298,23153321,5695368,7028965,5397344,4926253,5675516,6526442,9509499,5991747,3281460,14021860,5063134,5849073,17256260,15677463,4673650,3113159,4676567,7664489,5514554,4417710,4619216,4636373,4810945,9239319,6151093,5216390,15350813,14821281
200,7302254,16791353,4608733,10712422,11712806,12236902,5399841,4182328,11992454,11545678,10853602,14701125,5141906,5326465,7833904,8584894,11711552,11041539,6007416,4381483,7302102,3419292,5222941,6042027,3895038,4880809,2508635,5297921,7031864,2758432,6333401,2994059
201,42259,132914,398882,5997,229986,66527,30125,405229,205298,0,0,0,120640,2549628,4770792,4548839,5107149,4966348,3911699,4882804,5220590,2935740,2785051,6787994,132984,78521,121130,41979,10264135,10160669,350556,9643
202,569143,66317,66527,102789,233492,12134,731657,5564554,199651,523168,229846,646019,738529,520222,275541,2093652,224129,72594,4265230,7612488,277962,384187,408525,320431,7158192,5401346,1196716,5126505,81957,398812,731762,133054
203,4629431,6662407,10492878,3581584,3313656,5545933,16639987,6458830,5761551,9101855,4621404,4329762,7629178,5517803,6667430,5516339,724610,374894,734953,320781,241770,106435,12357332,12726252,6222573,8784924,4078804,6383850,4535795,4397578,4208772,4992506
204,36332,2872900,11813180,10599214,2795009,6335040,14536062,9619125,5994961,4455372,3257157,6069107,9707394,6970809,4373742,1520093,9078771,5912199,5685235,9553310,15175611,13989950,8119100,8310957,4628200,6997825,4210312,5582487,2246097,6428641,14344730,18113148
205,13472464,4553751,8009433,3429133,4392293,4839291,4791799,1360700,4243243,3976365,2638918,2161865,2648485,2879772,3242386,2297719,19550170,18304743,5475661,9032242,14246112,14823842,9949829,13857246,895151,193934,311593,5997,0,580402,619750,3707451
206,5870885,7369942,6933433,4320848,11881148,8455766,6755804,5911353,8821244,7623566,19813186,8163885,9541333,10318201,4843001,6100842,6331942,755114,971601,879581,955646,637881,54323,995344,1499961,3661686,2888120,2488608,1951025,2238455,2007594,4408767
207,48466,66597,12064,0,193654,24198,78591,505597,285114,247907,1455211,18061,441211,2614224,6453492,1465560,3188244,2292743,2972253,2232773,2298880,2651717,4320644,4518580,48186,0,623886,54463,9614954,10431940,0,0
208,3478130,6091870,3381898,2880157,4628795,2669673,10774574,4432796,2794274,4985459,5628491,7533932,3852674,3446879,4129930,2060931,203087,84588,9289996,6939389,0,6067,5997,6067,3087911,7797887,3153633,3411603,3444324,1981640,2732163,2520804
209,8148233,11687710,11155453,10478177,6361624,8584888,17220593,11693199,9888074,11802067,11009804,11436577,6701691,12955439,12290933,8278621,2971862,2872964,4599796,3627944,1942957,4185694,5219791,5450477,10325394,15104079,5025402,9562031,5183313,7538727,10224326,9320751
210,7538581,11478171,12554136,7011172,1819167,11415296,16804554,13573526,15832288,11826831,14943111,9011334,10312764,20186032,12945043,8243666,10006322,5911254,9177354,10035479,22573426,25084307,10344435,10773611,6961318,8646847,1890676,9690663,1975293,5260183,20419338,20478403
211,14754923,18250770,16291187,17752214,4547643,3080403,3197432,3481875,714331,429147,7047930,6181504,4969043,3744728,2882508,356973,23544240,15133259,8514044,8669167,20988778,23837626,8246297,12926183,2719755,4551435,4375527,4737867,3207536,4848368,20611411,17028176
212,8001604,8813404,8394962,6890287,13970664,12082917,6327672,8550236,14397104,12172096,10736906,9737945,8095672,18005908,10877695,6919823,16351431,5621234,4893888,4069511,13032618,18903649,4598250,7186001,6601883,5738788,8199931,5347268,9079862,6111961,6048176,8417252
213,1685553,2571720,2132545,4203230,2411732,3261334,2524905,6994552,3808204,2803007,2219093,2685908,3582634,4548034,12341680,4334983,7540273,7791692,6382275,5339025,4856430,7990450,4372301,5477335,2896993,2452171,4562379,8882253,9430867,9993459,2685768,3877671
214,3273007,4038359,4661691,3042980,3383724,4881025,2353909,6064195,8230371,3351633,4598886,2941253,4961815,4469414,5819928,2815001,2684823,3650847,14076761,4509281,2805352,3186249,1310303,1910061,421009,685221,296093,6067,579982,0,522958,677719
215,6662833,9418278,12657065,8230960,5554071,15287997,10005004,10940471,14702630,11163976,12746180,5801523,11966529,17485546,14509921,8939341,386818,505667,24128,0,0,0,6609391,8618735,6829734,11002372,9521079,10944479,8681149,7399641,10157951,8634159
