ops,ceph01_ceph-osd.0.asok.txt,ceph01_ceph-osd.1.asok.txt,ceph01_ceph-osd.2.asok.txt,ceph01_ceph-osd.3.asok.txt,ceph01_ceph-osd.4.asok.txt,ceph01_ceph-osd.5.asok.txt,ceph01_ceph-osd.6.asok.txt,ceph01_ceph-osd.7.asok.txt,ceph02_ceph-osd.10.asok.txt,ceph02_ceph-osd.11.asok.txt,ceph02_ceph-osd.12.asok.txt,ceph02_ceph-osd.13.asok.txt,ceph02_ceph-osd.14.asok.txt,ceph02_ceph-osd.15.asok.txt,ceph02_ceph-osd.8.asok.txt,ceph02_ceph-osd.9.asok.txt,ceph03_ceph-osd.16.asok.txt,ceph03_ceph-osd.17.asok.txt,ceph03_ceph-osd.18.asok.txt,ceph03_ceph-osd.19.asok.txt,ceph03_ceph-osd.20.asok.txt,ceph03_ceph-osd.21.asok.txt,ceph03_ceph-osd.22.asok.txt,ceph03_ceph-osd.23.asok.txt,ceph04_ceph-osd.24.asok.txt,ceph04_ceph-osd.25.asok.txt,ceph04_ceph-osd.26.asok.txt,ceph04_ceph-osd.27.asok.txt,ceph04_ceph-osd.28.asok.txt,ceph04_ceph-osd.29.asok.txt,ceph04_ceph-osd.30.asok.txt,ceph04_ceph-osd.31.asok.txt
0,28185,23161,21758,28426,28151,23691,28723,24571,28005,23244,28260,26116,27064,25149,25849,26581,22091,23191,21076,22360,25202,21387,21172,22567,23047,20740,23971,21048,25082,23198,20238,19697
1,30968,26441,25166,31069,30819,26218,31565,26995,30395,25646,30558,28461,29635,27414,28289,28933,24462,25576,23585,24755,27599,23735,23775,25003,25583,23198,26679,23493,27337,25560,22780,21997
2,33973,28956,27704,34085,33710,29516,34294,30338,33539,28823,33844,31595,32465,31077,31461,32095,27755,28531,26707,28088,30911,27036,26797,28088,29162,27192,30200,27350,30863,30067,26427,25434
3,39117,34810,33276,39785,38996,35058,39032,35915,38243,33750,38426,36430,37016,35834,36732,36764,32844,33064,31560,33113,35817,32680,32383,33413,34243,32183,34898,32641,36207,33887,31292,30600
4,46072,41324,40368,46310,45545,41434,46357,42884,45807,40847,45581,43810,44058,43105,43724,44025,40099,40057,39734,40139,42739,39216,38518,40343,41563,39616,41908,39495,43119,41730,39116,37867
5,51919,47986,46456,51756,51097,47271,52260,48648,51400,46792,51468,49297,50236,49552,49599,49319,45951,45900,44956,46373,48605,45208,44536,46357,46553,44662,47636,45287,48463,46558,44429,44001
6,57785,53687,52121,58153,57199,54084,58794,55404,57882,53359,58141,55834,56672,56290,56244,55629,52552,52140,51156,52665,54876,51414,51199,52723,52992,51166,53671,51829,54822,52884,50957,50342
7,63929,60023,58915,64589,63696,60397,65131,61778,64197,60269,65012,62162,63190,63063,63223,62090,59234,58257,57915,59492,61320,57964,57714,59342,59055,57674,60039,58604,61207,59110,57630,56842
8,71418,66971,66177,71095,70164,67662,71782,68560,71759,66448,70973,69139,69474,70549,69978,68258,65103,65570,65185,66204,67861,65302,63547,66673,66368,64816,66443,65278,67752,65902,64932,64183
9,77749,74320,72989,78382,77201,74374,79241,76209,78431,74241,78178,75865,76513,77128,76658,75195,73200,71962,71498,73307,75121,72195,71222,73434,72878,72135,73897,72909,75373,73023,71861,71110
10,82691,79109,77806,82991,81932,79449,84391,80919,82633,78894,83148,80517,81127,82277,81477,79541,77773,76282,76175,78160,80161,76834,76120,78241,77841,77056,79099,77752,79877,77586,77103,76117
11,88522,85499,84294,89092,88061,85872,90393,87262,88939,84762,89192,86395,86986,88198,87322,85435,83664,82083,82248,84028,86000,83052,81960,84229,83907,83219,85259,84074,86292,84160,83538,81888
12,95662,92614,92888,96255,94545,93277,97320,93802,95514,92566,95795,94738,93788,95441,94317,92493,90674,88765,89231,90559,93159,90557,88081,90276,91017,91696,91582,91403,93878,91371,90105,88851
13,100829,97845,96731,101364,100196,97971,103009,99580,101194,97230,102129,99244,99785,101633,100374,97719,96179,93857,94681,97011,97451,95148,93787,96273,95976,95853,97241,96839,98393,96299,95737,94660
14,105595,102787,101821,106471,104687,102755,107599,104833,105936,101717,106585,103756,104191,106439,104647,102456,100917,99005,99479,101631,102844,100705,99086,101738,101085,100939,101927,102014,103423,101037,101125,100190
15,111927,109619,108682,113061,111571,109907,114349,111802,112655,108748,113006,110707,111106,113309,111168,108981,107601,105887,106589,108409,109681,107362,105792,108541,107463,107657,109210,108778,110032,108510,107662,106794
16,118436,116013,114954,119351,117699,115975,120278,118326,119490,114723,119775,117395,117329,119585,117611,115142,113916,112111,112270,114779,115790,113025,112082,114446,113988,114056,114941,114620,116294,114180,113687,113322
17,125559,124047,123578,127101,125695,123552,128046,126180,125676,121928,125804,124320,123887,126643,124740,122011,120955,118299,119156,121359,123944,122672,118983,120923,121569,121910,122634,122579,124124,121574,122252,121091
18,131166,129241,128456,132095,130275,129439,133636,131309,132039,128399,132511,129991,130438,133862,131120,128127,127016,124519,125540,128253,128635,127037,125741,128035,126428,127099,128068,128516,129603,127491,127446,127189
19,136491,135051,134187,138024,135558,134681,138782,137000,136812,133952,138495,134897,134843,139506,137086,133354,131654,128603,129970,132276,133244,131475,129712,132299,131683,132881,133818,134130,134928,132694,133799,132821
20,142740,140915,141012,143905,141670,141390,145071,143955,142624,139123,143447,140506,140882,145373,142335,138855,137867,134815,136390,138569,139312,137955,135989,138544,137675,139198,139643,140613,141626,139241,139949,138660
21,147707,146282,145638,148920,146660,146429,150517,148789,148957,145755,149784,147138,147485,151775,148480,145005,144667,140918,142708,145363,145768,144340,142363,145283,143052,144162,144705,145932,146564,144456,144972,144388
22,154702,153754,152788,155341,153527,153889,157099,155801,155843,152566,156707,153873,153940,158623,155787,152094,151198,147500,150003,151225,152438,150955,148467,151751,150259,151454,151618,153214,153446,151604,152065,151426
23,162044,161060,160361,163109,160662,161117,164988,163605,163604,160565,164249,161401,161898,166467,163511,159357,158457,155171,157738,159328,160628,159503,156982,159740,157282,158665,158990,160605,161104,158911,159818,159116
24,168473,167739,167259,169726,167603,167942,171359,170733,169701,167139,171308,167778,168214,173124,169855,165841,167007,161174,163276,166356,166029,164481,163318,165851,163496,165170,165764,167470,167689,165686,166716,165998
25,172759,173087,171653,174219,171313,172677,176024,174587,173904,171377,174768,172309,172269,177963,173751,169524,170155,165518,168126,171026,171004,169869,167901,170967,168666,170782,170665,172729,173016,170562,171805,171154
26,179755,179246,179271,181738,178363,179351,182771,181940,180807,178084,181798,178688,179156,184726,180519,176129,177321,172119,174754,178087,177709,176823,174451,177973,175254,177518,177671,179249,180026,177359,179052,178507
27,184962,184520,184035,186319,183181,184863,187902,187499,186168,183475,187373,184434,184792,190828,186580,181835,182339,177416,180311,183562,183132,182192,180227,183490,180335,182864,182415,184599,184539,182643,184081,183581
28,191626,191957,191295,193434,190341,192210,195117,194966,193718,190717,195099,191914,192293,198201,194189,189165,190489,185306,188142,191403,191061,190089,187975,191048,187219,189559,189485,192134,191793,189548,191274,190697
29,198016,198771,197905,199723,196803,199560,202766,201865,200480,197000,200906,198000,198108,204982,200260,194832,196573,191286,194400,197790,197123,196463,194375,197321,193591,197345,196218,199296,199251,196672,198171,198188
30,204895,205555,204848,206599,203369,205441,208601,208379,206843,204368,208364,205634,205397,212717,207783,201931,203909,198579,201964,204996,204357,203885,201736,204705,199946,203187,202324,205542,205234,202652,205139,204407
31,211244,211671,212255,213225,209045,211593,214597,213848,212078,210235,213522,210602,212200,219160,212893,207875,209599,203661,207008,211014,209432,209637,207236,210423,205922,209291,208531,212611,213101,209820,211067,211446
32,216426,217843,217037,218472,215003,217535,220177,220635,217903,216139,220385,217664,217111,224419,218928,213502,215588,209694,213120,216802,215642,215664,213428,216559,211999,215398,214496,218290,217730,215122,217926,216994
33,222676,224577,223842,224638,221293,224602,226914,227107,225323,222974,227137,224095,224050,232050,225895,219950,222704,216382,219987,223562,222223,222452,220424,223697,218810,221836,220877,224735,223790,221333,224123,223730
34,229121,231055,230552,231085,228051,230915,233127,234151,231886,229559,233612,230709,230811,238650,232754,226477,229396,223113,227187,230645,229231,229601,227493,230558,224705,228469,227354,231199,230621,227734,231220,230271
35,235185,237490,236704,237004,233903,237105,239187,240245,238088,236155,239687,236976,236607,245267,238799,232587,235777,229112,233786,237349,235699,236007,233639,236874,230439,234505,233198,237571,236436,233906,237278,236334
36,241545,243936,242580,243640,240588,243484,245886,246748,244629,242488,246155,242861,243303,252092,245293,238928,242129,235583,239241,243205,241851,241796,239508,243407,236388,240892,239310,244122,242751,239989,243402,242843
37,247920,249902,249298,249734,246337,249681,251746,253003,250533,248452,251490,249098,248701,257834,250942,244359,247854,240636,245402,249274,247415,247940,245560,249348,242635,247643,245403,250684,248717,246294,250117,248856
38,252740,256900,254833,255542,251625,255514,257267,258075,255947,253667,257291,254555,254077,263367,256341,249338,252622,245973,250182,254265,252256,252981,250614,254155,248449,252690,251048,255930,254915,251678,255487,254405
39,258906,261890,260768,260169,256621,260509,262797,264746,261251,259330,262761,260146,259883,269395,261936,255032,259006,251871,256551,260586,258618,259598,257299,260477,254077,258682,256159,262541,259922,257144,261266,260220
40,266786,270136,269452,268454,265214,269708,271318,273105,270275,268768,271879,269042,269025,278748,271338,263668,268293,260511,265606,269600,267529,268526,266150,269499,262072,267200,264658,270685,268540,265943,270090,269162
41,273834,277324,276455,275749,272094,276962,278368,279573,277632,275106,279028,275763,275779,285872,278175,270618,275671,267452,272746,276743,274741,275354,273769,277106,268845,274607,271410,277651,275652,273196,277352,276489
42,280694,284660,283687,282156,279047,283531,285174,286772,284072,281765,285582,282615,282604,292562,285008,276910,282379,274281,279929,283535,280665,282168,280646,283817,275639,280772,278800,284382,282521,279627,284057,283766
43,285469,289531,288649,288139,284490,288811,289917,291856,289642,287343,290825,287662,287497,298073,289869,282886,287214,279877,284762,289085,286175,288739,285739,289401,280703,286878,284204,290271,287686,284981,289682,288778
44,292779,296727,296837,294232,290681,295835,297718,299239,296568,295838,297685,295049,294725,304928,297563,288786,294702,286846,293393,295963,293378,294977,292263,296832,287669,293483,290558,297057,295626,292149,296581,295632
45,298857,303256,303017,300913,297127,302625,303587,305819,302304,301008,304300,301218,301300,312380,304045,295511,301141,292508,298673,302957,299964,301577,299333,302808,293808,300175,297002,303595,301167,298465,303555,302442
46,305063,309812,309247,307340,303459,309427,309885,312838,309106,307791,310677,308005,307876,318917,310554,302104,307671,298504,305122,309325,306118,308026,305887,309460,300050,306727,303362,310085,307567,304787,310142,308907
47,312069,316902,316628,314173,309657,315814,316394,319626,315683,314315,317169,314166,314313,325787,317069,308345,314225,305158,311778,316590,313108,314664,312765,316112,307015,313650,310499,316978,314256,311713,316781,315437
48,316713,321794,321513,318673,314582,321243,321609,324944,320906,319379,322615,319714,319381,331278,322426,313615,319696,310485,317201,321738,318234,320117,317766,321511,311407,318541,315096,321998,319447,316562,322375,320699
49,321562,326414,326980,323840,319445,325994,326354,329404,325205,323763,327106,324242,323735,335851,326813,318048,324242,314979,321436,326110,322613,324238,322508,325927,315938,323007,319492,326344,324150,320850,326936,325155
50,327973,333366,333301,329907,325650,332502,332296,336141,332567,330884,334631,331478,331644,342791,334238,324246,331509,321437,329081,332733,329393,331800,329808,332489,322795,330545,326309,333692,330574,327674,333314,331709
51,336257,340710,340129,336764,333548,339534,340109,343097,339196,337403,340734,337644,337366,349700,340938,331581,338539,328183,335029,339714,336103,338484,336029,339589,329964,338108,332966,340603,337382,334336,340717,340153
52,342171,348322,347639,344222,339872,347243,347633,351205,346175,345021,348670,345525,344851,357910,348440,338792,345887,336125,343258,347496,343996,346264,343657,347805,336690,344502,340656,348282,345068,341886,348573,347117
53,348346,354315,353995,350283,345966,353445,353356,357172,352783,351321,354975,351551,351338,364398,354625,344891,352217,341702,349414,354112,349942,352485,349852,353574,342779,351138,346861,354704,351142,347861,354939,353612
54,353830,359642,359673,355661,351149,358990,358606,362626,358172,356785,359839,356867,356991,369865,359852,350029,357549,347530,354953,359305,355118,357948,355669,359238,348206,356267,352161,359977,356643,353312,360410,359064
55,360250,366531,366604,362623,358253,366262,365795,370319,365768,363761,367315,363933,364076,376645,366782,356579,364879,353924,361159,366871,362378,365440,362514,366088,355276,363751,359620,366768,363345,359923,367415,366163
56,366991,373495,373486,369010,364866,373099,372026,376718,372527,370842,373947,371013,370523,384238,374145,363735,371757,360806,368431,373216,368764,371944,369516,373043,362445,370677,366192,374734,370697,366674,374919,372737
57,372877,380399,379810,375524,370569,378636,378647,383411,378610,376014,379794,376834,376250,390337,379690,368870,378600,367171,374023,380157,375180,378735,375289,379143,367928,376167,371945,379995,376213,372602,380463,378772
58,378047,385317,385162,380572,375780,384385,383951,388726,383997,382017,385322,382787,382077,396175,385606,374614,383062,371939,379781,385118,380435,383769,381379,385064,373481,382042,377359,385919,382016,378481,386827,385076
59,383165,390605,390953,385693,380715,389573,389304,394053,389376,387297,390671,387805,387498,401780,390858,379826,388474,377161,385180,390361,385824,389004,386854,390527,378904,387493,382800,391157,387231,383954,392151,390422
60,388938,396528,396441,391459,386563,395536,395179,400183,395185,393040,396883,393553,393360,407487,396951,385496,394077,382973,390979,396504,391598,394674,392527,396337,384370,393309,388162,396572,392963,389673,398107,396040
61,395977,403420,404690,398424,393938,402776,401926,407435,402198,400853,404252,400513,401192,414560,404242,392678,401194,390232,399545,403298,398172,401964,399503,403345,392437,400676,395377,404048,400415,397380,404888,402838
62,402807,410906,410936,405790,400338,410284,408884,414268,409546,407613,411008,408102,408192,422572,411599,399664,408680,397217,405764,411027,405798,409253,407095,410914,398649,408084,402867,411401,407602,404319,412848,410724
63,410117,416712,416929,411781,406204,415969,414841,420483,415709,413590,416714,413452,413294,428270,417631,405118,414456,402939,411741,416800,411537,415410,412816,416625,403873,413589,408748,417983,413389,410004,418691,416553
64,415038,423758,423485,417996,412446,422753,421451,427424,421555,420048,423623,420567,420499,435462,423711,411849,421292,409517,418182,423761,418364,421973,419590,423519,410666,420460,414841,424442,420164,416408,425896,423551
65,420057,429123,428646,423184,417477,427984,426660,432751,426757,425422,428973,425770,425696,441140,429084,416991,426476,414528,423759,428972,423722,427260,425004,428839,415827,425882,419849,429648,425437,421693,431369,429011
66,426319,435854,435765,429660,423711,434537,432880,439294,433288,431743,435369,432401,432320,447877,436013,423382,433149,420651,430711,435524,430400,433788,431548,435719,422265,432221,426598,436162,431838,428039,437829,435812
67,434296,445095,443929,437213,431011,442714,440648,447014,441197,440247,442942,439802,439698,456180,443673,430857,440941,427946,438777,443222,437184,442545,438899,444452,429640,439862,433773,444007,440933,436596,445406,442632
68,440258,449832,449527,443530,437235,448764,446776,453543,447331,446098,449467,446401,446283,462530,450086,437146,447438,434702,444293,450170,444460,448247,445685,449912,436141,447148,440358,450732,446059,442139,452269,450093
69,446745,456717,456726,450007,443718,455166,453297,460444,453363,452237,455785,452260,452817,469384,456402,443543,454170,441478,450941,456918,450947,454453,452158,456159,442228,453621,446993,457381,452423,448694,458987,457194
70,452620,462606,462348,455800,449557,461488,459504,466750,459803,458570,461869,458757,458679,475385,462374,449348,460065,447054,456872,462546,456633,460850,458258,462620,448284,459624,452781,463584,458540,454894,465220,463020
71,457334,467406,467224,460469,454413,466494,464479,471930,464548,463266,466643,463500,463416,480440,467241,454153,465063,451670,461671,467614,461549,466008,463088,467519,453237,464564,457587,468496,463361,459684,470024,467842
72,463483,473723,473718,466672,460211,472400,471156,477935,470935,469677,472962,469517,469840,486807,473581,460185,471262,457578,467625,473769,467423,471838,469253,473848,459242,470507,463437,474536,469415,465540,475932,474065
73,471294,482023,481628,474733,468289,481009,478434,485941,479135,477892,481080,477553,478050,495410,482208,468246,479443,465545,475875,481970,475831,480127,477278,482376,466972,478815,471904,482898,477510,473762,484587,482274
74,479235,490044,489543,482527,476112,488944,486349,494246,487148,485978,489246,485526,485966,503681,489935,475865,487678,473261,484029,490223,483968,488208,485775,490206,475012,487192,479846,491135,485932,481220,492610,490563
75,486252,496915,496521,489696,482979,495964,493199,501215,493812,492720,496317,492637,492729,511050,496777,482517,494293,480116,490653,497164,490621,495397,492493,497389,481762,494252,486373,498402,492681,488295,499363,497335
76,490572,501937,501206,494402,487707,500657,497870,505989,498364,497702,501009,497235,497470,515968,501622,487291,499249,484542,495510,501714,495531,500241,497370,502210,486218,498966,491079,502977,497372,492986,504222,502135
77,496500,507630,507392,499821,493261,506996,503700,511997,504430,503636,506988,503067,503287,521749,507671,493160,505099,490433,501495,507782,501415,506372,503033,508136,491796,505234,496780,509393,503161,498868,510276,507995
78,503328,515038,514318,506858,499936,513892,510751,519034,511415,510893,513907,510212,510427,529325,514722,499986,512293,496879,508370,514928,508306,513289,510422,515225,499038,512041,503596,516107,510471,505955,517761,515220
79,511881,523415,522812,515738,507315,522503,517740,527885,519358,518789,522782,517782,517654,537261,522338,508932,519459,503862,515718,521787,515314,521175,517247,522459,506846,519697,511903,524652,518014,513339,526112,522329
80,516917,529018,528447,520868,513833,528037,524750,533480,525486,524812,528310,524074,524684,543546,528946,513446,526171,510613,522499,528890,522010,527308,524340,529367,513028,526550,517593,530863,524188,520297,532390,529614
81,522979,535292,534813,527163,519812,534544,530928,539710,531523,530827,534070,530569,530667,549993,534955,519636,532425,516638,528840,535276,527925,533804,530584,535733,518624,532641,523923,537007,530549,526318,538496,535901
82,527526,540303,539099,531497,524097,539172,535221,544215,535942,535424,538702,534922,535050,555335,539995,524094,536734,520569,533102,539468,532537,538378,535034,540072,522993,537598,528490,541749,535166,530985,543392,540304
83,532832,545589,544939,536993,529469,544889,540931,549688,541643,541291,544125,540320,540719,560520,545031,529508,542138,526153,538507,545158,537670,543471,540725,545647,528671,543059,534168,547517,540788,536337,548734,546296
84,542402,555282,554515,546961,538982,554207,549714,559174,550865,550280,553170,549245,549540,570409,554311,538477,551726,535685,548229,554998,546987,552919,550896,554536,537329,552234,542936,556743,549910,545223,557888,555265
85,549151,562985,561765,554170,545604,561863,557906,566902,559320,557630,561688,556587,557230,579104,562870,546377,559856,543712,556856,562701,554444,560655,558694,562725,544852,559958,551302,565420,557423,553866,566150,562994
86,555363,569469,568377,559620,551851,568174,563830,573544,564919,564237,567588,563356,563672,584498,568763,552120,565537,549106,562597,569085,560804,566906,564246,569241,550914,566184,556622,570998,563961,559258,572345,570022
87,559291,573061,572412,563592,555661,572267,567929,577531,568795,568263,571563,567332,567694,588747,572509,556008,569932,553085,566609,573182,565257,571588,568765,573846,555063,570490,560781,575295,567949,563601,576446,573963
88,565195,579482,579211,569142,561349,578825,574293,583624,574370,574518,577041,573644,573045,595136,578357,562146,575171,558716,571616,578777,570252,576657,574550,579020,560488,576134,566399,580753,573787,570457,582295,580868
89,570238,584346,583652,574505,566367,583576,578999,588820,579623,579802,582582,578391,578496,600179,583666,566959,580933,563739,577403,584288,575786,582411,579386,584524,565888,581685,571832,586456,579092,574542,587749,585139
90,579645,594056,593234,583168,575390,592865,587871,598226,588644,588511,591241,587502,587152,609663,592832,575790,589752,572683,587287,593246,584611,591910,588314,593836,574883,590563,581020,596140,588486,583951,597260,593997
91,586228,600787,600247,590606,582029,600436,595138,605110,595842,595943,598677,594520,594881,616747,600339,582412,597053,579562,593544,600522,591941,598834,595465,600707,581657,597821,587703,602721,595296,590569,604177,601372
92,591935,606854,605955,596790,588555,606269,601402,611477,601873,602179,604823,600749,600544,623280,606240,588505,603792,585314,599986,606347,597776,604988,601588,607203,587856,604465,593847,609380,601745,596585,610903,607625
93,596813,611823,611225,601986,592583,610929,606262,616266,606744,606458,609474,605421,605701,629128,611588,593116,607917,589776,604688,611473,603117,609654,606662,612076,592798,608873,598986,614372,607283,601597,616419,612457
94,604348,619100,617594,608644,600646,618662,613012,623464,614501,614587,616916,613843,611812,634853,617944,599830,614339,595963,610227,618075,608653,615995,612586,618312,599369,616503,605298,620945,613647,608535,622967,620046
95,611150,626661,624883,615359,606032,625278,620706,630508,620898,620356,623861,619427,619985,642716,625324,606211,621575,602256,617647,624110,615241,623346,620171,625157,606541,624089,612095,628341,621195,615546,630391,626933
96,618767,634575,633498,622758,614621,635825,628416,639114,629268,629256,632373,627584,627941,650900,634519,615467,630406,610547,626438,633239,624520,633163,628935,634019,614939,633912,620581,636885,629255,625885,638751,635119
97,625084,640641,639660,628996,620284,640445,634665,645831,635283,635503,638341,634141,633730,657825,639900,621026,637405,617990,633497,640769,631431,638530,635725,641155,620412,638024,626239,643321,635426,630030,645322,641716
98,631559,647480,646762,635572,626760,647076,641426,653071,641903,642183,645045,641156,640336,664489,646966,627489,643438,623984,639445,646920,637452,645179,641892,647555,627161,645216,633573,650479,642698,637127,652586,648673
99,639198,654217,653001,642252,632909,653395,647375,658749,648655,650133,651426,646909,646376,670419,653373,635169,649898,629999,645406,652702,643900,650624,648162,653113,633788,651911,639210,657462,648930,643328,658147,655335
100,644227,661504,658537,647674,638251,659435,654409,665840,654172,654816,656851,652898,654301,677783,660087,639708,655681,635522,651896,658929,649355,657079,654240,659851,639529,657688,646686,663298,654596,648705,666443,661204
101,650589,667415,666258,654811,647176,666487,661333,673333,662303,661642,664236,660118,659862,685422,666482,646892,661521,641591,657555,665403,655416,663267,659964,665747,646760,665669,653205,670625,661431,655462,673672,669052
102,657641,674871,673959,662062,652897,673917,668343,680170,668707,669176,671612,667643,666787,692290,673698,653913,669768,649798,665623,673443,663335,671763,669204,673915,653310,672039,659678,677419,669039,663072,679887,675599
103,663095,680579,679526,668366,658954,679841,674296,685791,674514,674832,677379,673214,672438,698412,679291,659566,675303,655008,671348,679085,669102,677163,673782,679871,658708,677864,664984,683602,674531,668821,685365,681448
104,669265,687303,686008,673945,665186,686533,680105,692279,680766,681124,683883,679975,679021,705007,685953,665940,680723,660081,676934,684560,674533,682850,679225,685287,665267,684453,670877,689391,680389,674395,691221,687701
105,675963,694174,692609,681015,671925,692597,687240,700159,686761,688367,690076,686827,685026,711443,693205,672298,686965,666108,682911,690360,680235,689047,685349,691592,671050,690309,677211,696464,686647,680427,698191,694123
106,682943,700068,698156,687288,677855,699084,693400,705446,694227,693379,697114,692156,691948,717667,699374,678299,692685,671469,688646,696333,686218,694730,690785,697014,678304,696785,683921,702815,693246,686690,703636,700685
107,690830,709812,706723,695533,686560,707460,701143,713458,701358,702461,704401,700270,699073,726266,706910,687552,701337,679113,696656,705135,693909,702794,698991,704567,685539,705108,692542,710325,700331,695619,712477,709228
108,696052,715033,713185,700699,691135,714142,707220,720455,707677,708342,710445,706171,705366,732886,712892,692087,708525,686700,704324,712184,701746,710272,706424,712917,692215,711506,697981,717105,707868,701839,719716,715361
109,701487,721034,719377,706612,697130,720092,713062,726419,713969,714411,716453,711958,711337,738987,719213,698441,714373,692508,709851,718084,707249,716183,712190,718540,698204,718100,704096,723227,713628,708427,725987,721772
110,707730,727418,725469,712528,703063,726688,718843,732942,720490,720350,722882,718496,717694,745774,726216,704745,720367,698122,715992,723957,713141,722448,717996,724585,704281,723891,710516,729583,719700,714292,731895,728211
111,713847,733874,732591,719365,709445,732480,725806,739073,727139,726972,729344,724533,723887,751782,733015,711107,725679,703547,721322,729501,718621,727575,723442,729969,710490,730656,716658,737166,726026,720116,738094,734586
112,720467,740309,738171,725738,715284,738664,732107,745692,734152,733716,735409,731705,731458,759274,739595,717180,732511,709975,728192,736390,725409,734464,730368,736975,717805,737527,723197,743450,733161,727200,745157,741255
113,726579,748194,745679,731959,722067,746802,738263,753608,739845,741765,742557,738258,739113,766048,745524,723931,740091,717388,735683,744026,732754,741794,737767,744355,724398,745181,730987,749521,739308,734212,752159,747986
114,732772,753744,751516,738685,728446,752546,745304,759634,746384,746690,749466,744644,744066,772812,752237,730214,745533,722796,741247,749610,738262,747498,743326,750129,730171,750675,736289,756519,746037,740178,758789,755092
115,737905,759653,757364,743943,733816,758126,750756,765123,751910,752055,754691,750325,749689,778650,757737,735821,751784,729147,747440,755902,744491,754117,749547,756618,735654,756507,742195,762406,751622,746086,764771,760916
116,744026,765546,763553,750305,739645,764304,756419,771570,758109,758555,760810,756363,756135,784861,763905,741529,757288,734338,753023,761521,750004,759691,755045,762136,741323,762628,748190,768596,758141,751843,770678,766962
117,748765,770093,767973,754400,743993,769495,760715,776186,762538,762837,765735,761097,760474,789365,768667,746188,763026,739927,758582,767361,755584,765502,760869,767977,745801,766931,752636,773007,762632,756868,775653,771375
118,755214,776785,774500,761227,750960,775676,767230,783310,768922,769713,771778,767132,766791,795917,774866,752435,769988,746578,765444,774126,762304,772262,767679,774772,752082,773999,758842,779628,769406,762647,781747,778257
119,760337,782169,780187,766464,755401,781312,772736,788604,774169,774778,777261,772247,772167,801787,780278,757524,776311,752675,771663,780275,768493,778264,773670,780992,757175,778768,764155,785099,774767,768102,787682,783496
120,768678,790480,788189,774872,764306,789243,781863,796487,782282,782802,785139,780458,779557,809504,788426,765115,781300,757568,776996,785688,773578,783549,778995,786532,765352,786940,772321,793575,783083,776325,795846,791281
121,775312,797704,795746,781766,770765,796971,788237,804476,789633,790550,792862,787727,787641,817859,796107,772845,789449,765422,784915,793635,781298,791835,787559,794525,772931,794601,779614,801546,790407,783631,803324,799598
122,780502,803292,801352,787005,775247,802343,793161,810194,795169,796096,798550,793465,792892,823621,801401,778114,795975,771980,791876,800633,788106,798685,793939,801410,777829,799802,784858,806468,795565,789144,808495,804708
123,786413,809547,807433,793307,781501,808923,799449,816257,801153,802762,806607,799674,799573,831919,808506,786445,802203,777343,797467,806208,793920,804251,799825,806966,784176,806076,791227,812650,801909,795491,815137,811201
124,793028,816455,813973,799780,788177,815556,806199,823356,807459,808907,811111,806223,805741,836772,814507,790618,810225,785361,805374,814456,801990,812293,807686,815261,790308,812843,797319,819316,808090,801792,822012,817886
125,799807,823117,821206,806599,794904,822112,812311,829534,814189,815861,817949,812665,812073,843808,821190,797192,815461,790182,810364,819684,807052,817550,812482,819965,796612,819560,804422,826433,814429,807696,829196,824909
126,806633,830575,828498,814012,802111,829413,820600,837672,821826,823643,825557,820286,819993,851458,828882,804701,822599,797376,817732,826706,813964,824581,820097,827566,804648,827575,811993,833763,822690,815970,836919,832229
127,813020,836544,834508,819546,807705,835732,826172,843621,827818,829484,831139,826135,825917,857675,834611,810069,829149,803529,824184,833549,820490,831207,826254,834308,810482,833393,817858,840365,828843,822151,842658,838857
128,820262,844943,842172,826394,814296,842940,833786,850319,835329,837250,838530,832819,832995,866519,842724,817423,834900,809052,829756,838921,825902,836785,832050,839715,817732,840548,824723,847281,835749,828969,849909,845496
129,825562,849296,847624,832727,820775,849356,839578,856831,840480,842028,843766,838920,838585,870958,847241,822769,841991,816087,836983,846250,833182,844270,839268,847302,823040,846408,830651,853525,841257,835033,855917,851583
130,831454,855628,853934,838448,826154,855184,845310,863510,846507,848617,850151,845111,844840,877245,853786,828965,849121,823111,844198,853611,840176,851221,846441,854344,828825,852243,836576,859536,847173,840998,861867,858065
131,836793,861193,859643,844062,831674,860965,850876,869336,851973,854316,855836,850673,850748,883041,859745,834460,854471,828231,849360,858844,845331,856647,851610,859712,834516,858204,842147,865611,853021,846974,867768,863926
132,845162,870196,868646,852941,840768,868907,858015,878177,860282,863530,863498,858418,858165,890909,868049,843137,859883,833512,854756,864177,850762,861743,856969,865067,843306,866526,850240,873509,860969,854920,875365,871915
133,851200,875788,874732,858827,845920,875117,865782,883712,866961,869425,869898,864855,864650,898345,874327,848311,867559,841090,862474,872038,858385,869674,864676,873003,849634,873702,857038,880063,867797,861920,882507,878931
134,857783,883711,880880,865830,853341,882979,871673,890839,873587,876714,877324,872578,871405,904834,882374,855735,874381,847470,868725,878612,864919,876295,871421,879614,857185,880368,864282,887263,874534,868386,890509,885653
135,863710,889405,887170,870906,858437,888279,877681,897149,879181,881778,882882,877727,877777,911337,887215,861218,881393,854438,875967,885716,871993,883500,878163,886899,861823,886020,868983,893271,880268,874206,895904,891803
