subop_w,ceph01_ceph-osd.0.asok.txt,ceph01_ceph-osd.1.asok.txt,ceph01_ceph-osd.2.asok.txt,ceph01_ceph-osd.3.asok.txt,ceph01_ceph-osd.4.asok.txt,ceph01_ceph-osd.5.asok.txt,ceph01_ceph-osd.6.asok.txt,ceph01_ceph-osd.7.asok.txt,ceph02_ceph-osd.10.asok.txt,ceph02_ceph-osd.11.asok.txt,ceph02_ceph-osd.12.asok.txt,ceph02_ceph-osd.13.asok.txt,ceph02_ceph-osd.14.asok.txt,ceph02_ceph-osd.15.asok.txt,ceph02_ceph-osd.8.asok.txt,ceph02_ceph-osd.9.asok.txt,ceph03_ceph-osd.16.asok.txt,ceph03_ceph-osd.17.asok.txt,ceph03_ceph-osd.18.asok.txt,ceph03_ceph-osd.19.asok.txt,ceph03_ceph-osd.20.asok.txt,ceph03_ceph-osd.21.asok.txt,ceph03_ceph-osd.22.asok.txt,ceph03_ceph-osd.23.asok.txt,ceph04_ceph-osd.24.asok.txt,ceph04_ceph-osd.25.asok.txt,ceph04_ceph-osd.26.asok.txt,ceph04_ceph-osd.27.asok.txt,ceph04_ceph-osd.28.asok.txt,ceph04_ceph-osd.29.asok.txt,ceph04_ceph-osd.30.asok.txt,ceph04_ceph-osd.31.asok.txt
0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,6,6,4,3,4,2,4,0,1,3,1,2,2,5,2,10
1,1835,2218,2255,1818,1790,1667,1911,1670,1640,1568,1520,1545,1747,1486,1679,1527,1596,1577,1662,1576,1609,1652,1733,1628,1654,1638,1779,1600,1525,1624,1529,1567
2,3900,3857,3924,3855,3729,3819,3765,3956,3785,3633,3714,3672,3653,3912,3845,3546,3817,3497,3753,3796,3838,3830,3717,3680,4031,4320,4105,4135,3914,4667,3825,3893
3,7371,7688,7695,7777,7263,7415,6946,7820,6904,6824,6811,6837,6709,7086,7379,6586,7258,6501,6999,7182,7246,7649,7491,7295,7243,7736,7136,7624,7480,7241,6849,7331
4,11993,11931,12443,12205,11638,11589,11875,12576,11984,11456,11593,11734,11476,11972,12117,11270,12168,11158,12407,11868,11990,12075,11584,11907,12013,12815,11682,12167,12132,12494,11833,12228
5,15869,16251,16482,15875,15367,15421,15846,16567,15760,15244,15493,15376,15656,16262,16060,14694,16116,14969,15847,16077,15960,16174,15598,15995,15266,16253,15416,16022,15751,15703,15269,16383
6,19829,19983,20231,20198,19409,19929,20242,21278,20091,19546,19962,19706,19976,20831,20479,18831,20531,19096,20010,20237,20206,20363,20057,20287,19402,20686,19315,20284,20097,19988,19427,20610
7,23966,24161,24734,24541,23726,24079,24470,25625,24369,24093,24579,23901,24433,25401,25124,23033,24975,23109,24524,24849,24577,24707,24355,24824,23298,25068,23504,24780,24436,24171,23676,24999
8,28963,28656,29570,28980,28116,28838,28904,30260,29414,28084,28575,28511,28650,30379,29689,27123,28877,27914,29369,29450,28984,29628,28261,29788,28050,29900,27756,29178,28848,28718,28313,29981
9,33231,33469,34084,33981,32850,33197,33889,35485,33893,33176,33345,32986,33412,34758,34169,31649,34310,32108,33622,34212,33949,34226,33443,34376,32248,34837,32648,34155,33950,33506,32716,34682
10,36566,36671,37284,37144,36008,36523,37338,38746,36718,36235,36714,36121,36560,38217,37404,34503,37361,34985,36724,37444,37355,37287,36681,37618,35447,38145,35991,37314,36980,36569,36030,38075
11,40525,40823,41653,41342,40137,40675,41364,43007,40966,40066,40789,39905,40547,42186,41310,38322,41299,38804,40857,41381,41263,41535,40566,41685,39365,42234,40054,41462,41258,41035,40172,41951
12,45255,45554,47327,46194,44450,45450,46045,47549,45404,45215,45206,45357,45100,47122,46069,42935,45973,43165,45487,45721,46155,46644,44591,45846,43989,47912,44247,46235,46369,45928,44385,46688
13,48715,48979,49876,49700,48292,48485,49805,51474,49196,48253,49504,48348,49153,51293,50159,46433,49639,46497,49062,50020,49100,49669,48317,49865,47190,50734,47975,49802,49419,49267,48048,50584
14,51907,52150,53248,53185,51278,51594,52838,55112,52414,51158,52485,51259,52136,54556,53058,49475,52811,49838,52288,53135,52798,53448,51837,53630,50516,54112,51059,53175,52863,52448,51491,54286
15,56190,56658,57862,57689,55892,56171,57343,59907,56898,55766,56767,55822,56794,59146,57509,53773,57273,54334,56990,57734,57485,57950,56294,58192,54686,58593,55808,57632,57373,57465,55657,58735
16,60547,60896,62045,61981,60055,60136,61324,64410,61435,59608,61304,60261,61038,63401,61900,57805,61468,58444,60739,61988,61598,61821,60491,62202,58875,62874,59532,61468,61612,61269,59452,63112
17,65353,66158,67738,67184,65422,65068,66447,69893,65705,64312,65330,64861,65463,68108,66766,62262,66183,62537,65330,66420,67163,68254,65028,66568,63827,68096,64512,66734,66974,66270,64906,68358
18,69142,69565,71008,70597,68515,68921,70183,73447,69964,68496,69841,68595,69920,72953,71067,66216,70179,66633,69533,71096,70343,71184,69529,71383,66940,71608,68048,70649,70654,70248,68220,72507
19,72721,73362,74843,74700,72071,72286,73701,77355,73186,72113,73848,71857,72910,76739,75142,69602,73294,69372,72481,73801,73396,74152,72123,74202,70392,75514,71786,74387,74192,73731,72196,76281
20,76924,77205,79461,78751,76138,76585,77914,82065,77112,75449,77244,75525,77037,80699,78704,73163,77451,73428,76781,78039,77469,78547,76316,78420,74252,79754,75614,78627,78773,78101,76141,80255
21,80252,80722,82526,82205,79456,79836,81597,85365,81346,79763,81465,79945,81556,84961,82892,77158,82031,77448,80983,82611,81821,82835,80568,82921,77695,83064,78980,82151,82194,81680,79300,84061
22,85014,85657,87249,86553,84054,84661,85959,90138,86041,84246,86068,84322,85864,89545,87844,81854,86339,81779,85886,86561,86333,87230,84649,87330,82402,87931,83529,86986,86875,86527,83838,88849
23,89916,90490,92307,91831,88796,89397,91287,95498,91303,89426,91079,89255,91158,94767,93053,86621,91159,86895,90977,92032,91954,92930,90248,92730,86862,92809,88334,91876,92128,91455,88777,94036
24,94241,94771,96866,96409,93440,93870,95567,100295,95382,93711,95917,93438,95473,99210,97267,90861,96816,90856,94684,96797,95628,96304,94455,96841,90902,97106,92712,96470,96593,96086,93126,98708
25,97115,98273,99794,99452,95919,96953,98679,102946,98181,96463,98246,96450,98216,102430,99942,93299,98920,93711,97952,99982,99024,99963,97535,100310,94238,100816,95874,99919,100177,99341,96308,102227
26,101887,102289,104839,104571,100584,101308,103128,108051,102841,100834,102979,100698,102818,106976,104489,97658,103672,98059,102401,104772,103507,104609,101942,105102,98518,105388,100500,104271,104885,103847,100960,107216
27,105299,105772,107968,107683,103843,104904,106596,111917,106451,104330,106700,104530,106619,111056,108546,101367,107028,101531,106059,108435,107178,108241,105763,108859,101822,108973,103586,107813,107963,107346,104181,110667
28,109745,110677,112760,112493,108574,109621,111298,117092,111554,109079,111953,109369,111736,116017,113698,106145,112481,106704,111265,113715,112496,113568,110911,113989,106361,113474,108251,112836,112844,112015,108822,115477
29,114070,115051,117177,116679,112874,114391,116386,121783,116089,113173,115915,113407,115690,120577,117809,109781,116524,110658,115391,117949,116595,117837,115207,118320,110492,118774,112680,117568,117818,116816,113179,120507
30,118673,119490,121819,121422,117252,118203,120361,126217,120417,118012,120933,118451,120687,125803,122944,114454,121398,115445,120431,122726,121519,122837,120168,123298,114548,122679,116729,121663,121821,120852,117675,124651
31,122923,123494,126736,125946,121058,122175,124410,129958,124039,121828,124438,121746,125321,130184,126409,118320,125170,118816,123775,126741,124997,126659,123861,127140,118439,126698,120693,126342,127127,125691,121435,129292
32,126392,127491,129942,129514,125086,125997,128171,134594,127918,125661,129050,126484,128611,133650,130456,121989,129217,122816,127856,130661,129172,130759,127992,131303,122392,130793,124605,130052,130273,129267,125867,133107
33,130593,131777,134474,133728,129305,130524,132623,139011,132933,130083,133522,130730,133231,138692,135202,126256,133999,127310,132391,135274,133677,135348,132591,136218,126762,135149,128808,134356,134395,133459,129755,137692
34,134910,135936,138899,138103,133795,134612,136743,143854,137413,134404,137833,135097,137824,143093,139882,130508,138424,131720,137222,140050,138444,140283,137331,140825,130541,139586,133027,138570,139043,137818,134309,142113
35,138938,140162,142982,142167,137705,138654,140725,148046,141600,138661,141931,139315,141783,147571,143984,134514,142656,135732,141529,144585,142778,144637,141427,145054,134302,143628,136789,142795,143012,141969,138127,146200
36,143228,144443,146857,146738,142155,142789,145194,152534,145995,142735,146230,143202,146331,152157,148413,138649,146850,140000,145199,148525,146983,148474,145371,149460,138164,147895,140844,147117,147293,146000,142028,150630
37,147461,148363,151345,150923,146020,146805,149053,156826,149975,146645,149855,147368,149939,155992,152273,142196,150653,143355,149273,152570,150747,152588,149365,153541,142173,152348,144760,151532,151284,150270,146339,154647
38,150696,152887,155071,154939,149578,150564,152729,160330,153596,150044,153697,150973,153560,159698,155939,145421,153818,146902,152427,155952,154109,155963,152694,156842,145910,155711,148489,154978,155546,153914,149769,158332
39,154786,156132,159012,158117,152917,153764,156420,164889,157153,153716,157369,154679,157412,163762,159692,149164,158106,150838,156741,160193,158490,160439,157142,161083,149542,159723,151834,159316,158932,157645,153451,162307
40,160110,161495,164784,163791,158799,159821,162065,170630,163272,159852,163478,160484,163614,170045,166090,154847,164289,156513,162717,166147,164556,166508,163048,167244,154710,165450,157321,164668,164766,163545,159090,168313
41,164911,166242,169401,168729,163383,164520,166759,175082,168202,163984,168251,164943,168214,174894,170695,159387,169256,161124,167436,170909,169428,171092,168149,172426,159083,170420,161729,169283,169518,168352,163668,173324
42,169630,171039,174229,173054,168051,168825,171259,179999,172632,168325,172620,169407,172822,179464,175289,163470,173627,165604,172235,175524,173380,175735,172758,176999,163450,174564,166585,173753,174201,172605,167985,178175
43,172924,174173,177513,177219,171786,172282,174418,183489,176381,172039,176142,172695,176134,183166,178538,167350,176838,169335,175444,179294,177109,180105,176140,180800,166719,178593,170080,177514,177649,176205,171585,181590
44,177814,178868,182970,181374,175962,176857,179610,188535,181018,177493,180712,177694,181035,187779,183772,171144,181821,173932,181169,183891,182003,184369,180414,185815,171307,183054,174226,181965,183073,181061,175979,186204
45,181869,183132,187098,185904,180242,181296,183478,193065,184889,180873,185149,181750,185513,192765,188184,175509,186074,177610,184726,188574,186447,188768,185149,189928,175359,187533,178457,186302,186827,185343,180409,190760
46,186032,187467,191226,190281,184508,185716,187696,197864,189495,185281,189365,186207,190004,197076,192586,179841,190424,181480,188985,192836,190639,193139,189589,194384,179443,191955,182633,190546,191182,189641,184672,195087
47,190705,192127,196120,194943,188646,189844,192020,202575,193836,189527,193715,190322,194332,201669,196982,183921,194875,185908,193365,197679,195352,197612,194157,198945,183997,196539,187252,195095,195763,194314,188976,199495
48,193827,195329,199367,198022,191995,193345,195442,206250,197392,192804,197403,193936,197754,205388,200622,187385,198532,189391,197008,201134,198821,201278,197489,202624,186842,199773,190197,198428,199271,197602,192564,203023
49,197121,198374,203065,201483,195255,196422,198578,209271,200293,195720,200417,196977,200661,208510,203575,190272,201584,192378,199834,204107,201802,204014,200633,205554,189752,202690,193085,201312,202466,200492,195453,206029
50,201372,202892,207330,205596,199418,200650,202536,213930,205279,200357,205429,201777,205973,213143,208587,194196,206416,196655,204929,208561,206383,209097,205493,210051,194215,207775,197570,206210,206794,205104,199499,210460
51,206929,207752,211869,210271,204665,205286,207733,218689,209746,204651,209526,205798,209804,217792,213088,199022,211065,201121,208887,213228,210846,213542,209611,214838,198968,212861,201919,210798,211424,209635,204262,216164
52,210958,212724,216807,215367,208942,210274,212706,224262,214436,209578,214908,210941,214834,223330,218199,203741,215993,206336,214321,218501,216189,218772,214715,220437,203321,217181,206873,215881,216560,214765,209296,220918
53,215110,216623,221035,219502,213078,214290,216530,228378,218915,213675,219191,215011,219203,227693,222348,207734,220222,210024,218355,222957,220235,222996,218821,224353,207239,221620,210886,220158,220702,218725,213362,225228
54,218840,220064,224740,223209,216543,217945,220063,232128,222520,217260,222491,218483,222962,231348,225839,211061,223784,213892,222034,226442,223771,226710,222686,228234,210737,225095,214293,223575,224457,222394,216924,228861
55,223154,224663,229383,227935,221324,222712,224926,237441,227625,221742,227494,223132,227814,235903,230499,215302,228668,218065,226103,231517,228697,231777,227230,232900,215325,230120,219019,228013,228952,226865,221462,233651
56,227657,229236,233992,232341,225756,227186,229084,241826,232238,226325,231944,227724,232119,240991,235468,219947,233288,222579,230860,235828,233089,236140,231914,237668,219956,234736,223254,233311,233967,231406,226188,238146
57,231664,233700,238167,236752,229594,230792,233491,246423,236358,229738,235912,231559,235986,245055,239214,223299,237874,226820,234519,240537,237438,240696,235701,241781,223526,238377,227023,236761,237695,235425,229729,242256
58,235240,236908,241742,240202,233134,234571,236980,250128,239978,233663,239610,235525,239874,248957,243195,227022,240872,229976,238311,243774,241009,244156,239773,245774,227071,242387,230496,240678,241606,239370,233760,246507
59,238683,240456,245543,243765,236446,237975,240557,253842,243599,237110,243185,238814,243543,252701,246745,230456,244446,233398,241845,247272,244630,247731,243403,249477,230553,246036,233969,244150,245108,243070,237148,250135
60,242601,244406,249195,247709,240432,241775,244490,258078,247542,240893,247371,242645,247471,256444,250880,234159,248176,237191,245717,251378,248559,251567,247064,253430,234074,249970,237512,247706,248980,246917,240912,253923
61,247360,248907,254667,252474,245375,246480,249050,263003,252247,245944,252281,247235,252847,261118,255815,238819,252944,241957,251401,255896,253030,256533,251750,258209,239289,254983,242163,252653,254029,252156,245227,258501
62,251951,253809,258739,257513,249677,251347,253664,267696,257167,250398,256828,252249,257539,266464,260875,243366,257935,246559,255522,261000,258194,261490,256821,263315,243376,259965,247042,257476,258886,256884,250324,263792
63,256812,257597,262720,261600,253632,255011,257676,271968,261319,254301,260654,255722,260926,270283,264949,246897,261777,250365,259481,264924,262086,265698,260567,267169,246800,263681,250873,261876,262810,260674,254072,267775
64,260150,262211,267077,265889,257777,259403,262107,276777,265246,258531,265276,260344,265822,275033,269036,251338,266368,254724,263731,269653,266713,270084,265106,271872,251228,268281,254779,266206,267393,264932,258584,272578
65,263516,265698,270530,269385,261186,262829,265574,280401,268794,262072,268856,263789,269354,278868,272678,254741,269751,258060,267411,273196,270355,273659,268702,275483,254570,271981,258050,269592,270895,268515,262086,276223
66,267688,270198,275267,273847,265427,267052,269724,284951,273165,266185,273115,268276,273851,283377,277343,258910,274210,262057,271956,277605,274825,278037,273015,280145,258738,276223,262470,273899,275179,272781,266213,280825
67,273077,276190,280662,279007,270326,272359,274845,290205,278556,271759,278222,273168,278860,288921,282517,263758,279390,266788,277266,282792,279422,283923,277993,286086,263509,281350,267197,279005,281347,278572,271083,285434
68,277100,279260,284407,283326,274496,276246,278950,294737,282672,275590,282564,277540,283327,293099,286792,267862,283784,271212,280957,287481,284394,287723,282574,289766,267682,286253,271450,283476,284816,282334,275499,290449
69,281477,283750,289184,287651,278852,280403,283317,299454,286690,279556,286860,281366,287754,297720,291065,272087,288278,275659,285334,292051,288777,291817,286899,293954,271659,290588,275793,287915,289151,286748,279844,295268
70,285493,287605,293019,291568,282731,284529,287452,303796,290973,283701,290907,285677,291699,301752,295105,275914,292186,279327,289277,295893,292635,296090,291016,298300,275619,294554,279519,291908,293364,290926,283862,299183
71,288693,290699,296304,294712,286042,287747,290755,307369,294125,286781,294136,288850,294962,305156,298374,279072,295563,282354,292427,299303,295929,299565,294254,301637,278815,297857,282594,295158,296639,294190,286910,302399
72,292774,294899,300639,298886,289978,291602,295196,311489,298416,290917,298338,292869,299218,309454,302732,283048,299712,286275,296397,303428,299877,303534,298348,305992,282596,301882,286398,299160,300703,298138,290623,306563
