avg_latency,ceph01_ceph-osd.0.asok.txt,ceph01_ceph-osd.1.asok.txt,ceph01_ceph-osd.2.asok.txt,ceph01_ceph-osd.3.asok.txt,ceph01_ceph-osd.4.asok.txt,ceph01_ceph-osd.5.asok.txt,ceph01_ceph-osd.6.asok.txt,ceph01_ceph-osd.7.asok.txt,ceph02_ceph-osd.10.asok.txt,ceph02_ceph-osd.11.asok.txt,ceph02_ceph-osd.12.asok.txt,ceph02_ceph-osd.13.asok.txt,ceph02_ceph-osd.14.asok.txt,ceph02_ceph-osd.15.asok.txt,ceph02_ceph-osd.8.asok.txt,ceph02_ceph-osd.9.asok.txt,ceph03_ceph-osd.16.asok.txt,ceph03_ceph-osd.17.asok.txt,ceph03_ceph-osd.18.asok.txt,ceph03_ceph-osd.19.asok.txt,ceph03_ceph-osd.20.asok.txt,ceph03_ceph-osd.21.asok.txt,ceph03_ceph-osd.22.asok.txt,ceph03_ceph-osd.23.asok.txt,ceph04_ceph-osd.24.asok.txt,ceph04_ceph-osd.25.asok.txt,ceph04_ceph-osd.26.asok.txt,ceph04_ceph-osd.27.asok.txt,ceph04_ceph-osd.28.asok.txt,ceph04_ceph-osd.29.asok.txt,ceph04_ceph-osd.30.asok.txt,ceph04_ceph-osd.31.asok.txt
178,8.4e-05,6.3e-05,4.1e-05,5.3e-05,3.9e-05,0.000246,5e-05,4.3e-05,4.8e-05,4.6e-05,5.3e-05,4.2e-05,7.8e-05,5.5e-05,7.1e-05,6.6e-05,5.6e-05,7e-05,0.0001,6.5e-05,4e-05,5e-05,3.9e-05,4.4e-05,6e-05,6.7e-05,6.4e-05,4.5e-05,5e-05,5.2e-05,3.9e-05,5e-05
179,4.2e-05,4.4e-05,9.5e-05,5.3e-05,4.4e-05,3.6e-05,5.4e-05,4.4e-05,3.9e-05,5.1e-05,4.5e-05,5.1e-05,4.4e-05,5.8e-05,4.8e-05,4e-05,4.5e-05,4e-05,9.4e-05,0.000223,7.5e-05,6.7e-05,6.5e-05,7.2e-05,4.3e-05,6e-05,0.000108,9.1e-05,3.8e-05,3.9e-05,6.8e-05,5.5e-05
180,4.8e-05,4.3e-05,8e-05,0.000127,5.4e-05,5e-05,0.000142,8.9e-05,4.5e-05,4.9e-05,4.6e-05,4.7e-05,4.3e-05,4.3e-05,4.2e-05,3.5e-05,5.3e-05,6.6e-05,3.5e-05,3.5e-05,6.3e-05,6.2e-05,5.4e-05,5.3e-05,5.8e-05,3.5e-05,4.5e-05,5.2e-05,4.7e-05,5.1e-05,9.4e-05,5.9e-05
181,4.3e-05,5.3e-05,6.9e-05,4.8e-05,7.7e-05,7.8e-05,0.00012,3.9e-05,7.4e-05,9e-05,7.4e-05,6.8e-05,4.8e-05,5e-05,8.5e-05,5.1e-05,7.6e-05,5.2e-05,4.7e-05,4.1e-05,3.7e-05,4.6e-05,4.6e-05,4.8e-05,4.2e-05,6.3e-05,5.7e-05,3.7e-05,4.7e-05,3.9e-05,6.2e-05,4.9e-05
182,9e-05,7.1e-05,4.7e-05,5.4e-05,6.7e-05,6.6e-05,4.1e-05,7.4e-05,0.000113,8.6e-05,6.7e-05,6.9e-05,5.8e-05,6.4e-05,5.4e-05,5.8e-05,5.2e-05,4.7e-05,4.3e-05,5.5e-05,4.4e-05,3.5e-05,5.1e-05,3.9e-05,4.5e-05,5e-05,4.7e-05,4e-05,5.1e-05,7.5e-05,4.7e-05,4.5e-05
183,9.4e-05,0.000117,3.8e-05,4.5e-05,0.000192,4.5e-05,3.9e-05,4.3e-05,3.7e-05,3.8e-05,4e-05,4.2e-05,4.5e-05,4.9e-05,9.9e-05,8.3e-05,5e-05,4.5e-05,7.5e-05,0.000101,6.1e-05,7.2e-05,5.5e-05,5e-05,6.4e-05,7.1e-05,4e-05,5e-05,6.3e-05,7e-05,4.4e-05,5.5e-05
184,4.6e-05,5.3e-05,5.2e-05,3.5e-05,4e-05,5.9e-05,3.9e-05,3.8e-05,4.2e-05,5.4e-05,0.000126,4.3e-05,8.4e-05,5.6e-05,5.3e-05,6.5e-05,4.6e-05,4.5e-05,6.1e-05,5.1e-05,5.1e-05,4.5e-05,5.2e-05,5.4e-05,7.8e-05,0.000136,9.6e-05,0.000128,4.3e-05,4.9e-05,4e-05,4.9e-05
185,4.1e-05,3.6e-05,6.2e-05,4.3e-05,3.7e-05,3.8e-05,6.2e-05,4.3e-05,3.8e-05,4.2e-05,4.1e-05,3.9e-05,5e-05,5.9e-05,3.7e-05,4.2e-05,6.2e-05,0.000246,5e-05,9.4e-05,8.7e-05,6.7e-05,7.2e-05,6.2e-05,3.5e-05,4.1e-05,6.4e-05,7.2e-05,3.9e-05,4.1e-05,6.2e-05,5.8e-05
186,4.9e-05,4.1e-05,8.4e-05,8e-05,4.9e-05,4.8e-05,7.2e-05,0.000199,4.4e-05,5.9e-05,3.4e-05,7.3e-05,4.1e-05,5.5e-05,3.7e-05,4.5e-05,7e-05,7.7e-05,4.6e-05,3.9e-05,5.9e-05,5.8e-05,4.7e-05,5.7e-05,0.000102,4.1e-05,4.4e-05,4.9e-05,4.7e-05,4.8e-05,8.4e-05,6.5e-05
187,4.2e-05,5.2e-05,0.000204,4.7e-05,0.000146,8.6e-05,4.5e-05,3.8e-05,8e-05,8.4e-05,7.7e-05,6.7e-05,5.2e-05,5.1e-05,4.5e-05,0.000163,6.4e-05,5.7e-05,7e-05,4.9e-05,5.4e-05,3.9e-05,4.5e-05,4.2e-05,6.5e-05,3.9e-05,3.7e-05,7e-05,6.2e-05,5.1e-05,4.2e-05,4.8e-05
188,9.2e-05,6.6e-05,4.2e-05,4e-05,7.5e-05,8e-05,5.3e-05,5.3e-05,6.2e-05,6.5e-05,6.5e-05,6.3e-05,4.6e-05,4.4e-05,6.5e-05,3.8e-05,4.8e-05,4.7e-05,3.8e-05,4.7e-05,4.6e-05,7.1e-05,4.2e-05,4.6e-05,3.9e-05,3.6e-05,4.5e-05,0.000729,7.7e-05,0.000113,3.8e-05,4.4e-05
189,4.7e-05,4.8e-05,3.9e-05,3.9e-05,3.2e-05,4e-05,5.2e-05,4.2e-05,4.1e-05,0.000294,6.1e-05,4.1e-05,7.5e-05,0.000177,9.3e-05,5.4e-05,4.7e-05,3.6e-05,8.4e-05,8.7e-05,4.9e-05,6.2e-05,4e-05,4.5e-05,7.2e-05,7.3e-05,4.4e-05,5.4e-05,6.8e-05,7.9e-05,5e-05,8e-05
190,4.1e-05,6.7e-05,3.7e-05,3.7e-05,4.1e-05,5.6e-05,4.3e-05,3.7e-05,4.9e-05,4.7e-05,4.8e-05,4.1e-05,5e-05,5.4e-05,4.2e-05,5.3e-05,4.1e-05,4.4e-05,6e-05,9.2e-05,4.1e-05,4.9e-05,4.5e-05,6e-05,8.5e-05,6.2e-05,7.3e-05,8.4e-05,4.6e-05,4e-05,5.4e-05,4.4e-05
191,4.3e-05,3.9e-05,0.000101,5e-05,4.9e-05,5.2e-05,6.2e-05,6.2e-05,4.1e-05,7.2e-05,4.8e-05,3.8e-05,5e-05,3.6e-05,5e-05,4.2e-05,4.4e-05,4e-05,4.1e-05,4.2e-05,5.7e-05,7.7e-05,8.7e-05,7.4e-05,4.5e-05,3.4e-05,5.2e-05,8e-05,4.2e-05,3.6e-05,6e-05,6e-05
192,3.9e-05,5.5e-05,0.000292,9.1e-05,5.4e-05,5.2e-05,4.1e-05,5.3e-05,4.6e-05,5.3e-05,7.6e-05,6.4e-05,4.9e-05,4e-05,3.8e-05,4.2e-05,7e-05,6.5e-05,4.1e-05,4.4e-05,4.9e-05,4.9e-05,4.5e-05,0.000126,9.5e-05,7.2e-05,4.3e-05,4.6e-05,6.1e-05,4.4e-05,7e-05,0.000111
193,8.9e-05,8.4e-05,4.8e-05,5e-05,8.1e-05,0.000126,5.5e-05,0.000331,8.3e-05,8.5e-05,9.7e-05,0.000136,5.2e-05,6.4e-05,4.2e-05,0.001646,7.5e-05,6.8e-05,5.8e-05,5.4e-05,4.3e-05,5e-05,6.2e-05,5e-05,5.1e-05,5.1e-05,4e-05,5.1e-05,4.7e-05,4.8e-05,5e-05,3.9e-05
194,4.7e-05,4.8e-05,5e-05,4.4e-05,5.4e-05,6.5e-05,4.5e-05,4.4e-05,6.2e-05,7.2e-05,7.5e-05,4.4e-05,7.2e-05,5.2e-05,6.6e-05,7.2e-05,5.4e-05,4.2e-05,4.4e-05,5.1e-05,5e-05,5.1e-05,4.5e-05,4.9e-05,4.2e-05,6.3e-05,3.9e-05,4.4e-05,8.9e-05,4.9e-05,4.2e-05,4.8e-05
195,4.3e-05,4.2e-05,4.1e-05,3.8e-05,5.3e-05,4.8e-05,4e-05,4.1e-05,6.4e-05,9.7e-05,4.3e-05,8.4e-05,6.6e-05,8e-05,6.1e-05,5.8e-05,3.7e-05,4.3e-05,0.000213,8.9e-05,4.4e-05,4.7e-05,4.6e-05,4e-05,4.6e-05,5.7e-05,6.8e-05,4e-05,7.3e-05,0.000103,5.3e-05,4.6e-05
196,4.7e-05,3.7e-05,6e-05,4e-05,3.7e-05,3.6e-05,0.000293,6.8e-05,4.8e-05,4.5e-05,4.8e-05,3.7e-05,4.4e-05,4.5e-05,6.7e-05,6e-05,7.4e-05,3.9e-05,4.5e-05,5.3e-05,4.1e-05,4.8e-05,6.9e-05,5.2e-05,5.4e-05,6.2e-05,9.6e-05,0.000175,4.9e-05,4.7e-05,4.5e-05,0.000122
197,5.5e-05,4e-05,7.8e-05,0.000102,5e-05,4.8e-05,3.9e-05,4.2e-05,4.9e-05,5.1e-05,4e-05,3.2e-05,4e-05,5.3e-05,5.3e-05,4.5e-05,5.2e-05,4.3e-05,4e-05,5.8e-05,7.2e-05,5.8e-05,8.9e-05,6.8e-05,4.7e-05,4.7e-05,4.7e-05,4.7e-05,4.9e-05,4.5e-05,5.7e-05,5.9e-05
198,5.2e-05,4.8e-05,0.000129,7.7e-05,5.1e-05,5.3e-05,9.7e-05,5.3e-05,5e-05,4.8e-05,6.2e-05,7.3e-05,5e-05,6.7e-05,4.9e-05,7.2e-05,8.7e-05,0.000161,6.1e-05,4.8e-05,7.2e-05,5.4e-05,3.6e-05,6e-05,5.7e-05,4.8e-05,5.9e-05,5.5e-05,5.5e-05,5.1e-05,9.2e-05,0.000129
199,0.000108,9.7e-05,4.7e-05,6.3e-05,0.001921,5.2e-05,4.6e-05,4.1e-05,6.4e-05,5.3e-05,8.5e-05,7.8e-05,4.8e-05,5.7e-05,4.6e-05,4.5e-05,6e-05,8.3e-05,5.4e-05,6.3e-05,6.1e-05,4.8e-05,6.1e-05,5.8e-05,4.6e-05,4.5e-05,4.7e-05,6.6e-05,5.3e-05,4.2e-05,4.4e-05,4.1e-05
200,4.5e-05,4.9e-05,3.2e-05,3.6e-05,8.9e-05,3.9e-05,4.7e-05,5.2e-05,3.6e-05,0.000164,6.4e-05,8.8e-05,5e-05,4.6e-05,5.3e-05,5.5e-05,3e-05,0.000132,4.6e-05,3.9e-05,4.7e-05,4.8e-05,4.2e-05,4.4e-05,3.6e-05,4e-05,4.1e-05,3.2e-05,5.8e-05,5.1e-05,3.8e-05,4.2e-05
201,3.8e-05,3.8e-05,3.6e-05,3.7e-05,3.5e-05,4.5e-05,5.4e-05,3.6e-05,5e-05,4.7e-05,5.3e-05,3.1e-05,4e-05,4e-05,6.9e-05,7.6e-05,3.3e-05,4.6e-05,5.9e-05,5.4e-05,3.9e-05,3.8e-05,3.4e-05,4.7e-05,6.3e-05,8.5e-05,5.4e-05,5.8e-05,5e-05,5.4e-05,3.8e-05,3.1e-05
202,4.9e-05,4e-05,5.2e-05,3.9e-05,4.8e-05,4.2e-05,7e-05,9e-05,4.8e-05,5.7e-05,7.7e-05,4.6e-05,4.6e-05,4.9e-05,5.2e-05,6.4e-05,3.3e-05,4.1e-05,5.5e-05,6e-05,5e-05,4e-05,6e-05,6.2e-05,6.1e-05,6.8e-05,6.4e-05,7.5e-05,4.1e-05,4.7e-05,5e-05,4.6e-05
203,4.9e-05,4.7e-05,5e-05,5.3e-05,4e-05,5.1e-05,3.9e-05,5.1e-05,4.7e-05,4.8e-05,5.6e-05,4.7e-05,3.8e-05,4.8e-05,5.7e-05,4.7e-05,4.9e-05,5e-05,5.7e-05,4.7e-05,5e-05,7.2e-05,0.000114,8.4e-05,5.7e-05,0.000112,4.3e-05,5.8e-05,4e-05,3.7e-05,7.8e-05,9.1e-05
204,7.4e-05,7.2e-05,0.000159,7.6e-05,5.4e-05,0.000175,6.7e-05,4.6e-05,5.8e-05,6.3e-05,5.4e-05,4.9e-05,4.6e-05,4.1e-05,4.2e-05,5.5e-05,6.8e-05,7.5e-05,4.7e-05,4.9e-05,5.5e-05,8.3e-05,4e-05,5.3e-05,5e-05,5.8e-05,5e-05,6e-05,4.4e-05,4.8e-05,8.4e-05,5.2e-05
205,5.5e-05,5.8e-05,7.8e-05,5.3e-05,5.5e-05,7.6e-05,4.7e-05,3.9e-05,6e-05,8.2e-05,0.000112,0.000186,6.2e-05,5.1e-05,6.3e-05,7.4e-05,7.1e-05,9.4e-05,5.4e-05,4.1e-05,4.5e-05,5e-05,5.1e-05,4.7e-05,4.1e-05,4.6e-05,4.5e-05,4.6e-05,4.2e-05,4.3e-05,6.5e-05,6e-05
206,3.8e-05,3.8e-05,4.5e-05,4.4e-05,4.9e-05,5.5e-05,6e-05,5.8e-05,5.8e-05,4.4e-05,4.2e-05,5.2e-05,7.8e-05,7.1e-05,0.000135,5.8e-05,3.3e-05,4.8e-05,3.5e-05,3.5e-05,3.4e-05,3.5e-05,4.4e-05,4e-05,3.1e-05,4e-05,5.5e-05,3.3e-05,0.000112,5.4e-05,3.9e-05,3.1e-05
207,0.000144,4.6e-05,5e-05,4.4e-05,6.4e-05,7.4e-05,6.1e-05,6.9e-05,4e-05,3.7e-05,3.9e-05,4.4e-05,4.2e-05,5.9e-05,5.6e-05,4.6e-05,4.5e-05,5.4e-05,5.3e-05,6.6e-05,3.6e-05,4.3e-05,4.3e-05,4.7e-05,5.8e-05,9e-05,5.3e-05,6.1e-05,5.4e-05,8.1e-05,9.2e-05,4.4e-05
208,4.3e-05,4.3e-05,4e-05,6.3e-05,4.5e-05,6.9e-05,5.8e-05,6.9e-05,4.5e-05,4.6e-05,9.3e-05,3.5e-05,3.9e-05,6.6e-05,3.5e-05,5.5e-05,6.8e-05,4.2e-05,5.5e-05,7.2e-05,4.6e-05,4.9e-05,7.3e-05,5.5e-05,5e-05,6.3e-05,4.1e-05,4.7e-05,5.6e-05,6.5e-05,5.2e-05,5.9e-05
209,5.8e-05,4.4e-05,4.1e-05,3.2e-05,4.2e-05,4.8e-05,4.6e-05,5.7e-05,4.9e-05,5.2e-05,4e-05,5.6e-05,4.6e-05,5.3e-05,5e-05,5.4e-05,5.1e-05,4e-05,4.7e-05,4.6e-05,6.6e-05,6.6e-05,8.3e-05,0.000103,5e-05,4.1e-05,4.7e-05,4.2e-05,3.8e-05,3.7e-05,6.7e-05,8e-05
210,0.000268,6.3e-05,0.000102,8.7e-05,5.2e-05,5.2e-05,4.7e-05,6.9e-05,3.1e-05,5.7e-05,5.5e-05,8.7e-05,5.5e-05,4.1e-05,0.000106,3.6e-05,0.000116,0.000107,4.7e-05,8.4e-05,6.7e-05,0.00011,4.2e-05,4.4e-05,3.9e-05,3.9e-05,4e-05,4.4e-05,4.8e-05,3.6e-05,0.000127,9e-05
211,6e-05,5.8e-05,7.3e-05,5.5e-05,7.5e-05,0.000695,5.5e-05,4.7e-05,8.5e-05,6.4e-05,0.000116,5.8e-05,7.2e-05,8.8e-05,3.7e-05,5.2e-05,7.9e-05,5.1e-05,5.3e-05,4.4e-05,4.6e-05,5.1e-05,5e-05,5.8e-05,3.8e-05,3.6e-05,5.1e-05,4.3e-05,5e-05,4.5e-05,0.00011,3.2e-05
212,3.7e-05,4.4e-05,4.3e-05,4.3e-05,4.5e-05,9.4e-05,4.7e-05,6.6e-05,5.4e-05,4.2e-05,4.6e-05,4.7e-05,4.9e-05,5e-05,6.6e-05,6.5e-05,4.7e-05,3.6e-05,3.9e-05,8.3e-05,4.5e-05,4.5e-05,4.8e-05,4.2e-05,5e-05,3.6e-05,0.000174,8.5e-05,4.3e-05,4e-05,4.6e-05,3.9e-05
213,5e-05,4.4e-05,5.6e-05,7.4e-05,4.8e-05,5.7e-05,6.2e-05,0.000102,5.9e-05,6.5e-05,6.8e-05,5.1e-05,7.5e-05,5.1e-05,6.7e-05,5.8e-05,4.2e-05,0.000296,6.6e-05,6.1e-05,3.8e-05,4.7e-05,5.5e-05,4.3e-05,5.7e-05,0.000267,4.8e-05,5.2e-05,6.1e-05,5.6e-05,0.000132,4.9e-05
214,4.2e-05,5.3e-05,6e-05,5.9e-05,4.5e-05,5.8e-05,4.5e-05,6.3e-05,5.8e-05,4.6e-05,4.2e-05,5.2e-05,4.2e-05,6.6e-05,6.5e-05,3.9e-05,4.5e-05,7.2e-05,6.5e-05,5.9e-05,5.5e-05,5.6e-05,5.8e-05,8e-05,7.5e-05,7.4e-05,4.3e-05,4.3e-05,3.7e-05,4.9e-05,4.6e-05,4.8e-05
215,5.4e-05,4.8e-05,0.000113,7.2e-05,5.8e-05,5.2e-05,5.4e-05,5.1e-05,5.9e-05,6.7e-05,6e-05,8.3e-05,5.7e-05,6.4e-05,5.6e-05,4.7e-05,4e-05,4.8e-05,4.9e-05,4.3e-05,8.4e-05,8.5e-05,7.9e-05,8.3e-05,4.4e-05,5.3e-05,4.8e-05,4.7e-05,6.4e-05,4.5e-05,9.6e-05,8.6e-05
216,6.7e-05,6.9e-05,6.8e-05,6.6e-05,4.9e-05,9.1e-05,6e-05,6.5e-05,4.3e-05,4.4e-05,7.5e-05,6.1e-05,9.3e-05,6.2e-05,4.3e-05,4.1e-05,0.000134,0.000117,4.6e-05,6.2e-05,0.000181,6e-05,6.2e-05,8.4e-05,5.3e-05,5.6e-05,5.2e-05,5.3e-05,4.1e-05,4.7e-05,7.7e-05,6.3e-05
217,6.6e-05,5e-05,5.1e-05,6.1e-05,6.1e-05,7.4e-05,5.1e-05,8.8e-05,6.1e-05,9.6e-05,4e-05,4.5e-05,6.7e-05,7.9e-05,3.4e-05,3.7e-05,7.1e-05,6.4e-05,4.7e-05,6.6e-05,5e-05,4.2e-05,4.3e-05,4.1e-05,4.7e-05,4.9e-05,5.6e-05,9.3e-05,4.9e-05,4.7e-05,5.4e-05,5.4e-05
218,5.2e-05,4.8e-05,4.2e-05,4.5e-05,4.6e-05,0.000191,0.00011,8.1e-05,4.9e-05,5.5e-05,4.8e-05,4.4e-05,4.5e-05,4.3e-05,6.9e-05,6.3e-05,6.5e-05,5.5e-05,4.7e-05,4.5e-05,4.8e-05,4.5e-05,5.1e-05,5.9e-05,4.6e-05,4.2e-05,4e-05,4.5e-05,7.7e-05,0.000123,5.9e-05,5.4e-05
219,5e-05,5.5e-05,5.5e-05,3.5e-05,4.7e-05,4.3e-05,5.9e-05,4.7e-05,4.2e-05,5.9e-05,3.9e-05,4.7e-05,3.7e-05,4.9e-05,7e-05,5e-05,4.5e-05,5.2e-05,0.000117,8.4e-05,4.1e-05,4.5e-05,4.1e-05,3.8e-05,8e-05,0.000111,4e-05,5.4e-05,0.000102,9.3e-05,0.000147,6.3e-05
220,5.1e-05,5e-05,4.1e-05,4.2e-05,4.7e-05,4.7e-05,4.5e-05,4.9e-05,4.3e-05,5.4e-05,4.3e-05,4.3e-05,6.1e-05,5.4e-05,4.3e-05,4.5e-05,4.8e-05,6.5e-05,4.4e-05,7.4e-05,4.7e-05,3.8e-05,4.4e-05,5.2e-05,9.6e-05,6e-05,3.4e-05,5e-05,5.3e-05,5e-05,6.3e-05,4.6e-05
221,5.1e-05,4e-05,5.7e-05,4.4e-05,4.7e-05,3.9e-05,4.6e-05,4.7e-05,5.1e-05,5e-05,0.0001,7.4e-05,5.3e-05,5e-05,3.9e-05,0.000105,3.6e-05,5.8e-05,4.9e-05,4.1e-05,9e-05,0.000128,7.1e-05,0.000114,3.9e-05,4.7e-05,4.1e-05,5.6e-05,3.9e-05,4.3e-05,9.7e-05,7.4e-05
222,8.2e-05,7.1e-05,5.9e-05,4.7e-05,4.6e-05,4.9e-05,4.8e-05,4.5e-05,6.1e-05,4e-05,5.5e-05,4.9e-05,7.4e-05,6.3e-05,3.6e-05,4.4e-05,9.8e-05,0.000167,5e-05,0.000159,7.5e-05,6.2e-05,6.6e-05,5.6e-05,5.3e-05,4.8e-05,5.5e-05,5.8e-05,6.8e-05,5.7e-05,6.3e-05,9e-05
223,7.1e-05,5.7e-05,5e-05,6.2e-05,5.4e-05,0.000104,4.4e-05,4.7e-05,5.3e-05,6.7e-05,4e-05,3.5e-05,4.9e-05,4.1e-05,4.3e-05,4.4e-05,7.4e-05,5.6e-05,5.2e-05,4.7e-05,5.3e-05,4.9e-05,5e-05,4.5e-05,3.8e-05,4.6e-05,5.5e-05,5.8e-05,3.2e-05,4.3e-05,3.5e-05,3.6e-05
224,3.6e-05,3.8e-05,3.6e-05,4e-05,4.6e-05,6.2e-05,5.1e-05,5e-05,3.1e-05,3.8e-05,4.1e-05,4.3e-05,5.5e-05,6.1e-05,6.9e-05,9.4e-05,3.5e-05,3.2e-05,0.000118,5.1e-05,3.7e-05,4.4e-05,3.8e-05,4.4e-05,3.9e-05,4.8e-05,4.3e-05,3.9e-05,8e-05,5.7e-05,4.2e-05,4.6e-05
225,3.6e-05,4.2e-05,3.9e-05,4.1e-05,4e-05,5.1e-05,5e-05,4.6e-05,4.7e-05,5e-05,4.2e-05,5.3e-05,4.8e-05,4.6e-05,4.7e-05,5.5e-05,3.9e-05,5.1e-05,8.9e-05,7.4e-05,4.2e-05,4.1e-05,4.1e-05,3.9e-05,8.5e-05,0.000121,5.4e-05,4e-05,9.5e-05,5.7e-05,5.6e-05,5.3e-05
226,4.1e-05,4.3e-05,3.9e-05,3.9e-05,4.1e-05,4.2e-05,4.6e-05,5.1e-05,5.3e-05,3.6e-05,5.4e-05,0.000277,0.000269,6.8e-05,5.2e-05,4.2e-05,5.3e-05,4.9e-05,5.2e-05,4e-05,5e-05,6.3e-05,4.3e-05,4.4e-05,4.6e-05,4.8e-05,7.2e-05,9.6e-05,5e-05,5.2e-05,5e-05,8.8e-05
227,4.3e-05,3.9e-05,5.1e-05,4.2e-05,4.7e-05,5.3e-05,4.9e-05,4.8e-05,4.3e-05,5.2e-05,6.5e-05,6.4e-05,0.0001,8.2e-05,4.8e-05,5e-05,4.9e-05,4.2e-05,4.8e-05,3.9e-05,9.3e-05,9.5e-05,0.000109,9.8e-05,4.6e-05,5.4e-05,5.8e-05,5.6e-05,4.7e-05,4.2e-05,6.3e-05,5.2e-05
228,6.3e-05,5.2e-05,7.9e-05,8.6e-05,5.4e-05,6.1e-05,6e-05,4.5e-05,8.1e-05,5.7e-05,4.6e-05,4.7e-05,4.8e-05,7.9e-05,4.4e-05,6.3e-05,5.4e-05,6.1e-05,6e-05,5e-05,7.4e-05,6e-05,7.1e-05,6.4e-05,4.8e-05,5.5e-05,8.6e-05,0.000103,9e-05,5e-05,9e-05,0.00011
229,6.1e-05,6.2e-05,5.1e-05,4.5e-05,9e-05,8e-05,4.5e-05,5.7e-05,6.2e-05,0.000223,8.9e-05,5.6e-05,2.8e-05,4.9e-05,0.000201,0.000254,6.1e-05,7.7e-05,8.3e-05,4.8e-05,9.2e-05,5.7e-05,5.7e-05,5.2e-05,4.7e-05,4.7e-05,5.2e-05,5.8e-05,4e-05,3.9e-05,7.9e-05,4.4e-05
230,4.8e-05,4.2e-05,3.8e-05,6e-05,5.4e-05,6e-05,6.7e-05,5.6e-05,3.9e-05,5.9e-05,4.5e-05,4.4e-05,4.6e-05,4.9e-05,4.7e-05,6.6e-05,4.8e-05,4.9e-05,6.9e-05,9.6e-05,4.3e-05,8.1e-05,8e-05,4.1e-05,6e-05,5.5e-05,5.7e-05,8.8e-05,8.6e-05,0.000101,0.0002,8.3e-05
231,4.6e-05,4.5e-05,5.9e-05,4.7e-05,4e-05,3.9e-05,4.3e-05,4.8e-05,4.6e-05,4e-05,5.2e-05,3.9e-05,4.2e-05,6.1e-05,5.1e-05,3.9e-05,5.7e-05,5.5e-05,5.8e-05,4.6e-05,4.8e-05,6.3e-05,4.8e-05,5e-05,6.6e-05,9e-05,5.6e-05,4.6e-05,8.5e-05,8.6e-05,5.2e-05,4.3e-05
232,5.6e-05,6.2e-05,4.6e-05,4.2e-05,4.5e-05,5.3e-05,5.3e-05,5.4e-05,4.5e-05,9.3e-05,0.000158,0.000121,5.1e-05,6.2e-05,8e-05,6.7e-05,5.7e-05,5.2e-05,4.5e-05,0.000137,6e-05,4.1e-05,4.4e-05,4.2e-05,4.8e-05,7.5e-05,5.6e-05,5.2e-05,5.1e-05,5e-05,5.2e-05,6.6e-05
233,4.9e-05,3.4e-05,4.6e-05,4.8e-05,8.4e-05,4.5e-05,6.2e-05,4.2e-05,4.2e-05,4.9e-05,5.2e-05,5.4e-05,9.6e-05,6.4e-05,3.5e-05,7.3e-05,4e-05,8.6e-05,4.4e-05,4.5e-05,7.5e-05,5.6e-05,9.7e-05,8.4e-05,3.1e-05,3.5e-05,7.3e-05,5e-05,4.5e-05,3.6e-05,4e-05,5.2e-05
234,6.1e-05,0.000198,5.8e-05,5.8e-05,4.3e-05,3.9e-05,6.2e-05,8.5e-05,5.4e-05,4.7e-05,3.3e-05,4.2e-05,3.9e-05,3.6e-05,4.5e-05,4.4e-05,5.9e-05,0.000107,4.4e-05,4.9e-05,9.1e-05,8.9e-05,4.7e-05,5e-05,4.5e-05,4.7e-05,6.8e-05,0.000112,4.7e-05,4e-05,9e-05,6e-05
235,5.2e-05,5.6e-05,4.3e-05,5.6e-05,6.7e-05,6e-05,4.3e-05,0.000108,6.8e-05,0.00014,4.8e-05,5.2e-05,5.4e-05,6.5e-05,6.6e-05,7e-05,7.3e-05,7.8e-05,4.6e-05,0.000123,6.7e-05,4.9e-05,3.8e-05,3.5e-05,4.4e-05,5.7e-05,4.8e-05,4.3e-05,4.4e-05,0.000139,5.8e-05,4.8e-05
236,3.7e-05,4.6e-05,4.6e-05,4.2e-05,4.4e-05,4.6e-05,5.6e-05,4e-05,6e-05,4.6e-05,6.7e-05,7.9e-05,4.8e-05,7.6e-05,4.9e-05,5e-05,5.5e-05,5.7e-05,4.8e-05,6.7e-05,3.4e-05,4.4e-05,4.1e-05,5.4e-05,5.8e-05,5.9e-05,7.3e-05,4.1e-05,6.9e-05,4.8e-05,4.6e-05,5.5e-05
237,3.7e-05,4.2e-05,4.2e-05,6.4e-05,4.3e-05,3.9e-05,5.1e-05,6.3e-05,4.9e-05,4.2e-05,3.8e-05,4.3e-05,4.2e-05,4.6e-05,4.4e-05,4.1e-05,3.2e-05,4.9e-05,4.2e-05,4.2e-05,4.1e-05,3.7e-05,5.6e-05,4.4e-05,0.000109,5.8e-05,3.8e-05,6.9e-05,0.000158,8.3e-05,4.8e-05,4.2e-05
238,4.3e-05,5e-05,5e-05,4e-05,5.7e-05,4.2e-05,4.4e-05,3.2e-05,4.7e-05,5.3e-05,6.9e-05,7.3e-05,6.7e-05,8.7e-05,5.3e-05,4e-05,4e-05,4.2e-05,5.9e-05,0.000169,3.4e-05,4e-05,4.8e-05,6.3e-05,7.3e-05,5.9e-05,5.4e-05,4.9e-05,4e-05,5.7e-05,6.5e-05,4.2e-05
