bytes,ceph01_ceph-osd.0.asok.txt,ceph01_ceph-osd.1.asok.txt,ceph01_ceph-osd.2.asok.txt,ceph01_ceph-osd.3.asok.txt,ceph01_ceph-osd.4.asok.txt,ceph01_ceph-osd.5.asok.txt,ceph01_ceph-osd.6.asok.txt,ceph01_ceph-osd.7.asok.txt,ceph02_ceph-osd.10.asok.txt,ceph02_ceph-osd.11.asok.txt,ceph02_ceph-osd.12.asok.txt,ceph02_ceph-osd.13.asok.txt,ceph02_ceph-osd.14.asok.txt,ceph02_ceph-osd.15.asok.txt,ceph02_ceph-osd.8.asok.txt,ceph02_ceph-osd.9.asok.txt,ceph03_ceph-osd.16.asok.txt,ceph03_ceph-osd.17.asok.txt,ceph03_ceph-osd.18.asok.txt,ceph03_ceph-osd.19.asok.txt,ceph03_ceph-osd.20.asok.txt,ceph03_ceph-osd.21.asok.txt,ceph03_ceph-osd.22.asok.txt,ceph03_ceph-osd.23.asok.txt,ceph04_ceph-osd.24.asok.txt,ceph04_ceph-osd.25.asok.txt,ceph04_ceph-osd.26.asok.txt,ceph04_ceph-osd.27.asok.txt,ceph04_ceph-osd.28.asok.txt,ceph04_ceph-osd.29.asok.txt,ceph04_ceph-osd.30.asok.txt,ceph04_ceph-osd.31.asok.txt
0,70647465,53243450,49807040,71847803,69842399,53624536,69497027,56728170,68469500,53623146,68207085,61056564,63919817,57713576,62228842,63265453,51099068,53872733,48639149,52794703,59440759,49947310,49511991,53780669,51269279,47699511,55183937,48978228,60589366,55748508,47175518,45809503
1,87446098,73065384,70436065,87772040,86008979,68870869,86644216,71319373,82770342,68117380,82096609,75219244,79412581,71356182,76946765,77495410,65418417,68237676,63824796,67245856,73873180,64156749,65199830,68490732,66617203,62562355,71605377,63753054,74223400,69974779,62512570,59644198
2,105778838,88362707,85855259,106109252,103586402,88912125,103256518,91637428,101938775,87424035,102077522,94261172,96639583,93583442,96201504,96704739,85453424,86222933,82805572,87518010,94004575,84237118,83559222,87243995,88417192,86860857,93010226,87176780,95658255,97354354,84689582,80555278
3,137099203,123991881,119756551,140781882,135734476,122632965,132079608,125558435,130517474,117392118,129919853,123679599,124332947,122505629,128270867,125093335,116414323,113822685,112294118,118104166,123853943,118566943,117573022,119622239,119287254,117237782,121549051,119361698,128131299,120605108,114297357,112024328
4,179380517,163677007,162946592,180517108,175574043,161406991,176636929,168014996,176547459,160575651,173476193,168561778,167232619,166725938,170789240,169221195,160561591,156341916,162015107,160865853,165978575,158379552,154881904,161731495,163835318,162460194,164258642,161056847,170181597,168309680,161854956,156231382
5,214874135,204149526,200025460,213601939,209341810,196805146,212566145,203107857,210525264,196740724,209265015,201883549,204818208,205896574,206537432,201373829,196190118,191842723,193759126,198768094,201667918,194783203,191496483,198269920,194113467,193148091,199078671,196251484,202690554,197677832,194143947,193519329
6,250547857,238796571,234446900,252474873,246440401,238207481,252297927,244189744,249944209,236660250,249842624,241664567,243921203,246838943,246932879,239715491,236332215,229728136,231414400,237014271,239812022,232587382,231966951,236990606,233253791,232666879,235786822,235978844,241358702,236136570,233841123,232035388
7,287944081,277321987,275745356,291593869,285948268,276575126,290761478,282929826,288336244,278675282,291560729,280110943,283550573,288030526,289332787,278967302,276926286,266914215,272525222,278536102,278975960,272379274,271520712,277234833,270122478,272191623,274497830,277173664,280185788,273963506,274421176,271530561
8,333470046,319493601,319930898,331171191,325240844,320784015,331197497,324222808,334314148,316231897,327827598,322506802,321770241,333558678,330401734,316457658,312585417,311382328,316712882,319342476,318740986,316994354,306949857,321868178,314572157,315617769,313439938,317777278,320020345,315313804,318779028,316153668
9,371943291,364188474,361355844,375439466,368012705,361627159,376520888,370720659,374890122,363626883,371624339,363406684,364556336,373505423,371047000,358611753,361802364,350215930,355162885,362522827,362902108,358871776,353647108,362945829,354117751,360102286,358755792,364106841,366334553,358671865,360944411,358252681
10,401960391,393282369,390635465,403451521,396816556,392462756,407846914,399341345,400480370,391913196,401851211,391670584,392629160,404840666,400344711,385028403,389604711,376453236,383588914,392059776,393558442,387116973,383447330,392165054,384290674,390027459,390379300,393578920,393700321,386425810,392812711,388692534
11,437431456,432133571,430103797,440511878,434050587,431497485,444334202,437878912,438827252,427604132,438571717,427400460,428234271,440859173,435899460,420870845,425401802,411670153,420559053,427772576,429101226,424875467,418959896,428570764,421164448,427509216,427837670,431982500,432681450,426384420,431922420,423797759
12,480917280,475429784,482371553,484065431,473476637,476500568,486421297,477677930,478832811,475054736,478804654,478101221,469573229,484894160,478481989,463745939,468043234,452261937,462980201,467482445,472681374,470511868,456185229,465314861,464370036,479104351,466279075,476579805,478789934,470228559,471810613,466197642
13,512306899,507186877,505739494,515096210,507831444,505038160,520972868,512861168,513368619,503341248,517290768,505497639,506003534,522541966,515299456,495527171,501492209,483217433,496101698,506697731,498787498,498388647,490850813,501757300,494501301,504370814,500680890,509640171,506262265,500190939,506038807,501510767
14,541287405,537199719,536682850,546145499,535166025,534152846,548890418,544782565,542206877,530621209,544371912,532910065,532774590,551785062,541288487,524302088,530288955,514506655,525326342,534779195,531588505,532185844,523075572,534951939,525572910,535308342,529206050,541125176,536804143,529016923,538755939,535115623
15,579839007,578783171,578458783,586235045,576983407,577624758,589928686,587200964,583032736,573409060,583393229,575207854,574863137,593538122,580960460,563998207,570896227,556368081,568558846,576038517,573111118,572659099,563807416,576365678,564367712,576228192,573461445,582276296,576986316,574441166,578471870,575288783
16,619400042,617632547,616568609,624503359,614245865,614499582,626042497,626894498,624579343,609703459,624583510,615869688,612744172,631694926,620166429,601456828,609311112,594234935,603079761,614723139,610249331,607119594,602086960,612334015,603987977,615095769,608291188,617829680,615083214,608907046,615069701,615001061
17,662696051,666466795,668989207,671605367,662906415,660580899,673300351,674614762,662203359,653480436,661250107,657969938,652582504,674597986,663564742,643187289,652079473,631859815,644993351,654736807,659799467,665759387,643997255,651739186,650037536,662880011,654999997,666221585,662678498,653859912,667098010,662227174
18,696787066,698028997,698628817,701993551,690775137,696340900,707289073,705829493,700940588,692819495,702020196,692431058,692463345,718465355,702376992,680392251,688842898,669676529,683840539,696704253,688317405,692280856,685136719,694981286,679598281,694394476,688085465,702325182,696012917,689840897,698668146,699330338
19,729139623,733351917,733448450,738051534,722870704,728241588,738570839,740432306,729954305,726563554,738444206,722277430,719271596,752770687,738636674,712175776,717064422,694481801,710796055,721162574,716372629,719257070,709279142,720907098,711522648,729582142,723019473,736472136,728344794,721476626,737310101,733530612
20,767155900,769024961,774997903,773764381,759948522,769022855,776845786,782671187,765362547,757993373,768518254,756382347,755976835,788407510,770550429,745618445,754793643,732244373,749830235,759441523,753276399,758622030,747441109,758846797,747884216,768005159,758427226,775865693,769090772,761270173,774714475,769036329
21,797379791,801648544,803137091,804227732,790230972,799637660,809909874,812059967,803859640,798321493,807074465,796678411,796163132,827334310,807895550,782979901,796176417,769332872,788219674,800709013,792576599,797484811,786163883,799793786,780539167,798181191,789198530,808188936,799086538,793009618,805251710,803850245
22,839937078,847057474,846553659,843274775,831991703,845009698,849919908,854634499,845716142,839702582,849153498,837599884,835407767,868947934,852280405,826064242,835866026,809308552,832540878,836379519,833110285,837709150,823273307,839083976,824328628,842502115,831213883,852473102,841007402,836404992,848356411,846671149
23,884510868,891488724,892587624,890454289,875380438,888959450,897842793,902132197,892877519,888281929,894990764,883423178,883752793,916658252,899241145,870225499,879992771,855937859,879584567,885656564,882916203,889653150,875069482,887683261,867047415,886320592,876021165,897414511,887568338,880827503,895415018,893455199
24,923622227,932121355,934495772,930696490,917591603,930463133,936588872,945454195,929912710,928226959,937948677,922209177,922128645,957105781,937802805,909657867,931956693,892390344,913280451,928412312,915763226,919906962,913564026,924847562,904828013,925832123,917176591,939134430,927646485,922006566,937308466,935268153
25,949683893,964645859,961230280,957988754,940135587,959239234,964886351,968884515,955475021,953978695,958950727,949742616,946802916,986486622,961461717,932044214,951125639,918777050,942791621,956795090,946011525,952642860,941429143,955960572,936284159,959940091,946921540,971107187,960021834,951640354,968199851,966599511
26,992237499,1002109106,1007493934,1003711458,982973567,999811230,1005949266,1013598854,997416438,994771308,1001669321,988534361,988680291,1027605721,1002592991,972199121,994693829,958878591,983069303,999743267,986788906,994953792,981221815,998564890,976335163,1000906243,989542846,1010730333,1002623084,992931943,1012268394,1011334408
27,1023863568,1034160034,1036422136,1031601741,1012263245,1033311518,1037205451,1047407053,1029994419,1027563991,1035570964,1023472137,1022960083,1064674543,1039442934,1006831401,1025218375,991098724,1016808036,1033005040,1019775225,1027616909,1016278079,1032156357,1007244398,1033378005,1018355250,1043240953,1030067571,1025065277,1042842445,1042151302
28,1064410712,1079335513,1080546116,1074927781,1055758293,1077919663,1081053546,1092824254,1075875723,1071616351,1082554000,1068983255,1068555456,1109477286,1085674339,1051381413,1074804627,1039020332,1064417467,1080679551,1067948018,1075637834,1063371325,1078073363,1049067328,1074086088,1061323758,1089037500,1074243977,1067023104,1086539472,1085445158
29,1103255864,1120762723,1120713612,1113176611,1095076531,1122657069,1127538301,1134715455,1116937991,1109803794,1117888359,1105953325,1103880155,1150744437,1122630804,1085824694,1111766489,1075430948,1102439345,1119518432,1104821202,1114365304,1102303305,1116195900,1087780436,1121439386,1102233231,1132548188,1119614591,1110371458,1128477827,1130985409
30,1145092555,1162028737,1162943923,1154990877,1134970277,1158385370,1163020030,1174290549,1155664486,1154575164,1163265629,1152434375,1148163790,1197822678,1168406209,1128999789,1156369861,1119731023,1148464565,1163349708,1148855716,1159453762,1147073420,1161123086,1126389851,1156936878,1139341821,1170499438,1156003786,1146759206,1170819305,1168813930
31,1183686720,1199154881,1207972516,1195311879,1169536717,1195746412,1199465304,1207582452,1187476817,1190251971,1194650843,1182676257,1189521777,1237064827,1199425041,1165109751,1190967745,1150633205,1179162073,1199917244,1179669839,1194434392,1180465482,1195911736,1162725581,1194034880,1177067968,1213470151,1203818229,1190331176,1206855203,1211673173
32,1215217058,1236666291,1237067694,1227242458,1205813427,1231862756,1233409760,1248851779,1222930772,1226150562,1236367180,1225598323,1219360688,1269028046,1236101182,1199304804,1227363818,1187293432,1216333707,1235113404,1217443051,1231083447,1218156416,1233200994,1199667772,1231159699,1213310523,1247976272,1231991666,1222556390,1248591258,1245422983
33,1253235546,1277578973,1278434111,1264733076,1244076631,1274889437,1274384377,1288195265,1268062486,1267683332,1277404264,1264641050,1261536863,1315423021,1278454093,1238526046,1270616378,1228019908,1258054058,1276194030,1257499520,1272336621,1260687184,1276580354,1241073065,1270332918,1252096948,1287217943,1268850820,1260311757,1286266349,1286350709
34,1292381435,1316915349,1319226899,1303945153,1285193939,1313277826,1312128888,1331013159,1307945311,1307672727,1316715549,1304811154,1302679442,1355550813,1320151132,1278248609,1311319100,1268962615,1301789114,1319226953,1300125300,1315805924,1303604951,1318259385,1276897318,1310641110,1291445831,1326488655,1310420685,1299271884,1329385430,1326104692
35,1329186617,1356019930,1356613661,1339965468,1320794453,1350900332,1348960362,1368077465,1345650001,1347719753,1353648254,1342882647,1337919016,1395793236,1356886817,1315388835,1350100333,1305459050,1341854265,1360009339,1339399652,1354720660,1340981673,1356668273,1311740560,1347329490,1326963047,1365233165,1345799794,1336801226,1366207874,1362943697
36,1367881733,1395212418,1392294931,1380328274,1361457016,1389691389,1389701061,1407629708,1385434278,1386201930,1393052958,1378665288,1378625728,1437301253,1396330893,1353930550,1388719297,1344796907,1375014398,1395639587,1376809188,1389938253,1376683010,1396419928,1347937373,1386145579,1364143729,1405022308,1384181433,1373745523,1403410404,1402517134
37,1406605598,1431465036,1433104205,1417434372,1396400369,1427354054,1425312642,1445673893,1421315916,1422438558,1425458047,1416574757,1411471806,1472251151,1430649794,1386977271,1423547196,1375491872,1412465231,1432497330,1410622422,1427307817,1413492450,1432526879,1385881518,1427204084,1401182788,1444923264,1420426887,1412105828,1444210893,1439101453
38,1435883504,1474063480,1466794646,1452739942,1428551793,1462801447,1458873728,1476532707,1454255280,1454097739,1460747954,1449760074,1444161758,1505920766,1463491415,1417212416,1452530514,1407924951,1441566231,1462865353,1440028283,1457982352,1444209542,1461764328,1421209922,1457892305,1435493353,1476778514,1458110949,1444852518,1476855139,1472851176
39,1473391034,1504415916,1502902233,1480896473,1458882423,1493184364,1492488612,1517061516,1486505462,1488562534,1494015922,1483741895,1479489642,1542602046,1497514958,1451828612,1491369278,1443796065,1480277524,1501273022,1478699271,1498203109,1484889635,1500231704,1455401160,1494378945,1466592940,1517021293,1488568052,1478125730,1511991184,1508148667
40,1521284698,1554550124,1555663149,1531300638,1511166104,1549067919,1544345375,1567874953,1541394016,1545948430,1549413994,1537848005,1535102380,1599510783,1554718236,1504334918,1547853967,1496332811,1535327811,1556065094,1532845662,1552544635,1538708058,1555100476,1504020117,1546187627,1518263867,1566496829,1540926708,1531620951,1565639656,1562541203
41,1564105830,1598199834,1598183586,1575626853,1552985936,1593167357,1587167365,1607200267,1586094851,1584415638,1592906737,1578694836,1576153406,1642791047,1596278371,1546589340,1592690691,1538527502,1578676907,1599481749,1576701690,1594099111,1584999439,1601329139,1545237140,1591255760,1559282307,1608862901,1584131794,1575707718,1609774954,1607068008
42,1605793786,1642830000,1642142030,1614584682,1595220471,1633098946,1628544691,1651024606,1625265433,1624889477,1632709869,1620305748,1617670115,1683545285,1637834924,1584808460,1633431945,1580027055,1622368286,1640772439,1612729846,1635534423,1626806606,1642134708,1586501008,1628696145,1604226137,1649792208,1625924703,1614786485,1650505165,1651323099
43,1634860227,1672400231,1672297166,1650938729,1628273574,1665154938,1657320378,1681943606,1659077489,1658779593,1664541860,1650974835,1647420430,1717040124,1667360387,1621143490,1662795180,1614051269,1651744489,1674527097,1646256058,1675486202,1657749268,1676088212,1617291820,1665774657,1637078551,1685568491,1657312216,1647325433,1684701274,1681772881
44,1679333899,1716183677,1722090058,1687944594,1665897573,1707827400,1704809781,1726851605,1701184325,1710395264,1706272956,1695884357,1691385168,1758751397,1714185949,1657009506,1708335676,1656455598,1704216458,1716375181,1690023683,1713426408,1697438585,1721278391,1659663364,1705982842,1675699207,1726811719,1705622624,1690873561,1726643205,1723413929
45,1716278429,1755840402,1759633582,1728552939,1705072111,1749111656,1740445006,1766821649,1736040039,1741829738,1746496869,1733354593,1731343533,1804033229,1753571175,1697855865,1747534149,1690832778,1736283376,1758864075,1730035047,1753511008,1740437235,1757622509,1696919931,1746675390,1714840371,1766523951,1739272335,1729297097,1769030279,1764811941
46,1753994699,1795674744,1797494906,1767634348,1743583327,1790444950,1778741882,1809501262,1777411525,1783084149,1785234834,1774568408,1771329631,1843737644,1793149734,1737919038,1787224347,1727308434,1775467143,1797555213,1767462889,1792695673,1780256135,1798041033,1734864373,1786484682,1753488171,1805923937,1778147513,1767732703,1809056216,1804114300
47,1796529895,1838741386,1842337429,1809185073,1781278409,1829255025,1818254189,1850821172,1817386458,1822756117,1824701002,1812025757,1810457482,1885440850,1832746115,1775864355,1827086999,1767783480,1815900759,1841698444,1810012143,1833031359,1822045043,1838456179,1777238338,1828548081,1796862410,1847851464,1818814556,1809884691,1849378987,1843822792
48,1824727239,1868478074,1872071048,1836533719,1811223288,1862247266,1849946814,1883149268,1849147307,1853561723,1857758288,1845775311,1841261466,1918841761,1865369942,1807900553,1860377864,1800155685,1848881332,1872991650,1841174465,1866186370,1852490992,1871277464,1803933656,1858320348,1824790537,1878411426,1850337089,1839351648,1883352589,1875783380
49,1854237528,1896515022,1905326421,1867934136,1840789983,1891133273,1878804545,1910282582,1875274310,1880174699,1885069867,1873303587,1867701054,1946624046,1892017873,1834826808,1887968298,1827483365,1874630075,1899568836,1867797766,1891238073,1881359830,1898144116,1831456379,1885457332,1851537885,1904805004,1878935123,1865458612,1911053542,1902902384
50,1893271451,1938762368,1943760802,1904831133,1878491669,1930700877,1914947939,1951296651,1920059534,1923468550,1930809180,1917284199,1915821501,1988846254,1937203974,1872485454,1932122753,1866704485,1921127162,1939820389,1908988310,1937218619,1925746190,1938043660,1873119082,1931311760,1893008806,1949485596,1918021508,1906980332,1949818278,1942745826
51,1943621883,1983376556,1985290602,1946515828,1926564490,1973425235,1962470530,1993602315,1960412417,1963092437,1967910221,1954757661,1950565425,2030823163,1977938396,1917104361,1974821583,1907705097,1957259630,1982294710,1949773800,1977835289,1963570791,1981225580,1916705193,1977298583,1933449545,1991505919,1959452112,1947456854,1994833489,1994069784
52,1979581295,2029635228,2030963598,1991923590,1964989024,2020305652,2008226148,2042912909,2002833372,2009419281,2016165233,2002641146,1996094796,2080671621,2023568304,1960979442,2019517424,1955998915,2007279679,2029597098,1997764635,2025126179,2009934025,2031175012,1957581741,2016192545,1980167361,2038188044,2006176350,1993343694,2042620071,2036426720
53,2017180413,2066084125,2069623234,2028757467,2002024518,2058012536,2043029219,2079242110,2042982486,2047740997,2054526448,2039267800,2035517585,2120150121,2061171891,1998074387,2057965217,1989949018,2044676271,2069821186,2033927729,2062965422,2047605510,2066317601,1994615042,2056474521,2017906400,2077243336,2043145964,2029714017,2081328407,2075914951
54,2050509926,2098442732,2104130160,2061476231,2033524463,2091689823,2074975339,2112402266,2075713379,2080984913,2084084200,2071580420,2069882082,2153374016,2092937804,2029298383,2090351481,2025356246,2078372686,2101354173,2065408825,2096151509,2082993049,2100727927,2027570117,2087658830,2050089910,2109283507,2076569959,2062842730,2114598388,2109072313
55,2089523630,2140296131,2146256463,2103812131,2076734017,2135848257,2118649894,2159188025,2121913807,2123398349,2129543264,2114537984,2112917875,2194609998,2135076410,2069097595,2134933875,2064261444,2116082516,2147340197,2109549057,2141689619,2124600186,2142376885,2070576007,2133153176,2095438433,2150534354,2117323247,2103027155,2157177949,2152212686
56,2130529241,2182683309,2188107919,2142688014,2116938434,2177381062,2156537125,2198084338,2163020760,2166423508,2169862954,2157571870,2152128558,2240776591,2179831171,2112573293,2176812177,2106052610,2160272434,2185936100,2148411091,2181274869,2167147714,2184705860,2114157434,2175247534,2135415297,2199006168,2161971439,2144084668,2202765133,2192189911
57,2166344089,2224617213,2226536181,2182257922,2151618969,2211002142,2196787768,2238790793,2200035655,2197861278,2205394701,2192960121,2186933385,2277815644,2213521980,2143795562,2218428140,2144734875,2194249600,2228173271,2187392109,2222544704,2202248255,2221772430,2147467615,2208586644,2170394288,2231016091,2195461903,2180102026,2236421291,2228878279
58,2197784851,2254503021,2259161303,2212893862,2183288714,2245901784,2228997640,2271117302,2232802302,2234357731,2238933713,2229166816,2222357752,2313321052,2249461278,2178678164,2245532502,2173692601,2229274770,2258319190,2219349838,2253154532,2239276527,2257756857,2181206704,2244321641,2203309198,2267045443,2230725722,2215845733,2275082859,2267188345
59,2228890085,2286649399,2294359832,2244000525,2213305347,2277438662,2261514187,2303505677,2265506739,2266424101,2271437140,2259654488,2255278087,2347350085,2281377670,2210385962,2278431550,2205434427,2262082329,2290152937,2252078485,2285002979,2272557516,2290952902,2214122367,2277420486,2236400121,2298908177,2262385101,2249083728,2307398309,2299709675
60,2264056872,2322657254,2327748650,2279069867,2248926389,2313622047,2297218342,2340792181,2300833882,2301347818,2309226412,2294561486,2290929173,2382055110,2318367761,2244898482,2312472641,2240804891,2297355190,2327516014,2287187601,2319495991,2307010971,2326279590,2247320087,2312792484,2268989997,2331859716,2297234777,2283871503,2343623089,2333859085
61,2306878237,2364557544,2377947885,2321415690,2293700740,2357641453,2338192685,2384906593,2343491969,2348856333,2354033991,2336857922,2338499285,2425067271,2362748240,2288559830,2355733724,2284935218,2349448858,2368807702,2327150137,2363847961,2349366187,2368887840,2296316832,2357613019,2312861345,2377267952,2342492411,2330753920,2384826742,2375161711
62,2348355797,2410065442,2415908323,2366199794,2332672336,2403261515,2380475231,2426416436,2388220519,2389929545,2395111251,2383056279,2381092805,2473711377,2407494355,2331041292,2401291394,2327371761,2387275699,2415780909,2373509363,2408207538,2395561493,2414886873,2334120910,2402637855,2358375806,2421952313,2386208192,2372930573,2433173618,2423156501
63,2392795115,2445346424,2452363030,2402649927,2368327844,2437857754,2416709064,2464169207,2425678148,2426314814,2429780259,2415586891,2412144725,2508349659,2444193031,2364149868,2436363502,2362153271,2423636630,2450894266,2408448766,2445661433,2430361484,2449655770,2365867228,2436133172,2394141197,2462004343,2421372973,2407517682,2468687433,2458606594
64,2422736692,2488192466,2492223944,2440407464,2406276556,2479109890,2456852508,2506417094,2461233212,2465579342,2471769582,2458869022,2455917542,2552030719,2481166169,2405073289,2477891348,2402131955,2462789671,2493167303,2449936027,2485591598,2471538838,2491596568,2407118781,2477885777,2431168898,2501249474,2462610028,2446431514,2512547802,2501146106
65,2453246549,2520810717,2523634307,2471989908,2436850589,2510902393,2488512371,2538813473,2492828158,2498276802,2504304388,2490516395,2487567207,2586568271,2513868278,2436326873,2509381102,2432623850,2496678492,2524812296,2482515997,2517763183,2504433540,2523935754,2438478812,2510860837,2461595340,2532910638,2494644161,2478576725,2545804051,2534370164
66,2491313515,2561741844,2566962360,2511349804,2474757975,2550721422,2526365259,2578537366,2532547279,2536672005,2543238258,2530861216,2527856445,2627543162,2555951873,2475174394,2549943373,2469844843,2538920156,2564649286,2523144993,2557467743,2544237150,2565761046,2477604546,2549380168,2502643047,2572484064,2533564538,2517171899,2585069577,2575728221
67,2539803606,2617908413,2616553554,2557292425,2519129395,2600434551,2573587353,2625531818,2580637426,2588382373,2589316710,2575873533,2572721141,2677978229,2602540729,2520591649,2597306653,2514213994,2587939080,2611549046,2564343325,2610649388,2588979654,2618892013,2522420287,2595912583,2546292138,2620184757,2588813875,2569158222,2631085762,2617250775
68,2576043722,2646742226,2650551336,2595667332,2556961183,2637210133,2610878215,2665239697,2617932856,2623974936,2628963914,2616004026,2612763668,2716548319,2641556212,2558790532,2636766270,2555300384,2621495038,2653791316,2608636929,2645317690,2630208105,2652093489,2561959942,2640203831,2586269621,2661067144,2619990921,2602859613,2672784733,2662592186
69,2615488667,2688606849,2694269183,2635023635,2596341334,2676179577,2650529934,2707212656,2654581124,2661275617,2667357512,2651630051,2652458072,2758243357,2679970671,2597656709,2677720924,2596436874,2661876892,2694847172,2648092952,2682986148,2669543786,2690060822,2598988605,2679569030,2626549678,2701448607,2658688143,2642664810,2713594795,2705743077
70,2651231026,2724414814,2728470833,2670217246,2631879667,2714617937,2688228715,2745530218,2693723326,2699763044,2704409054,2691116042,2688142672,2794703192,2716265530,2632937020,2713618505,2630336668,2697978581,2729067484,2682597912,2721851899,2706606990,2729387081,2635801983,2716061201,2661753574,2739130045,2695959934,2680346148,2751473562,2741170209
71,2679917988,2753602946,2758113873,2698633929,2661404517,2745014371,2718505984,2777020152,2722557075,2728326508,2733450714,2719949995,2716964164,2825420803,2745871287,2662109973,2744006631,2658366668,2727146756,2759938572,2712488264,2753185019,2735974384,2759150166,2665904068,2746082017,2690937022,2769001986,2725290249,2709496938,2780668088,2770480935
72,2717279467,2792008859,2797601293,2736361586,2696604341,2780934943,2759094839,2813556553,2761410604,2767298601,2771900945,2756554866,2756027063,2864144154,2784383279,2698762453,2781755038,2694257366,2763352506,2797360359,2748195114,2788618463,2773411269,2797638893,2702398859,2782222144,2726518192,2805724458,2762105855,2745077682,2816605088,2808306306
73,2764735088,2842476443,2845653277,2785422307,2745696693,2833267564,2803346249,2862247531,2811263880,2817242638,2821259749,2805425504,2805975713,2916448417,2836807476,2747739894,2831466055,2742728667,2813499052,2847197546,2799331356,2839012268,2822201280,2849400259,2749401141,2832725260,2777987327,2856548612,2811367108,2795064368,2869157061,2858221611
74,2812992749,2891306910,2893779908,2832782489,2793232410,2881534833,2851511382,2912707968,2859941039,2866377728,2870909903,2853900165,2854063393,2966801240,2883784603,2794168231,2881525370,2789637663,2863126618,2897405858,2848821907,2888166421,2873858579,2896968563,2798291229,2883638949,2826269577,2906651691,2862557306,2840430484,2917945130,2908635186
75,2855645300,2933045369,2936195642,2876408484,2835006821,2924263455,2893173466,2955056953,2900504091,2907342090,2913894780,2897103058,2895242998,3011613941,2925417909,2834612359,2921796465,2831301270,2903421900,2939590824,2889326284,2931865938,2914690225,2940647452,2839321733,2926613733,2865947046,2950866524,2903607877,2883432465,2959002527,2949862242
76,2881892424,2963554153,2964679039,2905075378,2863752079,2952784252,2921603899,2984062007,2928148247,2937658334,2942404522,2925072860,2924064461,3041508721,2954869996,2863603483,2951931743,2858222986,2932984523,2967279642,2919177976,2961301784,2944317532,2970005739,2866416277,2955287441,2894548114,2978651341,2932117222,2911946582,2988538596,2979044750
77,2917893308,2998168488,3002273065,2938025295,2897535847,2991313209,2957032939,3020614544,2964995209,2973683358,2978754247,2960520200,2959441190,3076638780,2991692567,2899266400,2987519131,2894026955,2969366298,3004186836,2954958260,2998592757,2978721733,3005983405,2900320429,2993341515,2929177273,3017600823,2967338455,2947718162,3025314820,3014632728
78,2959434466,3043229096,3044361251,2980826592,2938123290,3033238123,2999914146,3063382642,3007484464,3017763061,3020784400,3003983221,3002875252,3122747042,3034610228,2940766344,3031280613,2933206259,3011221289,3047639000,2996881837,3040648910,3023664542,3049095636,2944361291,3034782398,2970597961,3058434563,3011763463,2990793443,3070809097,3058616635
79,3011432211,3094166913,3095955617,3034839380,2982996509,3085563878,3042385259,3117161145,3055828929,3065726893,3074796459,3049916673,3046788427,3171046384,3080890560,2995107230,3074835123,2975639150,3055922993,3089369851,3039478169,3088597346,3065167303,3093104978,2991850205,3081354418,3021123368,3110398438,3057657128,3035691391,3121528824,3101832332
80,3042052003,3128221398,3130209928,3066013072,3022633533,3119221902,3084994927,3151184886,3093046789,3102311726,3108440359,3088119517,3089529311,3209286825,3121079016,3022585074,3115634701,3016631053,3097140360,3132562260,3080208869,3125921413,3108224022,3135053168,3029419059,3123015347,3055714946,3148131515,3095187456,3078032763,3159702074,3146120039
81,3078891399,3166375624,3168957780,3104292867,3058936058,3158817589,3122562573,3189085948,3129777550,3138862823,3143466993,3127626188,3125928604,3248481232,3157621881,3060225314,3153677107,3053251162,3135630879,3171427322,3116183326,3165427273,3146200572,3173764980,3063413061,3160007970,3094163912,3185513499,3133915491,3114654884,3196813558,3184362172
82,3106562786,3196816131,3194974294,3130613775,3084954211,3186984977,3148691594,3216489891,3156619345,3166764932,3171650569,3154057043,3152595669,3280966026,3188302331,3087310536,3179859524,3077154965,3161527237,3196898214,3144171592,3193246479,3173282048,3200136699,3089949342,3190117411,3121883311,3214316715,3161986676,3143022413,3226549424,3211107181
83,3138784010,3228959709,3230517994,3164025169,3117614633,3221719480,3183415374,3249745830,3191281504,3202418807,3204606460,3186856925,3187030380,3312490647,3218894571,3120218854,3212694110,3111069985,3194353948,3231478562,3175388657,3224200242,3207934301,3234048078,3124456694,3223329446,3156391643,3249383339,3196145992,3175571313,3259005144,3247534989
84,3196961188,3287897182,3288683832,3224609797,3175443752,3278347456,3236795159,3307434964,3247293994,3257035934,3259587793,3241103148,3240668117,3372556670,3275281879,3174729639,3270978820,3168971897,3253404810,3291221196,3232031782,3281686960,3269737656,3288141901,3177071524,3279082939,3209686473,3305466883,3251626388,3229560913,3314598038,3302057960
85,3238017569,3334706825,3332767052,3268444316,3215707754,3324842164,3286608457,3354473034,3298707901,3301708412,3311364927,3285733676,3287381767,3425423863,3327354032,3222773619,3320374668,3217816750,3305839963,3338036077,3277398423,3328726746,3317176458,3337967426,3222793599,3326020969,3260536465,3358162340,3297301507,3282104070,3364870556,3349080111
86,3275797735,3374136101,3372963996,3301576984,3253685045,3363189811,3322583463,3394850366,3332767204,3341826527,3347241647,3326865913,3326588897,3458227099,3363180781,3257640260,3354943401,3250615220,3340708628,3376919159,3316065631,3366707549,3350937294,3377579406,3259606977,3363873163,3292840253,3392043280,3337049207,3314892774,3402571647,3391815249
